Date;JourDeLaSemaine;TypeNuitee;CategorieVisiteurs;ZoneNuitee;Volume
2016-05-06;Vendredi;Soir;Touriste Français;Reste Haute Saone;265
2016-05-06;Vendredi;Soir;Touriste Français;Reste Doubs;270
2016-05-06;Vendredi;Soir;Touriste Français;Haut Rhin Sud;189
2016-05-06;Vendredi;Soir;Touriste Français;Haut Rhin Nord;48
2016-05-06;Vendredi;Soir;Touriste Français;Vosges;24
2016-05-06;Vendredi;Soir;Touriste Etranger;Ville de Belfort;389
2016-05-06;Vendredi;Soir;Touriste Etranger;Agglomeration de Belfort;55
2016-05-06;Vendredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;24
2016-05-06;Vendredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-06;Vendredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-06;Vendredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-06;Vendredi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-06;Vendredi;Soir;Touriste Etranger;Haut Rhin Sud;33
2016-05-06;Vendredi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-06;Vendredi;Soir;Touriste Etranger;Vosges;23
2016-05-07;Samedi;Soir;Résident ;Ville de Belfort;5799
2016-05-07;Samedi;Soir;Résident ;Agglomeration de Belfort;1697
2016-05-07;Samedi;Soir;Résident ;Agglomeration de Montbeliard;109
2016-05-07;Samedi;Soir;Résident ;Agglomeration de Hericourt;79
2016-05-07;Samedi;Soir;Résident ;Reste Territoire de Belfort;748
2016-05-07;Samedi;Soir;Résident ;Reste Haute Saone;#
2016-05-07;Samedi;Soir;Résident ;Reste Doubs;59
2016-05-07;Samedi;Soir;Résident ;Haut Rhin Sud;29
2016-05-07;Samedi;Soir;Résident ;Haut Rhin Nord;#
2016-05-07;Samedi;Soir;Touriste Français;Ville de Belfort;1037
2016-05-07;Samedi;Soir;Touriste Français;Agglomeration de Belfort;240
2016-05-07;Samedi;Soir;Touriste Français;Agglomeration de Montbeliard;501
2016-05-07;Samedi;Soir;Touriste Français;Agglomeration de Hericourt;137
2016-05-07;Samedi;Soir;Touriste Français;Reste Territoire de Belfort;107
2016-05-07;Samedi;Soir;Touriste Français;Reste Haute Saone;171
2016-05-07;Samedi;Soir;Touriste Français;Reste Doubs;220
2016-05-07;Samedi;Soir;Touriste Français;Haut Rhin Sud;187
2016-05-07;Samedi;Soir;Touriste Français;Haut Rhin Nord;35
2016-05-07;Samedi;Soir;Touriste Français;Vosges;68
2016-05-07;Samedi;Soir;Touriste Etranger;Ville de Belfort;369
2016-05-07;Samedi;Soir;Touriste Etranger;Agglomeration de Belfort;39
2016-05-07;Samedi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-07;Samedi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-07;Samedi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-07;Samedi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-07;Samedi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-07;Samedi;Soir;Touriste Etranger;Vosges;#
2016-05-08;Dimanche;Soir;Résident ;Ville de Belfort;5326
2016-05-08;Dimanche;Soir;Résident ;Agglomeration de Belfort;689
2016-05-08;Dimanche;Soir;Résident ;Agglomeration de Montbeliard;59
2016-05-08;Dimanche;Soir;Résident ;Agglomeration de Hericourt;#
2016-05-08;Dimanche;Soir;Résident ;Reste Territoire de Belfort;199
2016-05-08;Dimanche;Soir;Résident ;Reste Haute Saone;#
2016-05-08;Dimanche;Soir;Résident ;Reste Doubs;#
2016-05-08;Dimanche;Soir;Résident ;Haut Rhin Sud;#
2016-05-08;Dimanche;Soir;Résident ;Haut Rhin Nord;#
2016-05-08;Dimanche;Soir;Touriste Français;Ville de Belfort;854
2016-05-08;Dimanche;Soir;Touriste Français;Agglomeration de Belfort;72
2016-05-08;Dimanche;Soir;Touriste Français;Agglomeration de Montbeliard;187
2016-05-08;Dimanche;Soir;Touriste Français;Agglomeration de Hericourt;54
2016-05-08;Dimanche;Soir;Touriste Français;Reste Territoire de Belfort;#
2016-05-08;Dimanche;Soir;Touriste Français;Reste Haute Saone;65
2016-05-08;Dimanche;Soir;Touriste Français;Reste Doubs;73
2016-05-08;Dimanche;Soir;Touriste Français;Haut Rhin Sud;#
2016-05-08;Dimanche;Soir;Touriste Français;Haut Rhin Nord;44
2016-05-08;Dimanche;Soir;Touriste Français;Vosges;#
2016-05-08;Dimanche;Soir;Touriste Etranger;Ville de Belfort;170
2016-05-08;Dimanche;Soir;Touriste Etranger;Agglomeration de Belfort;#
2016-05-08;Dimanche;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-08;Dimanche;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-08;Dimanche;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-08;Dimanche;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-09;Lundi;Soir;Résident ;Ville de Belfort;6673
2016-05-09;Lundi;Soir;Résident ;Agglomeration de Belfort;1820
2016-05-09;Lundi;Soir;Résident ;Agglomeration de Montbeliard;120
2016-05-09;Lundi;Soir;Résident ;Agglomeration de Hericourt;50
2016-05-09;Lundi;Soir;Résident ;Reste Territoire de Belfort;950
2016-05-09;Lundi;Soir;Résident ;Reste Haute Saone;40
2016-05-09;Lundi;Soir;Résident ;Haut Rhin Sud;30
2016-05-09;Lundi;Soir;Résident ;Vosges;#
2016-05-09;Lundi;Soir;Touriste Français;Ville de Belfort;1127
2016-05-09;Lundi;Soir;Touriste Français;Agglomeration de Belfort;124
2016-05-09;Lundi;Soir;Touriste Français;Agglomeration de Montbeliard;352
2016-05-09;Lundi;Soir;Touriste Français;Agglomeration de Hericourt;142
2016-05-09;Lundi;Soir;Touriste Français;Reste Territoire de Belfort;64
2016-05-09;Lundi;Soir;Touriste Français;Reste Haute Saone;182
2016-05-09;Lundi;Soir;Touriste Français;Reste Doubs;226
2016-05-09;Lundi;Soir;Touriste Français;Haut Rhin Sud;96
2016-05-09;Lundi;Soir;Touriste Français;Haut Rhin Nord;43
2016-05-09;Lundi;Soir;Touriste Etranger;Ville de Belfort;269
2016-05-09;Lundi;Soir;Touriste Etranger;Agglomeration de Belfort;35
2016-05-09;Lundi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-09;Lundi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-09;Lundi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-09;Lundi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-09;Lundi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-10;Mardi;Soir;Résident ;Ville de Belfort;6731
2016-05-10;Mardi;Soir;Résident ;Agglomeration de Belfort;1993
2016-05-10;Mardi;Soir;Résident ;Agglomeration de Montbeliard;120
2016-05-10;Mardi;Soir;Résident ;Agglomeration de Hericourt;30
2016-05-10;Mardi;Soir;Résident ;Reste Territoire de Belfort;1222
2016-05-10;Mardi;Soir;Résident ;Reste Haute Saone;100
2016-05-10;Mardi;Soir;Résident ;Reste Doubs;30
2016-05-10;Mardi;Soir;Résident ;Haut Rhin Sud;60
2016-05-10;Mardi;Soir;Touriste Français;Ville de Belfort;1049
2016-05-10;Mardi;Soir;Touriste Français;Agglomeration de Belfort;235
2016-05-10;Mardi;Soir;Touriste Français;Agglomeration de Montbeliard;475
2016-05-10;Mardi;Soir;Touriste Français;Agglomeration de Hericourt;165
2016-05-10;Mardi;Soir;Touriste Français;Reste Territoire de Belfort;50
2016-05-10;Mardi;Soir;Touriste Français;Reste Haute Saone;215
2016-05-10;Mardi;Soir;Touriste Français;Reste Doubs;271
2016-05-10;Mardi;Soir;Touriste Français;Haut Rhin Sud;239
2016-05-10;Mardi;Soir;Touriste Français;Haut Rhin Nord;26
2016-05-10;Mardi;Soir;Touriste Français;Vosges;#
2016-05-10;Mardi;Soir;Touriste Etranger;Ville de Belfort;247
2016-05-10;Mardi;Soir;Touriste Etranger;Agglomeration de Belfort;21
2016-05-10;Mardi;Soir;Touriste Etranger;Agglomeration de Montbeliard;25
2016-05-10;Mardi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-10;Mardi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-10;Mardi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-10;Mardi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-10;Mardi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-11;Mercredi;Soir;Résident ;Ville de Belfort;6397
2016-05-11;Mercredi;Soir;Résident ;Agglomeration de Belfort;2105
2016-05-11;Mercredi;Soir;Résident ;Agglomeration de Montbeliard;140
2016-05-11;Mercredi;Soir;Résident ;Agglomeration de Hericourt;90
2016-05-11;Mercredi;Soir;Résident ;Reste Territoire de Belfort;1123
2016-05-11;Mercredi;Soir;Résident ;Reste Haute Saone;40
2016-05-11;Mercredi;Soir;Résident ;Reste Doubs;50
2016-05-11;Mercredi;Soir;Résident ;Haut Rhin Sud;40
2016-05-11;Mercredi;Soir;Résident ;Haut Rhin Nord;#
2016-05-11;Mercredi;Soir;Touriste Français;Ville de Belfort;1221
2016-05-11;Mercredi;Soir;Touriste Français;Agglomeration de Belfort;189
2016-05-11;Mercredi;Soir;Touriste Français;Agglomeration de Montbeliard;503
2016-05-11;Mercredi;Soir;Touriste Français;Agglomeration de Hericourt;169
2016-05-11;Mercredi;Soir;Touriste Français;Reste Territoire de Belfort;57
2016-05-11;Mercredi;Soir;Touriste Français;Reste Haute Saone;210
2016-05-11;Mercredi;Soir;Touriste Français;Reste Doubs;227
2016-05-11;Mercredi;Soir;Touriste Français;Haut Rhin Sud;271
2016-05-11;Mercredi;Soir;Touriste Français;Haut Rhin Nord;#
2016-05-11;Mercredi;Soir;Touriste Français;Vosges;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Ville de Belfort;296
2016-05-11;Mercredi;Soir;Touriste Etranger;Agglomeration de Belfort;21
2016-05-11;Mercredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Vosges;#
2016-05-12;Jeudi;Soir;Résident ;Ville de Belfort;6404
2016-05-12;Jeudi;Soir;Résident ;Agglomeration de Belfort;1907
2016-05-12;Jeudi;Soir;Résident ;Agglomeration de Montbeliard;100
2016-05-12;Jeudi;Soir;Résident ;Agglomeration de Hericourt;30
2016-05-12;Jeudi;Soir;Résident ;Reste Territoire de Belfort;1274
2016-05-12;Jeudi;Soir;Résident ;Reste Haute Saone;100
2016-05-12;Jeudi;Soir;Résident ;Reste Doubs;30
2016-05-12;Jeudi;Soir;Résident ;Haut Rhin Sud;60
2016-05-12;Jeudi;Soir;Résident ;Haut Rhin Nord;#
2016-05-12;Jeudi;Soir;Touriste Français;Ville de Belfort;1278
2016-05-12;Jeudi;Soir;Touriste Français;Agglomeration de Belfort;159
2016-05-12;Jeudi;Soir;Touriste Français;Agglomeration de Montbeliard;529
2016-05-12;Jeudi;Soir;Touriste Français;Agglomeration de Hericourt;159
2016-05-12;Jeudi;Soir;Touriste Français;Reste Territoire de Belfort;78
2016-05-12;Jeudi;Soir;Touriste Français;Reste Haute Saone;200
2016-05-12;Jeudi;Soir;Touriste Français;Reste Doubs;258
2016-05-12;Jeudi;Soir;Touriste Français;Haut Rhin Sud;177
2016-05-12;Jeudi;Soir;Touriste Français;Haut Rhin Nord;42
2016-05-12;Jeudi;Soir;Touriste Français;Vosges;40
2016-05-12;Jeudi;Soir;Touriste Etranger;Ville de Belfort;265
2016-05-12;Jeudi;Soir;Touriste Etranger;Agglomeration de Belfort;26
2016-05-12;Jeudi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-12;Jeudi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-12;Jeudi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-12;Jeudi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-12;Jeudi;Soir;Touriste Etranger;Vosges;#
2016-05-13;Vendredi;Soir;Résident ;Ville de Belfort;6934
2016-05-13;Vendredi;Soir;Résident ;Agglomeration de Belfort;2301
2016-05-13;Vendredi;Soir;Résident ;Agglomeration de Montbeliard;120
2016-05-13;Vendredi;Soir;Résident ;Agglomeration de Hericourt;90
2016-05-13;Vendredi;Soir;Résident ;Reste Territoire de Belfort;1246
2016-05-13;Vendredi;Soir;Résident ;Reste Haute Saone;60
2016-05-13;Vendredi;Soir;Résident ;Reste Doubs;60
2016-05-13;Vendredi;Soir;Résident ;Haut Rhin Sud;80
2016-05-13;Vendredi;Soir;Résident ;Haut Rhin Nord;30
2016-05-13;Vendredi;Soir;Résident ;Vosges;#
2016-05-13;Vendredi;Soir;Touriste Français;Ville de Belfort;1205
2016-05-13;Vendredi;Soir;Touriste Français;Agglomeration de Belfort;294
2016-05-13;Vendredi;Soir;Touriste Français;Agglomeration de Montbeliard;459
2016-05-13;Vendredi;Soir;Touriste Français;Agglomeration de Hericourt;223
2016-05-13;Vendredi;Soir;Touriste Français;Reste Territoire de Belfort;61
2016-05-13;Vendredi;Soir;Touriste Français;Reste Haute Saone;283
2016-05-13;Vendredi;Soir;Touriste Français;Reste Doubs;240
2016-05-13;Vendredi;Soir;Touriste Français;Haut Rhin Sud;244
2016-05-13;Vendredi;Soir;Touriste Français;Haut Rhin Nord;58
2016-05-13;Vendredi;Soir;Touriste Français;Vosges;#
2016-05-13;Vendredi;Soir;Touriste Etranger;Ville de Belfort;416
2016-05-13;Vendredi;Soir;Touriste Etranger;Agglomeration de Belfort;73
2016-05-13;Vendredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-13;Vendredi;Soir;Touriste Etranger;Reste Territoire de Belfort;65
2016-05-13;Vendredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-13;Vendredi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-13;Vendredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-14;Samedi;Soir;Résident ;Ville de Belfort;7697
2016-05-14;Samedi;Soir;Résident ;Agglomeration de Belfort;3058
2016-05-14;Samedi;Soir;Résident ;Agglomeration de Montbeliard;150
2016-05-14;Samedi;Soir;Résident ;Agglomeration de Hericourt;80
2016-05-14;Samedi;Soir;Résident ;Reste Territoire de Belfort;1670
2016-05-14;Samedi;Soir;Résident ;Reste Haute Saone;70
2016-05-14;Samedi;Soir;Résident ;Reste Doubs;40
2016-05-14;Samedi;Soir;Résident ;Haut Rhin Sud;70
2016-05-14;Samedi;Soir;Résident ;Haut Rhin Nord;#
2016-05-14;Samedi;Soir;Résident ;Vosges;#
2016-05-14;Samedi;Soir;Touriste Français;Ville de Belfort;2094
2016-05-14;Samedi;Soir;Touriste Français;Agglomeration de Belfort;779
2016-05-14;Samedi;Soir;Touriste Français;Agglomeration de Montbeliard;1483
2016-05-14;Samedi;Soir;Touriste Français;Agglomeration de Hericourt;445
2016-05-14;Samedi;Soir;Touriste Français;Reste Territoire de Belfort;370
2016-05-14;Samedi;Soir;Touriste Français;Reste Haute Saone;500
2016-05-14;Samedi;Soir;Touriste Français;Reste Doubs;589
2016-05-14;Samedi;Soir;Touriste Français;Haut Rhin Sud;458
2016-05-14;Samedi;Soir;Touriste Français;Haut Rhin Nord;136
2016-05-14;Samedi;Soir;Touriste Français;Vosges;43
2016-05-14;Samedi;Soir;Touriste Etranger;Ville de Belfort;588
2016-05-14;Samedi;Soir;Touriste Etranger;Agglomeration de Belfort;178
2016-05-14;Samedi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-14;Samedi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-14;Samedi;Soir;Touriste Etranger;Reste Territoire de Belfort;104
2016-05-14;Samedi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-14;Samedi;Soir;Touriste Etranger;Reste Doubs;27
2016-05-14;Samedi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-14;Samedi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-14;Samedi;Soir;Touriste Etranger;Vosges;#
2016-05-15;Dimanche;Soir;Résident ;Ville de Belfort;7725
2016-05-15;Dimanche;Soir;Résident ;Agglomeration de Belfort;3747
2016-05-15;Dimanche;Soir;Résident ;Agglomeration de Montbeliard;251
2016-05-15;Dimanche;Soir;Résident ;Agglomeration de Hericourt;151
2016-05-15;Dimanche;Soir;Résident ;Reste Territoire de Belfort;1833
2016-05-15;Dimanche;Soir;Résident ;Reste Haute Saone;80
2016-05-15;Dimanche;Soir;Résident ;Reste Doubs;#
2016-05-15;Dimanche;Soir;Résident ;Haut Rhin Sud;30
2016-05-15;Dimanche;Soir;Résident ;Haut Rhin Nord;#
2016-05-15;Dimanche;Soir;Résident ;Vosges;#
2016-05-15;Dimanche;Soir;Touriste Français;Ville de Belfort;2213
2016-05-15;Dimanche;Soir;Touriste Français;Agglomeration de Belfort;797
2016-05-15;Dimanche;Soir;Touriste Français;Agglomeration de Montbeliard;2520
2016-05-15;Dimanche;Soir;Touriste Français;Agglomeration de Hericourt;641
2016-05-15;Dimanche;Soir;Touriste Français;Reste Territoire de Belfort;306
2016-05-15;Dimanche;Soir;Touriste Français;Reste Haute Saone;844
2016-05-15;Dimanche;Soir;Touriste Français;Reste Doubs;1289
2016-05-15;Dimanche;Soir;Touriste Français;Haut Rhin Sud;1134
2016-05-15;Dimanche;Soir;Touriste Français;Haut Rhin Nord;371
2016-05-15;Dimanche;Soir;Touriste Français;Vosges;71
2016-05-15;Dimanche;Soir;Touriste Etranger;Ville de Belfort;628
2016-05-15;Dimanche;Soir;Touriste Etranger;Agglomeration de Belfort;120
2016-05-15;Dimanche;Soir;Touriste Etranger;Agglomeration de Montbeliard;22
2016-05-15;Dimanche;Soir;Touriste Etranger;Reste Territoire de Belfort;109
2016-05-15;Dimanche;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-15;Dimanche;Soir;Touriste Etranger;Reste Doubs;22
2016-05-15;Dimanche;Soir;Touriste Etranger;Haut Rhin Sud;37
2016-05-15;Dimanche;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-16;Lundi;Soir;Résident ;Ville de Belfort;6675
2016-05-16;Lundi;Soir;Résident ;Agglomeration de Belfort;1805
2016-05-16;Lundi;Soir;Résident ;Agglomeration de Montbeliard;90
2016-05-16;Lundi;Soir;Résident ;Agglomeration de Hericourt;90
2016-05-16;Lundi;Soir;Résident ;Reste Territoire de Belfort;826
2016-05-16;Lundi;Soir;Résident ;Reste Haute Saone;80
2016-05-16;Lundi;Soir;Résident ;Reste Doubs;30
2016-05-16;Lundi;Soir;Résident ;Haut Rhin Sud;50
2016-05-16;Lundi;Soir;Résident ;Haut Rhin Nord;#
2016-05-16;Lundi;Soir;Résident ;Vosges;#
2016-05-16;Lundi;Soir;Touriste Français;Ville de Belfort;1087
2016-05-16;Lundi;Soir;Touriste Français;Agglomeration de Belfort;312
2016-05-16;Lundi;Soir;Touriste Français;Agglomeration de Montbeliard;806
2016-05-16;Lundi;Soir;Touriste Français;Agglomeration de Hericourt;281
2016-05-16;Lundi;Soir;Touriste Français;Reste Territoire de Belfort;76
2016-05-16;Lundi;Soir;Touriste Français;Reste Haute Saone;280
2016-05-16;Lundi;Soir;Touriste Français;Reste Doubs;481
2016-05-16;Lundi;Soir;Touriste Français;Haut Rhin Sud;687
2016-05-16;Lundi;Soir;Touriste Français;Haut Rhin Nord;135
2016-05-16;Lundi;Soir;Touriste Français;Vosges;56
2016-05-16;Lundi;Soir;Touriste Etranger;Ville de Belfort;353
2016-05-16;Lundi;Soir;Touriste Etranger;Agglomeration de Belfort;68
2016-05-16;Lundi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-16;Lundi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-16;Lundi;Soir;Touriste Etranger;Reste Territoire de Belfort;86
2016-05-16;Lundi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-16;Lundi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-16;Lundi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-16;Lundi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-17;Mardi;Soir;Résident ;Ville de Belfort;6733
2016-05-17;Mardi;Soir;Résident ;Agglomeration de Belfort;2301
2016-05-17;Mardi;Soir;Résident ;Agglomeration de Montbeliard;131
2016-05-17;Mardi;Soir;Résident ;Agglomeration de Hericourt;40
2016-05-17;Mardi;Soir;Résident ;Reste Territoire de Belfort;1160
2016-05-17;Mardi;Soir;Résident ;Reste Haute Saone;70
2016-05-17;Mardi;Soir;Résident ;Reste Doubs;#
2016-05-17;Mardi;Soir;Résident ;Haut Rhin Sud;#
2016-05-17;Mardi;Soir;Touriste Français;Ville de Belfort;1024
2016-05-17;Mardi;Soir;Touriste Français;Agglomeration de Belfort;228
2016-05-17;Mardi;Soir;Touriste Français;Agglomeration de Montbeliard;400
2016-05-17;Mardi;Soir;Touriste Français;Agglomeration de Hericourt;154
2016-05-17;Mardi;Soir;Touriste Français;Reste Territoire de Belfort;66
2016-05-17;Mardi;Soir;Touriste Français;Reste Haute Saone;129
2016-05-17;Mardi;Soir;Touriste Français;Reste Doubs;219
2016-05-17;Mardi;Soir;Touriste Français;Haut Rhin Sud;151
2016-05-17;Mardi;Soir;Touriste Français;Haut Rhin Nord;#
2016-05-17;Mardi;Soir;Touriste Français;Vosges;#
2016-05-17;Mardi;Soir;Touriste Etranger;Ville de Belfort;314
2016-05-17;Mardi;Soir;Touriste Etranger;Agglomeration de Belfort;28
2016-05-17;Mardi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-17;Mardi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-17;Mardi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-17;Mardi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-17;Mardi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-18;Mercredi;Soir;Résident ;Ville de Belfort;6306
2016-05-18;Mercredi;Soir;Résident ;Agglomeration de Belfort;1910
2016-05-18;Mercredi;Soir;Résident ;Agglomeration de Montbeliard;80
2016-05-18;Mercredi;Soir;Résident ;Agglomeration de Hericourt;111
2016-05-18;Mercredi;Soir;Résident ;Reste Territoire de Belfort;939
2016-05-18;Mercredi;Soir;Résident ;Reste Haute Saone;#
2016-05-18;Mercredi;Soir;Résident ;Reste Doubs;30
2016-05-18;Mercredi;Soir;Résident ;Haut Rhin Sud;#
2016-05-18;Mercredi;Soir;Touriste Français;Ville de Belfort;1093
2016-05-18;Mercredi;Soir;Touriste Français;Agglomeration de Belfort;169
2016-05-18;Mercredi;Soir;Touriste Français;Agglomeration de Montbeliard;476
2016-05-18;Mercredi;Soir;Touriste Français;Agglomeration de Hericourt;216
2016-05-18;Mercredi;Soir;Touriste Français;Reste Territoire de Belfort;27
2016-05-18;Mercredi;Soir;Touriste Français;Reste Haute Saone;165
2016-05-18;Mercredi;Soir;Touriste Français;Reste Doubs;242
2016-05-18;Mercredi;Soir;Touriste Français;Haut Rhin Sud;195
2016-05-18;Mercredi;Soir;Touriste Français;Haut Rhin Nord;29
2016-05-18;Mercredi;Soir;Touriste Français;Vosges;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Ville de Belfort;304
2016-05-18;Mercredi;Soir;Touriste Etranger;Agglomeration de Belfort;43
2016-05-18;Mercredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Vosges;#
2016-05-19;Jeudi;Soir;Résident ;Ville de Belfort;6222
2016-05-19;Jeudi;Soir;Résident ;Agglomeration de Belfort;2124
2016-05-19;Jeudi;Soir;Résident ;Agglomeration de Montbeliard;101
2016-05-19;Jeudi;Soir;Résident ;Agglomeration de Hericourt;91
2016-05-19;Jeudi;Soir;Résident ;Reste Territoire de Belfort;1284
2016-05-19;Jeudi;Soir;Résident ;Reste Haute Saone;91
2016-05-19;Jeudi;Soir;Résident ;Reste Doubs;#
2016-05-19;Jeudi;Soir;Résident ;Haut Rhin Sud;30
2016-05-19;Jeudi;Soir;Résident ;Haut Rhin Nord;#
2016-05-19;Jeudi;Soir;Touriste Français;Ville de Belfort;1102
2016-05-19;Jeudi;Soir;Touriste Français;Agglomeration de Belfort;108
2016-05-19;Jeudi;Soir;Touriste Français;Agglomeration de Montbeliard;518
2016-05-19;Jeudi;Soir;Touriste Français;Agglomeration de Hericourt;173
2016-05-19;Jeudi;Soir;Touriste Français;Reste Territoire de Belfort;68
2016-05-19;Jeudi;Soir;Touriste Français;Reste Haute Saone;181
2016-05-19;Jeudi;Soir;Touriste Français;Reste Doubs;280
2016-05-19;Jeudi;Soir;Touriste Français;Haut Rhin Sud;135
2016-05-19;Jeudi;Soir;Touriste Français;Haut Rhin Nord;29
2016-05-19;Jeudi;Soir;Touriste Français;Vosges;#
2016-05-19;Jeudi;Soir;Touriste Etranger;Ville de Belfort;312
2016-05-19;Jeudi;Soir;Touriste Etranger;Agglomeration de Belfort;25
2016-05-19;Jeudi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-19;Jeudi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-19;Jeudi;Soir;Touriste Etranger;Reste Territoire de Belfort;25
2016-05-19;Jeudi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-19;Jeudi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-19;Jeudi;Soir;Touriste Etranger;Vosges;#
2016-05-20;Vendredi;Soir;Résident ;Ville de Belfort;6391
2016-05-20;Vendredi;Soir;Résident ;Agglomeration de Belfort;2289
2016-05-20;Vendredi;Soir;Résident ;Agglomeration de Montbeliard;131
2016-05-20;Vendredi;Soir;Résident ;Agglomeration de Hericourt;101
2016-05-20;Vendredi;Soir;Résident ;Reste Territoire de Belfort;1073
2016-05-20;Vendredi;Soir;Résident ;Reste Haute Saone;81
2016-05-20;Vendredi;Soir;Résident ;Reste Doubs;60
2016-05-20;Vendredi;Soir;Résident ;Haut Rhin Sud;40
2016-05-20;Vendredi;Soir;Résident ;Vosges;#
2016-05-20;Vendredi;Soir;Touriste Français;Ville de Belfort;975
2016-05-20;Vendredi;Soir;Touriste Français;Agglomeration de Belfort;147
2016-05-20;Vendredi;Soir;Touriste Français;Agglomeration de Montbeliard;580
2016-05-20;Vendredi;Soir;Touriste Français;Agglomeration de Hericourt;229
2016-05-20;Vendredi;Soir;Touriste Français;Reste Territoire de Belfort;70
2016-05-20;Vendredi;Soir;Touriste Français;Reste Haute Saone;230
2016-05-20;Vendredi;Soir;Touriste Français;Reste Doubs;261
2016-05-20;Vendredi;Soir;Touriste Français;Haut Rhin Sud;224
2016-05-20;Vendredi;Soir;Touriste Français;Haut Rhin Nord;45
2016-05-20;Vendredi;Soir;Touriste Français;Vosges;25
2016-05-20;Vendredi;Soir;Touriste Etranger;Ville de Belfort;328
