Date;JourDeLaSemaine;ZoneAnalyse;Age;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-14;Dimanche;Zone FIMU;18-24;Resident;06 jours;Periode normale;9980
2017-05-14;Dimanche;Zone FIMU;18-24;Resident;07 jours;Periode normale;9854
2017-05-14;Dimanche;Zone FIMU;18-24;Resident;08 jours;Periode normale;8638
2017-05-14;Dimanche;Zone FIMU;18-24;Resident;09 jours;Periode normale;5000
2017-05-14;Dimanche;Zone FIMU;18-24;Resident;10 jours;Periode normale;4054
2017-05-14;Dimanche;Zone FIMU;18-24;Resident;11 jours;Periode normale;8639
2017-05-14;Dimanche;Zone FIMU;18-24;Resident;12 jours;Periode normale;7839
2017-05-14;Dimanche;Zone FIMU;18-24;Resident;13 jours;Periode normale;2878
2017-05-14;Dimanche;Zone FIMU;18-24;Resident;14 jours;Periode normale;4233
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;01 jours;Periode normale;6646
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;02 jours;Periode normale;3150
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;03 jours;Periode normale;6857
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;04 jours;Periode normale;5255
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;05 jours;Periode normale;2798
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;06 jours;Periode normale;3362
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;07 jours;Periode normale;4798
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;08 jours;Periode normale;3013
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;09 jours;Periode normale;9619
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;10 jours;Periode normale;3519
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;11 jours;Periode normale;7199
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;12 jours;Periode normale;6707
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;13 jours;Periode normale;9340
2017-05-14;Dimanche;Zone FIMU;18-24;Touriste Français;14 jours;Periode normale;6789
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;01 jours;Periode normale;8686
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;02 jours;Periode normale;347
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;03 jours;Periode normale;1185
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;04 jours;Periode normale;6422
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;05 jours;Periode normale;3879
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;06 jours;Periode normale;8764
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;07 jours;Periode normale;5154
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;08 jours;Periode normale;2471
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;09 jours;Periode normale;1346
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;10 jours;Periode normale;6604
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;11 jours;Periode normale;9859
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;12 jours;Periode normale;8527
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;13 jours;Periode normale;7517
2017-05-14;Dimanche;Zone FIMU;25-34;Resident;14 jours;Periode normale;3289
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;01 jours;Periode normale;6551
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;02 jours;Periode normale;8802
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;03 jours;Periode normale;1248
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;04 jours;Periode normale;6311
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;05 jours;Periode normale;469
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;06 jours;Periode normale;81
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;07 jours;Periode normale;356
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;08 jours;Periode normale;6411
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;09 jours;Periode normale;409
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;10 jours;Periode normale;1704
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;11 jours;Periode normale;2048
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;12 jours;Periode normale;8183
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;13 jours;Periode normale;6382
2017-05-14;Dimanche;Zone FIMU;25-34;Touriste Français;14 jours;Periode normale;9372
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;01 jours;Periode normale;8056
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;02 jours;Periode normale;3853
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;03 jours;Periode normale;6058
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;04 jours;Periode normale;4382
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;05 jours;Periode normale;1354
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;06 jours;Periode normale;9087
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;07 jours;Periode normale;6845
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;08 jours;Periode normale;7199
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;09 jours;Periode normale;3771
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;10 jours;Periode normale;3017
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;11 jours;Periode normale;999
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;12 jours;Periode normale;2951
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;13 jours;Periode normale;5032
2017-05-14;Dimanche;Zone FIMU;35-44;Resident;14 jours;Periode normale;3392
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;01 jours;Periode normale;8466
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;02 jours;Periode normale;8962
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;03 jours;Periode normale;3612
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;04 jours;Periode normale;3681
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;05 jours;Periode normale;2147
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;06 jours;Periode normale;9605
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;07 jours;Periode normale;7848
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;08 jours;Periode normale;3456
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;09 jours;Periode normale;1387
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;10 jours;Periode normale;4924
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;11 jours;Periode normale;56
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;12 jours;Periode normale;8868
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;13 jours;Periode normale;3024
2017-05-14;Dimanche;Zone FIMU;35-44;Touriste Français;14 jours;Periode normale;1507
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;01 jours;Periode normale;7264
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;02 jours;Periode normale;3860
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;03 jours;Periode normale;9485
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;04 jours;Periode normale;80
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;05 jours;Periode normale;5597
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;06 jours;Periode normale;5688
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;07 jours;Periode normale;6507
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;08 jours;Periode normale;8566
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;09 jours;Periode normale;8970
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;10 jours;Periode normale;6014
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;11 jours;Periode normale;523
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;12 jours;Periode normale;3285
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;13 jours;Periode normale;3716
2017-05-14;Dimanche;Zone FIMU;45-54;Resident;14 jours;Periode normale;6185
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;01 jours;Periode normale;3094
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;02 jours;Periode normale;352
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;03 jours;Periode normale;322
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;04 jours;Periode normale;9623
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;05 jours;Periode normale;5731
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;06 jours;Periode normale;4903
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;07 jours;Periode normale;2496
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;08 jours;Periode normale;162
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;09 jours;Periode normale;506
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;10 jours;Periode normale;5330
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;11 jours;Periode normale;8519
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;12 jours;Periode normale;6434
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;13 jours;Periode normale;894
2017-05-14;Dimanche;Zone FIMU;45-54;Touriste Français;14 jours;Periode normale;5411
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;01 jours;Periode normale;6820
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;02 jours;Periode normale;6304
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;03 jours;Periode normale;7474
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;04 jours;Periode normale;8885
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;05 jours;Periode normale;4515
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;06 jours;Periode normale;1963
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;07 jours;Periode normale;5710
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;08 jours;Periode normale;3723
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;09 jours;Periode normale;7617
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;10 jours;Periode normale;2631
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;11 jours;Periode normale;3415
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;12 jours;Periode normale;9229
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;13 jours;Periode normale;8092
2017-05-14;Dimanche;Zone FIMU;55-64;Resident;14 jours;Periode normale;6562
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;01 jours;Periode normale;1414
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;02 jours;Periode normale;9493
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;03 jours;Periode normale;4680
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;04 jours;Periode normale;5171
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;05 jours;Periode normale;8504
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;06 jours;Periode normale;9297
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;07 jours;Periode normale;3826
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;08 jours;Periode normale;5826
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;09 jours;Periode normale;6448
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;10 jours;Periode normale;1751
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;11 jours;Periode normale;1409
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;12 jours;Periode normale;2134
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;13 jours;Periode normale;3512
2017-05-14;Dimanche;Zone FIMU;55-64;Touriste Français;14 jours;Periode normale;6596
2017-05-14;Dimanche;Zone FIMU;<18;Resident;01 jours;Periode normale;8523
2017-05-14;Dimanche;Zone FIMU;<18;Resident;02 jours;Periode normale;3281
2017-05-14;Dimanche;Zone FIMU;<18;Resident;03 jours;Periode normale;9360
2017-05-14;Dimanche;Zone FIMU;<18;Resident;04 jours;Periode normale;1772
2017-05-14;Dimanche;Zone FIMU;<18;Resident;05 jours;Periode normale;3007
2017-05-14;Dimanche;Zone FIMU;<18;Resident;06 jours;Periode normale;3872
2017-05-14;Dimanche;Zone FIMU;<18;Resident;07 jours;Periode normale;8035
2017-05-14;Dimanche;Zone FIMU;<18;Resident;08 jours;Periode normale;2767
2017-05-14;Dimanche;Zone FIMU;<18;Resident;09 jours;Periode normale;1204
2017-05-14;Dimanche;Zone FIMU;<18;Resident;10 jours;Periode normale;7682
2017-05-14;Dimanche;Zone FIMU;<18;Resident;11 jours;Periode normale;101
2017-05-14;Dimanche;Zone FIMU;<18;Resident;12 jours;Periode normale;316
2017-05-14;Dimanche;Zone FIMU;<18;Resident;13 jours;Periode normale;7316
2017-05-14;Dimanche;Zone FIMU;<18;Resident;14 jours;Periode normale;8372
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;01 jours;Periode normale;2030
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;02 jours;Periode normale;5746
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;03 jours;Periode normale;4263
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;04 jours;Periode normale;5746
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;05 jours;Periode normale;9468
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;06 jours;Periode normale;9589
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;07 jours;Periode normale;5573
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;08 jours;Periode normale;9915
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;09 jours;Periode normale;7096
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;10 jours;Periode normale;5885
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;11 jours;Periode normale;1767
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;12 jours;Periode normale;5641
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;13 jours;Periode normale;5481
2017-05-14;Dimanche;Zone FIMU;<18;Touriste Français;14 jours;Periode normale;8839
2017-05-14;Dimanche;Zone FIMU;>65;Resident;01 jours;Periode normale;7041
2017-05-14;Dimanche;Zone FIMU;>65;Resident;02 jours;Periode normale;9551
2017-05-14;Dimanche;Zone FIMU;>65;Resident;03 jours;Periode normale;7855
2017-05-14;Dimanche;Zone FIMU;>65;Resident;04 jours;Periode normale;1195
2017-05-14;Dimanche;Zone FIMU;>65;Resident;05 jours;Periode normale;108
2017-05-14;Dimanche;Zone FIMU;>65;Resident;06 jours;Periode normale;9231
2017-05-14;Dimanche;Zone FIMU;>65;Resident;07 jours;Periode normale;1731
2017-05-14;Dimanche;Zone FIMU;>65;Resident;08 jours;Periode normale;3534
2017-05-14;Dimanche;Zone FIMU;>65;Resident;09 jours;Periode normale;3977
2017-05-14;Dimanche;Zone FIMU;>65;Resident;10 jours;Periode normale;534
2017-05-14;Dimanche;Zone FIMU;>65;Resident;11 jours;Periode normale;2598
2017-05-14;Dimanche;Zone FIMU;>65;Resident;12 jours;Periode normale;1750
2017-05-14;Dimanche;Zone FIMU;>65;Resident;13 jours;Periode normale;4389
2017-05-14;Dimanche;Zone FIMU;>65;Resident;14 jours;Periode normale;6257
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;01 jours;Periode normale;4220
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;02 jours;Periode normale;4922
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;03 jours;Periode normale;4330
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;04 jours;Periode normale;7229
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;05 jours;Periode normale;1299
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;06 jours;Periode normale;5567
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;07 jours;Periode normale;510
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;08 jours;Periode normale;3346
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;09 jours;Periode normale;2488
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;10 jours;Periode normale;8207
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;11 jours;Periode normale;9604
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;12 jours;Periode normale;9461
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;13 jours;Periode normale;9076
2017-05-14;Dimanche;Zone FIMU;>65;Touriste Français;14 jours;Periode normale;1711
2017-05-15;Lundi;Zone FIMU;18-24;Resident;01 jours;Periode normale;3580
2017-05-15;Lundi;Zone FIMU;18-24;Resident;02 jours;Periode normale;7331
2017-05-15;Lundi;Zone FIMU;18-24;Resident;03 jours;Periode normale;338
2017-05-15;Lundi;Zone FIMU;18-24;Resident;04 jours;Periode normale;8723
2017-05-15;Lundi;Zone FIMU;18-24;Resident;05 jours;Periode normale;8634
2017-05-15;Lundi;Zone FIMU;18-24;Resident;06 jours;Periode normale;4240
2017-05-15;Lundi;Zone FIMU;18-24;Resident;07 jours;Periode normale;273
2017-05-15;Lundi;Zone FIMU;18-24;Resident;08 jours;Periode normale;6816
2017-05-15;Lundi;Zone FIMU;18-24;Resident;09 jours;Periode normale;8831
2017-05-15;Lundi;Zone FIMU;18-24;Resident;10 jours;Periode normale;379
2017-05-15;Lundi;Zone FIMU;18-24;Resident;11 jours;Periode normale;8302
2017-05-15;Lundi;Zone FIMU;18-24;Resident;12 jours;Periode normale;524
2017-05-15;Lundi;Zone FIMU;18-24;Resident;13 jours;Periode normale;1802
2017-05-15;Lundi;Zone FIMU;18-24;Resident;14 jours;Periode normale;9936
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;01 jours;Periode normale;7173
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;02 jours;Periode normale;68
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;03 jours;Periode normale;572
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;04 jours;Periode normale;9781
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;05 jours;Periode normale;8910
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;06 jours;Periode normale;5443
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;07 jours;Periode normale;8520
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;08 jours;Periode normale;4440
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;09 jours;Periode normale;3520
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;10 jours;Periode normale;183
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;11 jours;Periode normale;3263
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;12 jours;Periode normale;1102
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;13 jours;Periode normale;6833
2017-05-15;Lundi;Zone FIMU;18-24;Touriste Français;14 jours;Periode normale;2028
2017-05-15;Lundi;Zone FIMU;25-34;Resident;01 jours;Periode normale;6703
2017-05-15;Lundi;Zone FIMU;25-34;Resident;02 jours;Periode normale;1229
2017-05-15;Lundi;Zone FIMU;25-34;Resident;03 jours;Periode normale;5629
2017-05-15;Lundi;Zone FIMU;25-34;Resident;04 jours;Periode normale;9511
2017-05-15;Lundi;Zone FIMU;25-34;Resident;05 jours;Periode normale;2218
2017-05-15;Lundi;Zone FIMU;25-34;Resident;06 jours;Periode normale;7252
2017-05-15;Lundi;Zone FIMU;25-34;Resident;07 jours;Periode normale;267
2017-05-15;Lundi;Zone FIMU;25-34;Resident;08 jours;Periode normale;9659
2017-05-15;Lundi;Zone FIMU;25-34;Resident;09 jours;Periode normale;5245
2017-05-15;Lundi;Zone FIMU;25-34;Resident;10 jours;Periode normale;3020
2017-05-15;Lundi;Zone FIMU;25-34;Resident;11 jours;Periode normale;8614
2017-05-15;Lundi;Zone FIMU;25-34;Resident;12 jours;Periode normale;8967
2017-05-15;Lundi;Zone FIMU;25-34;Resident;13 jours;Periode normale;3831
2017-05-15;Lundi;Zone FIMU;25-34;Resident;14 jours;Periode normale;3492
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;01 jours;Periode normale;5068
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;02 jours;Periode normale;1901
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;03 jours;Periode normale;2950
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;04 jours;Periode normale;6714
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;05 jours;Periode normale;4120
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;06 jours;Periode normale;7389
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;07 jours;Periode normale;9850
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;08 jours;Periode normale;2292
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;09 jours;Periode normale;5779
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;10 jours;Periode normale;1057
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;11 jours;Periode normale;8689
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;12 jours;Periode normale;4840
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;13 jours;Periode normale;2101
2017-05-15;Lundi;Zone FIMU;25-34;Touriste Français;14 jours;Periode normale;878
2017-05-15;Lundi;Zone FIMU;35-44;Resident;01 jours;Periode normale;2450
2017-05-15;Lundi;Zone FIMU;35-44;Resident;02 jours;Periode normale;2219
2017-05-15;Lundi;Zone FIMU;35-44;Resident;03 jours;Periode normale;5073
2017-05-15;Lundi;Zone FIMU;35-44;Resident;04 jours;Periode normale;5876
2017-05-15;Lundi;Zone FIMU;35-44;Resident;05 jours;Periode normale;9361
2017-05-15;Lundi;Zone FIMU;35-44;Resident;06 jours;Periode normale;5555
2017-05-15;Lundi;Zone FIMU;35-44;Resident;07 jours;Periode normale;9190
2017-05-15;Lundi;Zone FIMU;35-44;Resident;08 jours;Periode normale;4297
2017-05-15;Lundi;Zone FIMU;35-44;Resident;09 jours;Periode normale;1363
2017-05-15;Lundi;Zone FIMU;35-44;Resident;10 jours;Periode normale;2282
2017-05-15;Lundi;Zone FIMU;35-44;Resident;11 jours;Periode normale;7758
2017-05-15;Lundi;Zone FIMU;35-44;Resident;12 jours;Periode normale;2250
2017-05-15;Lundi;Zone FIMU;35-44;Resident;13 jours;Periode normale;3040
2017-05-15;Lundi;Zone FIMU;35-44;Resident;14 jours;Periode normale;2181
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;01 jours;Periode normale;6838
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;02 jours;Periode normale;9596
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;03 jours;Periode normale;3071
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;04 jours;Periode normale;5482
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;05 jours;Periode normale;1520
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;06 jours;Periode normale;7917
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;07 jours;Periode normale;9497
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;08 jours;Periode normale;1329
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;09 jours;Periode normale;293
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;10 jours;Periode normale;7113
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;11 jours;Periode normale;981
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;12 jours;Periode normale;5605
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;13 jours;Periode normale;2335
2017-05-15;Lundi;Zone FIMU;35-44;Touriste Français;14 jours;Periode normale;269
2017-05-15;Lundi;Zone FIMU;45-54;Resident;01 jours;Periode normale;735
2017-05-15;Lundi;Zone FIMU;45-54;Resident;02 jours;Periode normale;4463
2017-05-15;Lundi;Zone FIMU;45-54;Resident;03 jours;Periode normale;3853
2017-05-15;Lundi;Zone FIMU;45-54;Resident;04 jours;Periode normale;6217
2017-05-15;Lundi;Zone FIMU;45-54;Resident;05 jours;Periode normale;2030
2017-05-15;Lundi;Zone FIMU;45-54;Resident;06 jours;Periode normale;1671
2017-05-15;Lundi;Zone FIMU;45-54;Resident;07 jours;Periode normale;1018
2017-05-15;Lundi;Zone FIMU;45-54;Resident;08 jours;Periode normale;3560
2017-05-15;Lundi;Zone FIMU;45-54;Resident;09 jours;Periode normale;6104
2017-05-15;Lundi;Zone FIMU;45-54;Resident;10 jours;Periode normale;2996
2017-05-15;Lundi;Zone FIMU;45-54;Resident;11 jours;Periode normale;9329
2017-05-15;Lundi;Zone FIMU;45-54;Resident;12 jours;Periode normale;8939
2017-05-15;Lundi;Zone FIMU;45-54;Resident;13 jours;Periode normale;385
2017-05-15;Lundi;Zone FIMU;45-54;Resident;14 jours;Periode normale;7290
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;01 jours;Periode normale;3210
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;02 jours;Periode normale;8734
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;03 jours;Periode normale;2724
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;04 jours;Periode normale;9048
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;05 jours;Periode normale;4910
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;06 jours;Periode normale;3698
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;07 jours;Periode normale;5906
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;08 jours;Periode normale;5743
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;09 jours;Periode normale;4837
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;10 jours;Periode normale;3923
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;11 jours;Periode normale;1177
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;12 jours;Periode normale;2259
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;13 jours;Periode normale;9440
2017-05-15;Lundi;Zone FIMU;45-54;Touriste Français;14 jours;Periode normale;6961
2017-05-15;Lundi;Zone FIMU;55-64;Resident;01 jours;Periode normale;3926
2017-05-15;Lundi;Zone FIMU;55-64;Resident;02 jours;Periode normale;4409
2017-05-15;Lundi;Zone FIMU;55-64;Resident;03 jours;Periode normale;8936
2017-05-15;Lundi;Zone FIMU;55-64;Resident;04 jours;Periode normale;6756
2017-05-15;Lundi;Zone FIMU;55-64;Resident;05 jours;Periode normale;1866
2017-05-15;Lundi;Zone FIMU;55-64;Resident;06 jours;Periode normale;5920
2017-05-15;Lundi;Zone FIMU;55-64;Resident;07 jours;Periode normale;5394
2017-05-15;Lundi;Zone FIMU;55-64;Resident;08 jours;Periode normale;8128
2017-05-15;Lundi;Zone FIMU;55-64;Resident;09 jours;Periode normale;6544
2017-05-15;Lundi;Zone FIMU;55-64;Resident;10 jours;Periode normale;1496
2017-05-15;Lundi;Zone FIMU;55-64;Resident;11 jours;Periode normale;5686
2017-05-15;Lundi;Zone FIMU;55-64;Resident;12 jours;Periode normale;4247
2017-05-15;Lundi;Zone FIMU;55-64;Resident;13 jours;Periode normale;5088
2017-05-15;Lundi;Zone FIMU;55-64;Resident;14 jours;Periode normale;6045
2017-05-15;Lundi;Zone FIMU;55-64;Touriste Français;01 jours;Periode normale;7487
