Date;JourDeLaSemaine;ZoneAnalyse;Genre;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-06-06;Mardi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;4613
2017-06-06;Mardi;Zone FIMU;H;Resident;Excursionniste;Periode normale;4412
2017-06-06;Mardi;Zone FIMU;H;Resident;Visiteur;Periode normale;8057
2017-06-06;Mardi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;2321
2017-06-06;Mardi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;8066
2017-06-06;Mardi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;3122
2017-06-06;Mardi;Zone FIMU;NR;Resident;Visiteur;Periode normale;805
2017-06-06;Mardi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;5008
2017-06-06;Mardi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;1633
2017-06-07;Mercredi;Zone FIMU;F;Resident;Excursionniste;Periode normale;323
2017-06-07;Mercredi;Zone FIMU;F;Resident;Visiteur;Periode normale;1929
2017-06-07;Mercredi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;8317
2017-06-07;Mercredi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;4842
2017-06-07;Mercredi;Zone FIMU;H;Resident;Excursionniste;Periode normale;8878
2017-06-07;Mercredi;Zone FIMU;H;Resident;Visiteur;Periode normale;870
2017-06-07;Mercredi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;2169
2017-06-07;Mercredi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;6035
2017-06-07;Mercredi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;3022
2017-06-07;Mercredi;Zone FIMU;NR;Resident;Visiteur;Periode normale;7201
2017-06-07;Mercredi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;4391
2017-06-07;Mercredi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;5356
2017-06-08;Jeudi;Zone FIMU;F;Resident;Excursionniste;Periode normale;729
2017-06-08;Jeudi;Zone FIMU;F;Resident;Visiteur;Periode normale;1189
2017-06-08;Jeudi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;9244
2017-06-08;Jeudi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;1465
2017-06-08;Jeudi;Zone FIMU;H;Resident;Excursionniste;Periode normale;4093
2017-06-08;Jeudi;Zone FIMU;H;Resident;Visiteur;Periode normale;5210
2017-06-08;Jeudi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;4241
2017-06-08;Jeudi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;2760
2017-06-08;Jeudi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;6589
2017-06-08;Jeudi;Zone FIMU;NR;Resident;Visiteur;Periode normale;8204
2017-06-08;Jeudi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;3413
2017-06-08;Jeudi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;8259
2017-06-09;Vendredi;Zone FIMU;F;Resident;Excursionniste;Periode normale;8715
2017-06-09;Vendredi;Zone FIMU;F;Resident;Visiteur;Periode normale;1947
2017-06-09;Vendredi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;7559
2017-06-09;Vendredi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;126
2017-06-09;Vendredi;Zone FIMU;H;Resident;Excursionniste;Periode normale;3010
2017-06-09;Vendredi;Zone FIMU;H;Resident;Visiteur;Periode normale;2371
2017-06-09;Vendredi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;1526
2017-06-09;Vendredi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;2957
2017-06-09;Vendredi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;609
2017-06-09;Vendredi;Zone FIMU;NR;Resident;Visiteur;Periode normale;1081
2017-06-09;Vendredi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;358
2017-06-09;Vendredi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;3893
2017-06-10;Samedi;Zone FIMU;F;Resident;Excursionniste;Periode normale;8822
2017-06-10;Samedi;Zone FIMU;F;Resident;Visiteur;Periode normale;6442
2017-06-10;Samedi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;486
2017-06-10;Samedi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;125
2017-06-10;Samedi;Zone FIMU;H;Resident;Excursionniste;Periode normale;513
2017-06-10;Samedi;Zone FIMU;H;Resident;Visiteur;Periode normale;5639
2017-06-10;Samedi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;2082
2017-06-10;Samedi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;2787
2017-06-10;Samedi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;4474
2017-06-10;Samedi;Zone FIMU;NR;Resident;Visiteur;Periode normale;3030
2017-06-10;Samedi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;1706
2017-06-10;Samedi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;8705
2017-06-11;Dimanche;Zone FIMU;F;Resident;Excursionniste;Periode normale;6907
2017-06-11;Dimanche;Zone FIMU;F;Resident;Visiteur;Periode normale;4832
2017-06-11;Dimanche;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;6193
2017-06-11;Dimanche;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;5262
2017-06-11;Dimanche;Zone FIMU;H;Resident;Excursionniste;Periode normale;3076
2017-06-11;Dimanche;Zone FIMU;H;Resident;Visiteur;Periode normale;7249
2017-06-11;Dimanche;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;5442
2017-06-11;Dimanche;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;8556
2017-06-11;Dimanche;Zone FIMU;NR;Resident;Excursionniste;Periode normale;8762
2017-06-11;Dimanche;Zone FIMU;NR;Resident;Visiteur;Periode normale;3899
2017-06-11;Dimanche;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;5763
2017-06-11;Dimanche;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;4634
2017-06-12;Lundi;Zone FIMU;F;Resident;Excursionniste;Periode normale;8057
2017-06-12;Lundi;Zone FIMU;F;Resident;Visiteur;Periode normale;2955
2017-06-12;Lundi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;6462
2017-06-12;Lundi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;6487
2017-06-12;Lundi;Zone FIMU;H;Resident;Excursionniste;Periode normale;6888
2017-06-12;Lundi;Zone FIMU;H;Resident;Visiteur;Periode normale;6058
2017-06-12;Lundi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;3346
2017-06-12;Lundi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;7064
2017-06-12;Lundi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;2190
2017-06-12;Lundi;Zone FIMU;NR;Resident;Visiteur;Periode normale;9438
2017-06-12;Lundi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;7153
2017-06-12;Lundi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;7459
2017-06-13;Mardi;Zone FIMU;F;Resident;Excursionniste;Periode normale;4805
2017-06-13;Mardi;Zone FIMU;F;Resident;Visiteur;Periode normale;1121
2017-06-13;Mardi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;688
2017-06-13;Mardi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;1932
2017-06-13;Mardi;Zone FIMU;H;Resident;Excursionniste;Periode normale;8557
2017-06-13;Mardi;Zone FIMU;H;Resident;Visiteur;Periode normale;6487
2017-06-13;Mardi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;3129
2017-06-13;Mardi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;2079
2017-06-13;Mardi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;2057
2017-06-13;Mardi;Zone FIMU;NR;Resident;Visiteur;Periode normale;7643
2017-06-13;Mardi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;5804
2017-06-13;Mardi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;2131
2017-06-14;Mercredi;Zone FIMU;F;Resident;Excursionniste;Periode normale;799
2017-06-14;Mercredi;Zone FIMU;F;Resident;Visiteur;Periode normale;4855
2017-06-14;Mercredi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;7780
2017-06-14;Mercredi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;6456
2017-06-14;Mercredi;Zone FIMU;H;Resident;Excursionniste;Periode normale;8915
2017-06-14;Mercredi;Zone FIMU;H;Resident;Visiteur;Periode normale;957
2017-06-14;Mercredi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;7159
2017-06-14;Mercredi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;881
2017-06-14;Mercredi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;3180
2017-06-14;Mercredi;Zone FIMU;NR;Resident;Visiteur;Periode normale;9202
2017-06-14;Mercredi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;4961
2017-06-14;Mercredi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;2533
2017-06-15;Jeudi;Zone FIMU;F;Resident;Excursionniste;Periode normale;430
2017-06-15;Jeudi;Zone FIMU;F;Resident;Visiteur;Periode normale;5159
2017-06-15;Jeudi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;5822
2017-06-15;Jeudi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;9056
2017-06-15;Jeudi;Zone FIMU;H;Resident;Excursionniste;Periode normale;1609
2017-06-15;Jeudi;Zone FIMU;H;Resident;Visiteur;Periode normale;1606
2017-06-15;Jeudi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;6300
2017-06-15;Jeudi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;6473
2017-06-15;Jeudi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;7895
2017-06-15;Jeudi;Zone FIMU;NR;Resident;Visiteur;Periode normale;1424
2017-06-15;Jeudi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;7061
2017-06-15;Jeudi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;2251
2017-06-16;Vendredi;Zone FIMU;F;Resident;Excursionniste;Periode normale;8824
2017-06-16;Vendredi;Zone FIMU;F;Resident;Visiteur;Periode normale;4740
2017-06-16;Vendredi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;520
2017-06-16;Vendredi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;3294
2017-06-16;Vendredi;Zone FIMU;H;Resident;Excursionniste;Periode normale;9605
2017-06-16;Vendredi;Zone FIMU;H;Resident;Visiteur;Periode normale;2080
2017-06-16;Vendredi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;4201
2017-06-16;Vendredi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;9061
2017-06-16;Vendredi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;9255
2017-06-16;Vendredi;Zone FIMU;NR;Resident;Visiteur;Periode normale;3307
2017-06-16;Vendredi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;8122
2017-06-16;Vendredi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;1446
2017-06-17;Samedi;Zone FIMU;F;Resident;Excursionniste;Periode normale;7203
2017-06-17;Samedi;Zone FIMU;F;Resident;Visiteur;Periode normale;3827
2017-06-17;Samedi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;166
2017-06-17;Samedi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;6028
2017-06-17;Samedi;Zone FIMU;H;Resident;Excursionniste;Periode normale;4514
2017-06-17;Samedi;Zone FIMU;H;Resident;Visiteur;Periode normale;8629
2017-06-17;Samedi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;5735
2017-06-17;Samedi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;7440
2017-06-17;Samedi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;5550
2017-06-17;Samedi;Zone FIMU;NR;Resident;Visiteur;Periode normale;3229
2017-06-17;Samedi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;8991
2017-06-17;Samedi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;6969
2017-06-18;Dimanche;Zone FIMU;F;Resident;Excursionniste;Periode normale;9616
2017-06-18;Dimanche;Zone FIMU;F;Resident;Visiteur;Periode normale;7021
2017-06-18;Dimanche;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;9768
2017-06-18;Dimanche;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;9452
2017-06-18;Dimanche;Zone FIMU;H;Resident;Excursionniste;Periode normale;2702
2017-06-18;Dimanche;Zone FIMU;H;Resident;Visiteur;Periode normale;1649
2017-06-18;Dimanche;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;3122
2017-06-18;Dimanche;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;722
2017-06-18;Dimanche;Zone FIMU;NR;Resident;Excursionniste;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;NR;Resident;Visiteur;Periode normale;4260
2017-06-18;Dimanche;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;2881
2017-06-18;Dimanche;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;3096
2017-06-19;Lundi;Zone FIMU;F;Resident;Excursionniste;Periode normale;7933
2017-06-19;Lundi;Zone FIMU;F;Resident;Visiteur;Periode normale;5844
2017-06-19;Lundi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;5533
2017-06-19;Lundi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;2697
2017-06-19;Lundi;Zone FIMU;H;Resident;Excursionniste;Periode normale;9539
2017-06-19;Lundi;Zone FIMU;H;Resident;Visiteur;Periode normale;6202
2017-06-19;Lundi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;5551
2017-06-19;Lundi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;1134
2017-06-19;Lundi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;4778
2017-06-19;Lundi;Zone FIMU;NR;Resident;Visiteur;Periode normale;281
2017-06-19;Lundi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;1794
2017-06-19;Lundi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;5869
2017-06-20;Mardi;Zone FIMU;F;Resident;Excursionniste;Periode normale;3484
2017-06-20;Mardi;Zone FIMU;F;Resident;Visiteur;Periode normale;6162
2017-06-20;Mardi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;9464
2017-06-20;Mardi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;9485
2017-06-20;Mardi;Zone FIMU;H;Resident;Excursionniste;Periode normale;3523
2017-06-20;Mardi;Zone FIMU;H;Resident;Visiteur;Periode normale;7868
2017-06-20;Mardi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;9406
2017-06-20;Mardi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;5447
2017-06-20;Mardi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;1000
2017-06-20;Mardi;Zone FIMU;NR;Resident;Visiteur;Periode normale;896
2017-06-20;Mardi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;7234
2017-06-20;Mardi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;5688
2017-06-21;Mercredi;Zone FIMU;F;Resident;Excursionniste;Periode normale;3089
2017-06-21;Mercredi;Zone FIMU;F;Resident;Visiteur;Periode normale;1892
2017-06-21;Mercredi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;6227
2017-06-21;Mercredi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;7263
2017-06-21;Mercredi;Zone FIMU;H;Resident;Excursionniste;Periode normale;4600
2017-06-21;Mercredi;Zone FIMU;H;Resident;Visiteur;Periode normale;4393
2017-06-21;Mercredi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;6603
2017-06-21;Mercredi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;1453
2017-06-21;Mercredi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;5874
2017-06-21;Mercredi;Zone FIMU;NR;Resident;Visiteur;Periode normale;9613
2017-06-21;Mercredi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;3461
2017-06-21;Mercredi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;7251
2017-06-22;Jeudi;Zone FIMU;F;Resident;Excursionniste;Periode normale;1993
2017-06-22;Jeudi;Zone FIMU;F;Resident;Visiteur;Periode normale;5208
2017-06-22;Jeudi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;7198
2017-06-22;Jeudi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;9855
2017-06-22;Jeudi;Zone FIMU;H;Resident;Excursionniste;Periode normale;8892
2017-06-22;Jeudi;Zone FIMU;H;Resident;Visiteur;Periode normale;8374
2017-06-22;Jeudi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;5116
2017-06-22;Jeudi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;4702
2017-06-22;Jeudi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;6557
2017-06-22;Jeudi;Zone FIMU;NR;Resident;Visiteur;Periode normale;2620
2017-06-22;Jeudi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;5118
2017-06-22;Jeudi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;5376
2017-06-23;Vendredi;Zone FIMU;F;Resident;Excursionniste;Periode normale;5910
2017-06-23;Vendredi;Zone FIMU;F;Resident;Visiteur;Periode normale;2090
2017-06-23;Vendredi;Zone FIMU;F;Touriste Français;Excursionniste;Periode normale;2957
2017-06-23;Vendredi;Zone FIMU;F;Touriste Français;Visiteur;Periode normale;5985
2017-06-23;Vendredi;Zone FIMU;H;Resident;Excursionniste;Periode normale;6238
2017-06-23;Vendredi;Zone FIMU;H;Resident;Visiteur;Periode normale;4580
2017-06-23;Vendredi;Zone FIMU;H;Touriste Français;Excursionniste;Periode normale;2119
2017-06-23;Vendredi;Zone FIMU;H;Touriste Français;Visiteur;Periode normale;6800
2017-06-23;Vendredi;Zone FIMU;NR;Resident;Excursionniste;Periode normale;9224
2017-06-23;Vendredi;Zone FIMU;NR;Resident;Visiteur;Periode normale;2576
2017-06-23;Vendredi;Zone FIMU;NR;Touriste Français;Excursionniste;Periode normale;7583
2017-06-23;Vendredi;Zone FIMU;NR;Touriste Français;Visiteur;Periode normale;3905
