Date;JourDeLaSemaine;ZoneAnalyse;Continent;Pays;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-16;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;06 jours;Periode normale;1906
2017-05-16;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;07 jours;Periode normale;6055
2017-05-16;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;08 jours;Periode normale;1640
2017-05-16;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;09 jours;Periode normale;214
2017-05-16;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;10 jours;Periode normale;8506
2017-05-16;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;11 jours;Periode normale;2357
2017-05-16;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;12 jours;Periode normale;7918
2017-05-16;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;13 jours;Periode normale;827
2017-05-16;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;14 jours;Periode normale;2566
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;03 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;04 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;05 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;06 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;07 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;08 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;09 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;10 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;11 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;12 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;13 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;14 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;02 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;03 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;04 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;05 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;06 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;07 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;08 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;09 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;10 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;11 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;12 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;13 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;14 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;01 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;01 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;02 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;03 jours;Periode normale;6069
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;04 jours;Periode normale;7228
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;05 jours;Periode normale;4729
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;06 jours;Periode normale;7312
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;07 jours;Periode normale;4549
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;08 jours;Periode normale;3951
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;09 jours;Periode normale;8966
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;10 jours;Periode normale;2416
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;11 jours;Periode normale;1061
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;12 jours;Periode normale;94
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;13 jours;Periode normale;2691
2017-05-16;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;14 jours;Periode normale;8591
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;01 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;02 jours;Periode normale;2161
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;03 jours;Periode normale;8651
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;04 jours;Periode normale;8143
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;05 jours;Periode normale;5141
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;06 jours;Periode normale;2673
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;07 jours;Periode normale;6672
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;08 jours;Periode normale;4370
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;09 jours;Periode normale;2708
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;10 jours;Periode normale;3300
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;11 jours;Periode normale;5652
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;12 jours;Periode normale;2028
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;13 jours;Periode normale;7331
2017-05-16;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;14 jours;Periode normale;3476
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;01 jours;Periode normale;2382
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;02 jours;Periode normale;9342
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;03 jours;Periode normale;4945
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;04 jours;Periode normale;8391
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;05 jours;Periode normale;7667
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;06 jours;Periode normale;2600
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;07 jours;Periode normale;3727
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;08 jours;Periode normale;9561
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;09 jours;Periode normale;9922
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;10 jours;Periode normale;9499
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;11 jours;Periode normale;5830
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;12 jours;Periode normale;2602
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;13 jours;Periode normale;4883
2017-05-16;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;14 jours;Periode normale;8749
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;01 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;02 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;03 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;04 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;05 jours;Periode normale;6964
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;06 jours;Periode normale;460
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;07 jours;Periode normale;6862
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;08 jours;Periode normale;4270
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;09 jours;Periode normale;5814
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;10 jours;Periode normale;9914
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;11 jours;Periode normale;9543
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;12 jours;Periode normale;8188
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;13 jours;Periode normale;4043
2017-05-16;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;14 jours;Periode normale;3888
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;01 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;02 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;03 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;04 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;05 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;06 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;07 jours;Periode normale;4865
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;08 jours;Periode normale;6700
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;09 jours;Periode normale;1733
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;10 jours;Periode normale;6999
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;11 jours;Periode normale;6915
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;12 jours;Periode normale;4310
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;13 jours;Periode normale;3501
2017-05-16;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;14 jours;Periode normale;8552
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;01 jours;Periode normale;4706
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;02 jours;Periode normale;5742
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;03 jours;Periode normale;4353
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;04 jours;Periode normale;4838
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;05 jours;Periode normale;9590
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;06 jours;Periode normale;5516
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;07 jours;Periode normale;5868
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;08 jours;Periode normale;5064
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;09 jours;Periode normale;2139
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;10 jours;Periode normale;2963
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;11 jours;Periode normale;9673
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;12 jours;Periode normale;3659
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;13 jours;Periode normale;2661
2017-05-16;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;14 jours;Periode normale;8052
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;01 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;02 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;03 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;04 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;05 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;06 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;07 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;08 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;09 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;10 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;11 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;12 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;13 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;14 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;01 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;02 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;03 jours;Periode normale;7112
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;04 jours;Periode normale;4924
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;05 jours;Periode normale;3250
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;06 jours;Periode normale;21
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;07 jours;Periode normale;1839
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;08 jours;Periode normale;2021
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;09 jours;Periode normale;629
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;10 jours;Periode normale;9971
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;11 jours;Periode normale;8534
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;12 jours;Periode normale;4469
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;13 jours;Periode normale;4409
2017-05-16;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;14 jours;Periode normale;7463
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;02 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;03 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;04 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;05 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;06 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;07 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;08 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;09 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;10 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;11 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;12 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;13 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;14 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;05 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;06 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;07 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;08 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;09 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;10 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;11 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;12 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;13 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;14 jours;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;01 jours;Periode normale;6256
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;02 jours;Periode normale;2280
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;03 jours;Periode normale;6874
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;04 jours;Periode normale;6499
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;05 jours;Periode normale;2730
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;06 jours;Periode normale;7893
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;07 jours;Periode normale;3010
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;08 jours;Periode normale;5781
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;09 jours;Periode normale;8356
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;10 jours;Periode normale;9989
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;11 jours;Periode normale;3571
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;12 jours;Periode normale;1112
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;13 jours;Periode normale;139
2017-05-16;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;14 jours;Periode normale;2135
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;01 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;2400
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;6671
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;9127
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;8267
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;8201
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;7285
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;1875
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;8921
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;2579
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;4438
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;3090
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;495
2017-05-17;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;5082
2017-05-17;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;06 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;07 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;08 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;09 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;10 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;11 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;12 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;13 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;14 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;01 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;02 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;03 jours;Periode normale;453
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;04 jours;Periode normale;4989
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;05 jours;Periode normale;4827
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;06 jours;Periode normale;9293
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;07 jours;Periode normale;1384
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;08 jours;Periode normale;2477
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;09 jours;Periode normale;3917
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;10 jours;Periode normale;7170
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;11 jours;Periode normale;8914
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;12 jours;Periode normale;316
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;13 jours;Periode normale;6678
2017-05-17;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;14 jours;Periode normale;5541
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;01 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;02 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;03 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;04 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;05 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;06 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;07 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;08 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;09 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;10 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;11 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;12 jours;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;13 jours;Periode normale;#
