Date;JourDeLaSemaine;TypeNuitee;ZoneNuitee;ZoneAnalyse;CategorieVisiteurs;TypeDeJour;Volume
2017-05-23;Mardi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;9185
2017-05-23;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;5615
2017-05-23;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;9866
2017-05-23;Mardi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;417
2017-05-23;Mardi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;135
2017-05-23;Mardi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;7522
2017-05-24;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;2543
2017-05-24;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;70
2017-05-24;Mercredi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;8577
2017-05-24;Mercredi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;504
2017-05-24;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;8319
2017-05-24;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;3601
2017-05-24;Mercredi;Soir;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-05-24;Mercredi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;3557
2017-05-24;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;9410
2017-05-24;Mercredi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;8367
2017-05-24;Mercredi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;2728
2017-05-24;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;9188
2017-05-24;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;6507
2017-05-24;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;3054
2017-05-24;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;1068
2017-05-24;Mercredi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;5155
2017-05-24;Mercredi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;6148
2017-05-24;Mercredi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;6828
2017-05-24;Mercredi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;8213
2017-05-25;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;5321
2017-05-25;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;853
2017-05-25;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;#
2017-05-25;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;3961
2017-05-25;Jeudi;Soir;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;1101
2017-05-25;Jeudi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;629
2017-05-25;Jeudi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;6989
2017-05-25;Jeudi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;8961
2017-05-25;Jeudi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;2874
2017-05-25;Jeudi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;4122
2017-05-25;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;6168
2017-05-25;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;9196
2017-05-25;Jeudi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;4470
2017-05-25;Jeudi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;566
2017-05-25;Jeudi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;1668
2017-05-25;Jeudi;Soir;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-25;Jeudi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;1025
2017-05-26;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;6022
2017-05-26;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;6152
2017-05-26;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;8068
2017-05-26;Vendredi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;1553
2017-05-26;Vendredi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;8883
2017-05-26;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;8589
2017-05-26;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;3146
2017-05-26;Vendredi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;1373
2017-05-26;Vendredi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;#
2017-05-26;Vendredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;7541
2017-05-26;Vendredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;6440
2017-05-26;Vendredi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-05-26;Vendredi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;7987
2017-05-26;Vendredi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;7241
2017-05-26;Vendredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;8718
2017-05-26;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;24
2017-05-26;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;6971
2017-05-26;Vendredi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;5364
2017-05-26;Vendredi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;3993
2017-05-26;Vendredi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;1443
2017-05-26;Vendredi;Soir;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-26;Vendredi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;3501
2017-05-27;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;5749
2017-05-27;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;6268
2017-05-27;Samedi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;#
2017-05-27;Samedi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;3467
2017-05-27;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;9673
2017-05-27;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;4267
2017-05-27;Samedi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;9441
2017-05-27;Samedi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;#
2017-05-27;Samedi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;5567
2017-05-27;Samedi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;6638
2017-05-27;Samedi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;6534
2017-05-27;Samedi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;5791
2017-05-27;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;1566
2017-05-27;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;3979
2017-05-27;Samedi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;8209
2017-05-27;Samedi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;5116
2017-05-27;Samedi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;8861
2017-05-27;Samedi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;7070
2017-05-28;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;9131
2017-05-28;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;4389
2017-05-28;Dimanche;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;#
2017-05-28;Dimanche;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;#
2017-05-28;Dimanche;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;1778
2017-05-28;Dimanche;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;8961
2017-05-28;Dimanche;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;6748
2017-05-28;Dimanche;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;#
2017-05-28;Dimanche;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;3368
2017-05-28;Dimanche;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;#
2017-05-28;Dimanche;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;71
2017-05-28;Dimanche;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;3037
2017-05-28;Dimanche;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;469
2017-05-28;Dimanche;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;988
2017-05-28;Dimanche;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;2774
2017-05-28;Dimanche;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;10000
2017-05-28;Dimanche;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;1926
2017-05-28;Dimanche;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;7218
2017-05-28;Dimanche;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;4546
2017-05-29;Lundi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;3551
2017-05-29;Lundi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;5421
2017-05-29;Lundi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;9510
2017-05-29;Lundi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;1104
2017-05-29;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;461
2017-05-29;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;1403
2017-05-29;Lundi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;#
2017-05-29;Lundi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;5663
2017-05-29;Lundi;Soir;Reste Doubs;Zone FIMU;Resident;Periode normale;9070
2017-05-29;Lundi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;3418
2017-05-29;Lundi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;2827
2017-05-29;Lundi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;691
2017-05-29;Lundi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;8513
2017-05-29;Lundi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;1221
2017-05-29;Lundi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;5022
2017-05-29;Lundi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;4374
2017-05-29;Lundi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;4858
2017-05-29;Lundi;Soir;Vosges;Zone FIMU;Resident;Periode normale;#
2017-05-30;Mardi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;30
2017-05-30;Mardi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;1908
2017-05-30;Mardi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;5074
2017-05-30;Mardi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;3347
2017-05-30;Mardi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-30;Mardi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;9462
2017-05-30;Mardi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode normale;9846
2017-05-30;Mardi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;3625
2017-05-30;Mardi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-30;Mardi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;4022
2017-05-30;Mardi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;4531
2017-05-30;Mardi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;2610
2017-05-30;Mardi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;2648
2017-05-30;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;2706
2017-05-30;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-30;Mardi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;4044
2017-05-30;Mardi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;9899
2017-05-30;Mardi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;8946
2017-05-30;Mardi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;7167
2017-05-30;Mardi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;#
2017-05-31;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode normale;9152
2017-05-31;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode normale;5583
2017-05-31;Mercredi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode normale;4981
2017-05-31;Mercredi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode normale;8139
2017-05-31;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode normale;5106
2017-05-31;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode normale;4973
2017-05-31;Mercredi;Soir;Haut Rhin Nord;Zone FIMU;Resident;Periode normale;#
2017-05-31;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode normale;#
2017-05-31;Mercredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode normale;9529
2017-05-31;Mercredi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode normale;3926
2017-05-31;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode normale;3725
2017-05-31;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode normale;9717
2017-05-31;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode normale;3424
2017-05-31;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode normale;111
2017-05-31;Mercredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode normale;2436
2017-05-31;Mercredi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode normale;5909
2017-05-31;Mercredi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode normale;9094
2017-05-31;Mercredi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode normale;3761
2017-05-31;Mercredi;Soir;Vosges;Zone FIMU;Touriste Français;Periode normale;2431
2017-06-01;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode evenement;7098
2017-06-01;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode evenement;1363
2017-06-01;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode evenement;5214
2017-06-01;Jeudi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode evenement;613
2017-06-01;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode evenement;4357
2017-06-01;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode evenement;5474
2017-06-01;Jeudi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode evenement;#
2017-06-01;Jeudi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode evenement;5222
2017-06-01;Jeudi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode evenement;4220
2017-06-01;Jeudi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode evenement;7784
2017-06-01;Jeudi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode evenement;6404
2017-06-01;Jeudi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode evenement;9011
2017-06-01;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode evenement;4574
2017-06-01;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode evenement;1452
2017-06-01;Jeudi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode evenement;6538
2017-06-01;Jeudi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;3737
2017-06-01;Jeudi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode evenement;3344
2017-06-02;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode evenement;6675
2017-06-02;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;47
2017-06-02;Vendredi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode evenement;8557
2017-06-02;Vendredi;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode evenement;#
2017-06-02;Vendredi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode evenement;8151
2017-06-02;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode evenement;8126
2017-06-02;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-02;Vendredi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode evenement;27
2017-06-02;Vendredi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode evenement;6822
2017-06-02;Vendredi;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode evenement;#
2017-06-02;Vendredi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode evenement;8298
2017-06-02;Vendredi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-02;Vendredi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode evenement;1513
2017-06-02;Vendredi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode evenement;1426
2017-06-02;Vendredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-02;Vendredi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode evenement;3353
2017-06-02;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode evenement;9359
2017-06-02;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;7448
2017-06-02;Vendredi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode evenement;1882
2017-06-02;Vendredi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode evenement;8474
2017-06-02;Vendredi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;7524
2017-06-02;Vendredi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode evenement;528
2017-06-02;Vendredi;Soir;Vosges;Zone FIMU;Touriste Français;Periode evenement;7385
2017-06-03;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode evenement;729
2017-06-03;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;3924
2017-06-03;Samedi;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode evenement;4634
2017-06-03;Samedi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-03;Samedi;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode evenement;4390
2017-06-03;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode evenement;524
2017-06-03;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-03;Samedi;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode evenement;7264
2017-06-03;Samedi;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode evenement;6010
2017-06-03;Samedi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-03;Samedi;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode evenement;316
2017-06-03;Samedi;Soir;Reste Doubs;Zone FIMU;Resident;Periode evenement;#
2017-06-03;Samedi;Soir;Reste Doubs;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-03;Samedi;Soir;Reste Doubs;Zone FIMU;Touriste Français;Periode evenement;744
2017-06-03;Samedi;Soir;Reste Haute Saone;Zone FIMU;Resident;Periode evenement;9628
2017-06-03;Samedi;Soir;Reste Haute Saone;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-03;Samedi;Soir;Reste Haute Saone;Zone FIMU;Touriste Français;Periode evenement;7338
2017-06-03;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Resident;Periode evenement;2020
2017-06-03;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;4488
2017-06-03;Samedi;Soir;Reste Territoire de Belfort;Zone FIMU;Touriste Français;Periode evenement;2219
2017-06-03;Samedi;Soir;Ville de Belfort;Zone FIMU;Resident;Periode evenement;4688
2017-06-03;Samedi;Soir;Ville de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;9931
2017-06-03;Samedi;Soir;Ville de Belfort;Zone FIMU;Touriste Français;Periode evenement;1367
2017-06-03;Samedi;Soir;Vosges;Zone FIMU;Touriste Français;Periode evenement;6026
2017-06-04;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Resident;Periode evenement;9184
2017-06-04;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Etranger;Periode evenement;6573
2017-06-04;Dimanche;Soir;Agglomeration de Belfort;Zone FIMU;Touriste Français;Periode evenement;8122
2017-06-04;Dimanche;Soir;Agglomeration de Hericourt;Zone FIMU;Resident;Periode evenement;8095
2017-06-04;Dimanche;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-04;Dimanche;Soir;Agglomeration de Hericourt;Zone FIMU;Touriste Français;Periode evenement;8487
2017-06-04;Dimanche;Soir;Agglomeration de Montbeliard;Zone FIMU;Resident;Periode evenement;5387
2017-06-04;Dimanche;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-04;Dimanche;Soir;Agglomeration de Montbeliard;Zone FIMU;Touriste Français;Periode evenement;6890
2017-06-04;Dimanche;Soir;Haut Rhin Nord;Zone FIMU;Touriste Etranger;Periode evenement;#
2017-06-04;Dimanche;Soir;Haut Rhin Nord;Zone FIMU;Touriste Français;Periode evenement;4594
2017-06-04;Dimanche;Soir;Haut Rhin Sud;Zone FIMU;Resident;Periode evenement;9113
2017-06-04;Dimanche;Soir;Haut Rhin Sud;Zone FIMU;Touriste Etranger;Periode evenement;5491
2017-06-04;Dimanche;Soir;Haut Rhin Sud;Zone FIMU;Touriste Français;Periode evenement;5180
