Date;JourDeLaSemaine;ZoneAnalyse;CSP;Geolife;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-05-21;Dimanche;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;7438
2017-05-21;Dimanche;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;#
2017-05-21;Dimanche;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;2027
2017-05-22;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;9829
2017-05-22;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;8986
2017-05-22;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;1980
2017-05-22;Lundi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;9781
2017-05-22;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;2558
2017-05-22;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;500
2017-05-22;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;8044
2017-05-22;Lundi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;8394
2017-05-22;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;5917
2017-05-22;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;7807
2017-05-22;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;3512
2017-05-22;Lundi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;4076
2017-05-22;Lundi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;1065
2017-05-22;Lundi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;4966
2017-05-22;Lundi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;4081
2017-05-22;Lundi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;2165
2017-05-22;Lundi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;536
2017-05-22;Lundi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;1838
2017-05-22;Lundi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;#
2017-05-22;Lundi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;7054
2017-05-22;Lundi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;4183
2017-05-22;Lundi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-05-22;Lundi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;6130
2017-05-22;Lundi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;6317
2017-05-22;Lundi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;6889
2017-05-22;Lundi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;6543
2017-05-22;Lundi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;479
2017-05-22;Lundi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;1044
2017-05-22;Lundi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;7474
2017-05-22;Lundi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;6072
2017-05-22;Lundi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;6530
2017-05-22;Lundi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;7083
2017-05-22;Lundi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;7221
2017-05-22;Lundi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;2663
2017-05-22;Lundi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;4635
2017-05-22;Lundi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;557
2017-05-22;Lundi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1787
2017-05-22;Lundi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;8599
2017-05-23;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;8918
2017-05-23;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;2046
2017-05-23;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;8209
2017-05-23;Mardi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;2942
2017-05-23;Mardi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode normale;9865
2017-05-23;Mardi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;1371
2017-05-23;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;6910
2017-05-23;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;8467
2017-05-23;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;2685
2017-05-23;Mardi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;1700
2017-05-23;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;2209
2017-05-23;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;5638
2017-05-23;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;807
2017-05-23;Mardi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;9559
2017-05-23;Mardi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;1935
2017-05-23;Mardi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;1126
2017-05-23;Mardi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;4898
2017-05-23;Mardi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;9794
2017-05-23;Mardi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;7053
2017-05-23;Mardi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;8059
2017-05-23;Mardi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;6365
2017-05-23;Mardi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;9754
2017-05-23;Mardi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;7206
2017-05-23;Mardi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-05-23;Mardi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;5295
2017-05-23;Mardi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;1592
2017-05-23;Mardi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;1621
2017-05-23;Mardi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;460
2017-05-23;Mardi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;8202
2017-05-23;Mardi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;9484
2017-05-23;Mardi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;3206
2017-05-23;Mardi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;1499
2017-05-23;Mardi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;3319
2017-05-23;Mardi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;9692
2017-05-23;Mardi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;3739
2017-05-23;Mardi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;4566
2017-05-23;Mardi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;3856
2017-05-23;Mardi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;8020
2017-05-23;Mardi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;1186
2017-05-23;Mardi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;678
2017-05-23;Mardi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;4705
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;3592
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;2297
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;7795
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;6607
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;2634
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;9992
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;5908
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;8235
2017-05-24;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;9865
2017-05-24;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;9403
2017-05-24;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;7133
2017-05-24;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;899
2017-05-24;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;2951
2017-05-24;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;5828
2017-05-24;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;2815
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;2063
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;1462
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;8758
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;9025
2017-05-24;Mercredi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;2001
2017-05-24;Mercredi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;6368
2017-05-24;Mercredi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;3319
2017-05-24;Mercredi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;6158
2017-05-24;Mercredi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;6777
2017-05-24;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;4105
2017-05-24;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;9847
2017-05-24;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;8773
2017-05-24;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;342
2017-05-24;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;6037
2017-05-24;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;5931
2017-05-24;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;9837
2017-05-24;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;4457
2017-05-24;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;3894
2017-05-24;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;4769
2017-05-24;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1282
2017-05-24;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;5579
2017-05-24;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;2174
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;8540
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;5621
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;5740
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;7521
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;8368
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;5778
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;2220
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;4756
2017-05-25;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;2498
2017-05-25;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;3168
2017-05-25;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;4638
2017-05-25;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;6727
2017-05-25;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;8856
2017-05-25;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;9791
2017-05-25;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;7650
2017-05-25;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;1729
2017-05-25;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;418
2017-05-25;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;7894
2017-05-25;Jeudi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;6106
2017-05-25;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;10000
2017-05-25;Jeudi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;3400
2017-05-25;Jeudi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;3774
2017-05-25;Jeudi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;8965
2017-05-25;Jeudi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;2498
2017-05-25;Jeudi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;7577
2017-05-25;Jeudi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;2845
2017-05-25;Jeudi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;5609
2017-05-25;Jeudi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;9595
2017-05-25;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;4563
2017-05-25;Jeudi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;6736
2017-05-25;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;2031
2017-05-25;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;6062
2017-05-25;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;1683
2017-05-25;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;3241
2017-05-25;Jeudi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;3056
2017-05-25;Jeudi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;8051
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;9997
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;7426
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;1846
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;294
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;2186
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;504
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;8326
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;7429
2017-05-26;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;3211
2017-05-26;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;6082
2017-05-26;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;8345
2017-05-26;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;8316
2017-05-26;Vendredi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;5279
2017-05-26;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;3466
2017-05-26;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;2790
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;9518
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;1426
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;2426
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;2940
2017-05-26;Vendredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;942
2017-05-26;Vendredi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;7534
2017-05-26;Vendredi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;7129
2017-05-26;Vendredi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;6378
2017-05-26;Vendredi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;1361
2017-05-26;Vendredi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;7001
2017-05-26;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;3108
2017-05-26;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;4320
2017-05-26;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;8655
2017-05-26;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;2657
2017-05-26;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;2547
2017-05-26;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;2279
2017-05-26;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;881
2017-05-26;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;4909
2017-05-26;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;6709
2017-05-26;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;2020
2017-05-26;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;6904
2017-05-27;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;4943
2017-05-27;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1945
2017-05-27;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;7484
2017-05-27;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;283
2017-05-27;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-27;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;426
2017-05-27;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;7731
2017-05-27;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;1451
2017-05-27;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;5637
2017-05-27;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;5503
2017-05-27;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;1921
2017-05-27;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;7258
2017-05-27;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;8073
2017-05-27;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;8680
2017-05-27;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;9604
2017-05-27;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;5550
2017-05-27;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;4491
2017-05-27;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;3865
2017-05-27;Samedi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;769
2017-05-27;Samedi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2205
2017-05-27;Samedi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;5051
2017-05-27;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;#
2017-05-27;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;1155
2017-05-27;Samedi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;208
2017-05-27;Samedi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;4178
2017-05-27;Samedi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;3023
2017-05-27;Samedi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;6889
2017-05-27;Samedi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;5998
2017-05-27;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;2632
2017-05-27;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;4196
2017-05-27;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;5706
2017-05-27;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;3032
2017-05-27;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;3131
2017-05-27;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;940
2017-05-27;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;9394
2017-05-27;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;9459
2017-05-27;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;1685
2017-05-27;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;5042
2017-05-27;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;3635
2017-05-28;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;8465
2017-05-28;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;6804
2017-05-28;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;8866
2017-05-28;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;3244
2017-05-28;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode normale;#
