Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;CategorieVisiteurs;TypeDeJour;Volume
2017-05-17;Mercredi;23:30:00;Zone FIMU;Present;Resident;Periode normale;3327
2017-05-17;Mercredi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;5101
2017-05-18;Jeudi;00:00:00;Zone FIMU;Present;Resident;Periode normale;1958
2017-05-18;Jeudi;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5519
2017-05-18;Jeudi;00:30:00;Zone FIMU;Present;Resident;Periode normale;9656
2017-05-18;Jeudi;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1568
2017-05-18;Jeudi;01:00:00;Zone FIMU;Present;Resident;Periode normale;6778
2017-05-18;Jeudi;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5236
2017-05-18;Jeudi;01:30:00;Zone FIMU;Present;Resident;Periode normale;8339
2017-05-18;Jeudi;01:30:00;Zone FIMU;Present;Touriste Français;Periode normale;7443
2017-05-18;Jeudi;02:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1245
2017-05-18;Jeudi;02:30:00;Zone FIMU;Present;Touriste Français;Periode normale;7538
2017-05-18;Jeudi;04:00:00;Zone FIMU;Present;Touriste Français;Periode normale;6061
2017-05-18;Jeudi;04:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5884
2017-05-18;Jeudi;05:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3253
2017-05-18;Jeudi;05:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3101
2017-05-18;Jeudi;06:00:00;Zone FIMU;Present;Resident;Periode normale;8051
2017-05-18;Jeudi;06:30:00;Zone FIMU;Present;Resident;Periode normale;4168
2017-05-18;Jeudi;06:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;4588
2017-05-18;Jeudi;06:30:00;Zone FIMU;Present;Touriste Français;Periode normale;9665
2017-05-18;Jeudi;07:00:00;Zone FIMU;Present;Resident;Periode normale;150
2017-05-18;Jeudi;07:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3847
2017-05-18;Jeudi;07:00:00;Zone FIMU;Present;Touriste Français;Periode normale;7421
2017-05-18;Jeudi;07:30:00;Zone FIMU;Present;Resident;Periode normale;7537
2017-05-18;Jeudi;07:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;352
2017-05-18;Jeudi;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2527
2017-05-18;Jeudi;08:00:00;Zone FIMU;Present;Resident;Periode normale;4087
2017-05-18;Jeudi;08:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5972
2017-05-18;Jeudi;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;8550
2017-05-18;Jeudi;08:30:00;Zone FIMU;Present;Resident;Periode normale;8988
2017-05-18;Jeudi;08:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;2945
2017-05-18;Jeudi;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2736
2017-05-18;Jeudi;09:00:00;Zone FIMU;Present;Resident;Periode normale;2508
2017-05-18;Jeudi;09:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3393
2017-05-18;Jeudi;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5232
2017-05-18;Jeudi;09:30:00;Zone FIMU;Present;Resident;Periode normale;338
2017-05-18;Jeudi;09:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;100
2017-05-18;Jeudi;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;6006
2017-05-18;Jeudi;10:00:00;Zone FIMU;Present;Resident;Periode normale;6928
2017-05-18;Jeudi;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3038
2017-05-18;Jeudi;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1643
2017-05-18;Jeudi;10:30:00;Zone FIMU;Present;Resident;Periode normale;3985
2017-05-18;Jeudi;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;4586
2017-05-18;Jeudi;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;7721
2017-05-18;Jeudi;11:00:00;Zone FIMU;Present;Resident;Periode normale;7235
2017-05-18;Jeudi;11:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;2025
2017-05-18;Jeudi;11:00:00;Zone FIMU;Present;Touriste Français;Periode normale;276
2017-05-18;Jeudi;11:30:00;Zone FIMU;Present;Resident;Periode normale;5349
2017-05-18;Jeudi;11:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;538
2017-05-18;Jeudi;11:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2376
2017-05-18;Jeudi;12:00:00;Zone FIMU;Present;Resident;Periode normale;6353
2017-05-18;Jeudi;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;441
2017-05-18;Jeudi;12:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1182
2017-05-18;Jeudi;12:30:00;Zone FIMU;Present;Resident;Periode normale;3577
2017-05-18;Jeudi;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;4482
2017-05-18;Jeudi;12:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4385
2017-05-18;Jeudi;13:00:00;Zone FIMU;Present;Resident;Periode normale;3630
2017-05-18;Jeudi;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5971
2017-05-18;Jeudi;13:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3881
2017-05-18;Jeudi;13:30:00;Zone FIMU;Present;Resident;Periode normale;9200
2017-05-18;Jeudi;13:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3128
2017-05-18;Jeudi;14:00:00;Zone FIMU;Present;Resident;Periode normale;8394
2017-05-18;Jeudi;14:00:00;Zone FIMU;Present;Touriste Français;Periode normale;4814
2017-05-18;Jeudi;14:30:00;Zone FIMU;Present;Resident;Periode normale;2988
2017-05-18;Jeudi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;2964
2017-05-18;Jeudi;14:30:00;Zone FIMU;Present;Touriste Français;Periode normale;5552
2017-05-18;Jeudi;15:00:00;Zone FIMU;Present;Resident;Periode normale;6654
2017-05-18;Jeudi;15:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;674
2017-05-18;Jeudi;15:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5086
2017-05-18;Jeudi;15:30:00;Zone FIMU;Present;Resident;Periode normale;6332
2017-05-18;Jeudi;15:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;6490
2017-05-18;Jeudi;15:30:00;Zone FIMU;Present;Touriste Français;Periode normale;9289
2017-05-18;Jeudi;16:00:00;Zone FIMU;Present;Resident;Periode normale;9549
2017-05-18;Jeudi;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3801
2017-05-18;Jeudi;16:00:00;Zone FIMU;Present;Touriste Français;Periode normale;4794
2017-05-18;Jeudi;16:30:00;Zone FIMU;Present;Resident;Periode normale;2320
2017-05-18;Jeudi;16:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;6989
2017-05-18;Jeudi;16:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1237
2017-05-18;Jeudi;17:00:00;Zone FIMU;Present;Resident;Periode normale;621
2017-05-18;Jeudi;17:00:00;Zone FIMU;Present;Touriste Français;Periode normale;9199
2017-05-18;Jeudi;17:30:00;Zone FIMU;Present;Resident;Periode normale;7579
2017-05-18;Jeudi;17:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;1223
2017-05-18;Jeudi;17:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8275
2017-05-18;Jeudi;18:00:00;Zone FIMU;Present;Resident;Periode normale;7706
2017-05-18;Jeudi;18:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3624
2017-05-18;Jeudi;18:00:00;Zone FIMU;Present;Touriste Français;Periode normale;6240
2017-05-18;Jeudi;18:30:00;Zone FIMU;Present;Resident;Periode normale;6314
2017-05-18;Jeudi;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;588
2017-05-18;Jeudi;19:00:00;Zone FIMU;Present;Resident;Periode normale;3012
2017-05-18;Jeudi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5875
2017-05-18;Jeudi;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;664
2017-05-18;Jeudi;19:30:00;Zone FIMU;Present;Resident;Periode normale;5007
2017-05-18;Jeudi;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5401
2017-05-18;Jeudi;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2681
2017-05-18;Jeudi;20:00:00;Zone FIMU;Present;Resident;Periode normale;4268
2017-05-18;Jeudi;20:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;2663
2017-05-18;Jeudi;20:00:00;Zone FIMU;Present;Touriste Français;Periode normale;6731
2017-05-18;Jeudi;20:30:00;Zone FIMU;Present;Resident;Periode normale;3029
2017-05-18;Jeudi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5100
2017-05-18;Jeudi;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1277
2017-05-18;Jeudi;21:00:00;Zone FIMU;Present;Resident;Periode normale;7395
2017-05-18;Jeudi;21:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3084
2017-05-18;Jeudi;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;4979
2017-05-18;Jeudi;21:30:00;Zone FIMU;Present;Resident;Periode normale;7038
2017-05-18;Jeudi;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;2023
2017-05-18;Jeudi;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8644
2017-05-18;Jeudi;22:00:00;Zone FIMU;Present;Resident;Periode normale;9188
2017-05-18;Jeudi;22:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;9623
2017-05-18;Jeudi;22:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1235
2017-05-18;Jeudi;22:30:00;Zone FIMU;Present;Resident;Periode normale;7477
2017-05-18;Jeudi;22:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4422
2017-05-18;Jeudi;23:00:00;Zone FIMU;Present;Resident;Periode normale;1393
2017-05-18;Jeudi;23:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5022
2017-05-18;Jeudi;23:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3625
2017-05-18;Jeudi;23:30:00;Zone FIMU;Present;Resident;Periode normale;6546
2017-05-18;Jeudi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2267
2017-05-19;Vendredi;00:00:00;Zone FIMU;Present;Resident;Periode normale;7651
2017-05-19;Vendredi;00:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;4583
2017-05-19;Vendredi;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;684
2017-05-19;Vendredi;00:30:00;Zone FIMU;Present;Resident;Periode normale;3025
2017-05-19;Vendredi;00:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;8247
2017-05-19;Vendredi;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8340
2017-05-19;Vendredi;01:00:00;Zone FIMU;Present;Resident;Periode normale;1291
2017-05-19;Vendredi;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;7933
2017-05-19;Vendredi;01:30:00;Zone FIMU;Present;Touriste Français;Periode normale;7578
2017-05-19;Vendredi;02:00:00;Zone FIMU;Present;Touriste Français;Periode normale;8311
2017-05-19;Vendredi;02:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1883
2017-05-19;Vendredi;03:30:00;Zone FIMU;Present;Touriste Français;Periode normale;9720
2017-05-19;Vendredi;04:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8578
2017-05-19;Vendredi;05:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;1663
2017-05-19;Vendredi;05:00:00;Zone FIMU;Present;Touriste Français;Periode normale;7630
2017-05-19;Vendredi;05:30:00;Zone FIMU;Present;Resident;Periode normale;2766
2017-05-19;Vendredi;05:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;197
2017-05-19;Vendredi;06:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;4515
2017-05-19;Vendredi;06:30:00;Zone FIMU;Present;Resident;Periode normale;6676
2017-05-19;Vendredi;06:30:00;Zone FIMU;Present;Touriste Français;Periode normale;9907
2017-05-19;Vendredi;07:00:00;Zone FIMU;Present;Resident;Periode normale;895
2017-05-19;Vendredi;07:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2449
2017-05-19;Vendredi;07:30:00;Zone FIMU;Present;Resident;Periode normale;64
2017-05-19;Vendredi;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;5681
2017-05-19;Vendredi;08:00:00;Zone FIMU;Present;Resident;Periode normale;6748
2017-05-19;Vendredi;08:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5696
2017-05-19;Vendredi;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;8919
2017-05-19;Vendredi;08:30:00;Zone FIMU;Present;Resident;Periode normale;2404
2017-05-19;Vendredi;08:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;104
2017-05-19;Vendredi;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2964
2017-05-19;Vendredi;09:00:00;Zone FIMU;Present;Resident;Periode normale;5934
2017-05-19;Vendredi;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;8002
2017-05-19;Vendredi;09:30:00;Zone FIMU;Present;Resident;Periode normale;6185
2017-05-19;Vendredi;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1878
2017-05-19;Vendredi;10:00:00;Zone FIMU;Present;Resident;Periode normale;4506
2017-05-19;Vendredi;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3031
2017-05-19;Vendredi;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;9002
2017-05-19;Vendredi;10:30:00;Zone FIMU;Present;Resident;Periode normale;761
2017-05-19;Vendredi;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;6308
2017-05-19;Vendredi;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3354
2017-05-19;Vendredi;11:00:00;Zone FIMU;Present;Resident;Periode normale;9072
2017-05-19;Vendredi;11:00:00;Zone FIMU;Present;Touriste Français;Periode normale;4393
2017-05-19;Vendredi;11:30:00;Zone FIMU;Present;Resident;Periode normale;4956
2017-05-19;Vendredi;11:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3052
2017-05-19;Vendredi;11:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2530
2017-05-19;Vendredi;12:00:00;Zone FIMU;Present;Resident;Periode normale;7676
2017-05-19;Vendredi;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;128
2017-05-19;Vendredi;12:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5967
2017-05-19;Vendredi;12:30:00;Zone FIMU;Present;Resident;Periode normale;3311
2017-05-19;Vendredi;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;7798
2017-05-19;Vendredi;12:30:00;Zone FIMU;Present;Touriste Français;Periode normale;445
2017-05-19;Vendredi;13:00:00;Zone FIMU;Present;Resident;Periode normale;1204
2017-05-19;Vendredi;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5802
2017-05-19;Vendredi;13:00:00;Zone FIMU;Present;Touriste Français;Periode normale;4635
2017-05-19;Vendredi;13:30:00;Zone FIMU;Present;Resident;Periode normale;890
2017-05-19;Vendredi;13:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;1872
2017-05-19;Vendredi;13:30:00;Zone FIMU;Present;Touriste Français;Periode normale;5056
2017-05-19;Vendredi;14:00:00;Zone FIMU;Present;Resident;Periode normale;7077
2017-05-19;Vendredi;14:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;7599
2017-05-19;Vendredi;14:00:00;Zone FIMU;Present;Touriste Français;Periode normale;7454
2017-05-19;Vendredi;14:30:00;Zone FIMU;Present;Resident;Periode normale;4539
2017-05-19;Vendredi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;801
2017-05-19;Vendredi;14:30:00;Zone FIMU;Present;Touriste Français;Periode normale;5311
2017-05-19;Vendredi;15:00:00;Zone FIMU;Present;Resident;Periode normale;7996
2017-05-19;Vendredi;15:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;8254
2017-05-19;Vendredi;15:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1672
2017-05-19;Vendredi;15:30:00;Zone FIMU;Present;Resident;Periode normale;990
2017-05-19;Vendredi;15:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8184
2017-05-19;Vendredi;16:00:00;Zone FIMU;Present;Resident;Periode normale;103
2017-05-19;Vendredi;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;2462
2017-05-19;Vendredi;16:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5205
2017-05-19;Vendredi;16:30:00;Zone FIMU;Present;Resident;Periode normale;3556
2017-05-19;Vendredi;16:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4625
2017-05-19;Vendredi;17:00:00;Zone FIMU;Present;Resident;Periode normale;5470
2017-05-19;Vendredi;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3547
2017-05-19;Vendredi;17:00:00;Zone FIMU;Present;Touriste Français;Periode normale;9556
2017-05-19;Vendredi;17:30:00;Zone FIMU;Present;Resident;Periode normale;2342
2017-05-19;Vendredi;17:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;259
2017-05-19;Vendredi;17:30:00;Zone FIMU;Present;Touriste Français;Periode normale;6374
2017-05-19;Vendredi;18:00:00;Zone FIMU;Present;Resident;Periode normale;2409
2017-05-19;Vendredi;18:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;8167
2017-05-19;Vendredi;18:00:00;Zone FIMU;Present;Touriste Français;Periode normale;8979
2017-05-19;Vendredi;18:30:00;Zone FIMU;Present;Resident;Periode normale;7329
2017-05-19;Vendredi;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4647
2017-05-19;Vendredi;19:00:00;Zone FIMU;Present;Resident;Periode normale;2382
2017-05-19;Vendredi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;6842
2017-05-19;Vendredi;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;8381
2017-05-19;Vendredi;19:30:00;Zone FIMU;Present;Resident;Periode normale;7118
2017-05-19;Vendredi;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;956
2017-05-19;Vendredi;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2239
2017-05-19;Vendredi;20:00:00;Zone FIMU;Present;Resident;Periode normale;5889
2017-05-19;Vendredi;20:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3942
2017-05-19;Vendredi;20:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5567
2017-05-19;Vendredi;20:30:00;Zone FIMU;Present;Resident;Periode normale;2699
2017-05-19;Vendredi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3096
2017-05-19;Vendredi;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;7828
2017-05-19;Vendredi;21:00:00;Zone FIMU;Present;Resident;Periode normale;4457
2017-05-19;Vendredi;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;9304
2017-05-19;Vendredi;21:30:00;Zone FIMU;Present;Resident;Periode normale;8943
2017-05-19;Vendredi;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3192
2017-05-19;Vendredi;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2099
2017-05-19;Vendredi;22:00:00;Zone FIMU;Present;Resident;Periode normale;6593
2017-05-19;Vendredi;22:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;6641
2017-05-19;Vendredi;22:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3896
2017-05-19;Vendredi;22:30:00;Zone FIMU;Present;Resident;Periode normale;3741
2017-05-19;Vendredi;22:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;9884
2017-05-19;Vendredi;22:30:00;Zone FIMU;Present;Touriste Français;Periode normale;705
2017-05-19;Vendredi;23:00:00;Zone FIMU;Present;Resident;Periode normale;5067
2017-05-19;Vendredi;23:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3007
2017-05-19;Vendredi;23:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3322
2017-05-19;Vendredi;23:30:00;Zone FIMU;Present;Resident;Periode normale;9188
2017-05-19;Vendredi;23:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;6233
2017-05-19;Vendredi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8217
2017-05-20;Samedi;00:00:00;Zone FIMU;Present;Resident;Periode normale;9918
2017-05-20;Samedi;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3103
2017-05-20;Samedi;00:30:00;Zone FIMU;Present;Resident;Periode normale;6002
2017-05-20;Samedi;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1000
2017-05-20;Samedi;01:00:00;Zone FIMU;Present;Resident;Periode normale;5264
2017-05-20;Samedi;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;7231
2017-05-20;Samedi;01:30:00;Zone FIMU;Present;Resident;Periode normale;1016
2017-05-20;Samedi;01:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3816
2017-05-20;Samedi;02:00:00;Zone FIMU;Present;Resident;Periode normale;7345
2017-05-20;Samedi;02:00:00;Zone FIMU;Present;Touriste Français;Periode normale;527
2017-05-20;Samedi;04:00:00;Zone FIMU;Present;Touriste Français;Periode normale;589
2017-05-20;Samedi;05:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4047
2017-05-20;Samedi;06:30:00;Zone FIMU;Present;Resident;Periode normale;7235
2017-05-20;Samedi;06:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4149
2017-05-20;Samedi;07:00:00;Zone FIMU;Present;Resident;Periode normale;2334
2017-05-20;Samedi;07:00:00;Zone FIMU;Present;Touriste Français;Periode normale;9045
2017-05-20;Samedi;07:30:00;Zone FIMU;Present;Resident;Periode normale;3657
2017-05-20;Samedi;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8743
2017-05-20;Samedi;08:00:00;Zone FIMU;Present;Resident;Periode normale;4886
2017-05-20;Samedi;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;8085
2017-05-20;Samedi;08:30:00;Zone FIMU;Present;Resident;Periode normale;1663
2017-05-20;Samedi;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;6456
2017-05-20;Samedi;09:00:00;Zone FIMU;Present;Resident;Periode normale;1798
2017-05-20;Samedi;09:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5666
2017-05-20;Samedi;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5724
2017-05-20;Samedi;09:30:00;Zone FIMU;Present;Resident;Periode normale;502
2017-05-20;Samedi;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8516
2017-05-20;Samedi;10:00:00;Zone FIMU;Present;Resident;Periode normale;2298
2017-05-20;Samedi;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3138
2017-05-20;Samedi;10:30:00;Zone FIMU;Present;Resident;Periode normale;6533
2017-05-20;Samedi;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3605
2017-05-20;Samedi;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8846
2017-05-20;Samedi;11:00:00;Zone FIMU;Present;Resident;Periode normale;7639
2017-05-20;Samedi;11:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3577
2017-05-20;Samedi;11:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3459
2017-05-20;Samedi;11:30:00;Zone FIMU;Present;Resident;Periode normale;9443
2017-05-20;Samedi;11:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;1470
2017-05-20;Samedi;11:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2297
2017-05-20;Samedi;12:00:00;Zone FIMU;Present;Resident;Periode normale;1435
2017-05-20;Samedi;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;6556
2017-05-20;Samedi;12:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5351
2017-05-20;Samedi;12:30:00;Zone FIMU;Present;Resident;Periode normale;4836
2017-05-20;Samedi;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5259
2017-05-20;Samedi;12:30:00;Zone FIMU;Present;Touriste Français;Periode normale;6849
2017-05-20;Samedi;13:00:00;Zone FIMU;Present;Resident;Periode normale;7706
2017-05-20;Samedi;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5628
2017-05-20;Samedi;13:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1204
2017-05-20;Samedi;13:30:00;Zone FIMU;Present;Resident;Periode normale;7823
2017-05-20;Samedi;13:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;2436
2017-05-20;Samedi;13:30:00;Zone FIMU;Present;Touriste Français;Periode normale;6731
2017-05-20;Samedi;14:00:00;Zone FIMU;Present;Resident;Periode normale;5168
2017-05-20;Samedi;14:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;4063
2017-05-20;Samedi;14:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1138
2017-05-20;Samedi;14:30:00;Zone FIMU;Present;Resident;Periode normale;2076
2017-05-20;Samedi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;4426
2017-05-20;Samedi;14:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4878
2017-05-20;Samedi;15:00:00;Zone FIMU;Present;Resident;Periode normale;6724
2017-05-20;Samedi;15:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5490
2017-05-20;Samedi;15:00:00;Zone FIMU;Present;Touriste Français;Periode normale;8575
2017-05-20;Samedi;15:30:00;Zone FIMU;Present;Resident;Periode normale;4288
2017-05-20;Samedi;15:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;639
2017-05-20;Samedi;15:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8210
2017-05-20;Samedi;16:00:00;Zone FIMU;Present;Resident;Periode normale;5706
2017-05-20;Samedi;16:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2608
2017-05-20;Samedi;16:30:00;Zone FIMU;Present;Resident;Periode normale;2341
2017-05-20;Samedi;16:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3401
2017-05-20;Samedi;17:00:00;Zone FIMU;Present;Resident;Periode normale;1105
2017-05-20;Samedi;17:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2581
2017-05-20;Samedi;17:30:00;Zone FIMU;Present;Resident;Periode normale;8465
2017-05-20;Samedi;17:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2155
2017-05-20;Samedi;18:00:00;Zone FIMU;Present;Resident;Periode normale;9552
2017-05-20;Samedi;18:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5020
2017-05-20;Samedi;18:30:00;Zone FIMU;Present;Resident;Periode normale;1871
2017-05-20;Samedi;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1734
2017-05-20;Samedi;19:00:00;Zone FIMU;Present;Resident;Periode normale;6450
2017-05-20;Samedi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;1984
2017-05-20;Samedi;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5797
2017-05-20;Samedi;19:30:00;Zone FIMU;Present;Resident;Periode normale;4726
2017-05-20;Samedi;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;7273
2017-05-20;Samedi;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;4939
