Date;JourDeLaSemaine;ZoneAnalyse;DureeVisite;CategorieVisiteurs;TypeDeJour;Volume
2017-05-22;Lundi;Zone FIMU;Duree2h;Resident;Periode normale;8038
2017-05-22;Lundi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree2h;Touriste Français;Periode normale;6058
2017-05-22;Lundi;Zone FIMU;Duree3h;Resident;Periode normale;2830
2017-05-22;Lundi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;6384
2017-05-22;Lundi;Zone FIMU;Duree3h;Touriste Français;Periode normale;8962
2017-05-22;Lundi;Zone FIMU;Duree4h;Resident;Periode normale;7136
2017-05-22;Lundi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree4h;Touriste Français;Periode normale;5553
2017-05-22;Lundi;Zone FIMU;Duree5h;Resident;Periode normale;9508
2017-05-22;Lundi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree5h;Touriste Français;Periode normale;1754
2017-05-22;Lundi;Zone FIMU;Duree6h;Resident;Periode normale;7913
2017-05-22;Lundi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree6h;Touriste Français;Periode normale;6737
2017-05-22;Lundi;Zone FIMU;Duree7h;Resident;Periode normale;3973
2017-05-22;Lundi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree7h;Touriste Français;Periode normale;3407
2017-05-22;Lundi;Zone FIMU;Duree8h;Resident;Periode normale;4770
2017-05-22;Lundi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree8h;Touriste Français;Periode normale;2667
2017-05-22;Lundi;Zone FIMU;Duree9h;Resident;Periode normale;7571
2017-05-22;Lundi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree9h;Touriste Français;Periode normale;4922
2017-05-23;Mardi;Zone FIMU;Duree10h;Resident;Periode normale;3148
2017-05-23;Mardi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree10h;Touriste Français;Periode normale;1748
2017-05-23;Mardi;Zone FIMU;Duree10h-18h;Resident;Periode normale;1062
2017-05-23;Mardi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;3234
2017-05-23;Mardi;Zone FIMU;Duree2h;Resident;Periode normale;2897
2017-05-23;Mardi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree2h;Touriste Français;Periode normale;5467
2017-05-23;Mardi;Zone FIMU;Duree3h;Resident;Periode normale;1761
2017-05-23;Mardi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;4457
2017-05-23;Mardi;Zone FIMU;Duree3h;Touriste Français;Periode normale;7654
2017-05-23;Mardi;Zone FIMU;Duree4h;Resident;Periode normale;215
2017-05-23;Mardi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree4h;Touriste Français;Periode normale;2736
2017-05-23;Mardi;Zone FIMU;Duree5h;Resident;Periode normale;1191
2017-05-23;Mardi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree5h;Touriste Français;Periode normale;6290
2017-05-23;Mardi;Zone FIMU;Duree6h;Resident;Periode normale;8110
2017-05-23;Mardi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree6h;Touriste Français;Periode normale;6016
2017-05-23;Mardi;Zone FIMU;Duree7h;Resident;Periode normale;2183
2017-05-23;Mardi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;1640
2017-05-23;Mardi;Zone FIMU;Duree7h;Touriste Français;Periode normale;8035
2017-05-23;Mardi;Zone FIMU;Duree8h;Resident;Periode normale;8759
2017-05-23;Mardi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree8h;Touriste Français;Periode normale;8193
2017-05-23;Mardi;Zone FIMU;Duree9h;Resident;Periode normale;3845
2017-05-23;Mardi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree9h;Touriste Français;Periode normale;8954
2017-05-24;Mercredi;Zone FIMU;Duree10h;Resident;Periode normale;5816
2017-05-24;Mercredi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;2787
2017-05-24;Mercredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;3335
2017-05-24;Mercredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;4246
2017-05-24;Mercredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;3810
2017-05-24;Mercredi;Zone FIMU;Duree2h;Resident;Periode normale;3869
2017-05-24;Mercredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;316
2017-05-24;Mercredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;4886
2017-05-24;Mercredi;Zone FIMU;Duree3h;Resident;Periode normale;5133
2017-05-24;Mercredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;9067
2017-05-24;Mercredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;9053
2017-05-24;Mercredi;Zone FIMU;Duree4h;Resident;Periode normale;5838
2017-05-24;Mercredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;1524
2017-05-24;Mercredi;Zone FIMU;Duree5h;Resident;Periode normale;1039
2017-05-24;Mercredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;6948
2017-05-24;Mercredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;4307
2017-05-24;Mercredi;Zone FIMU;Duree6h;Resident;Periode normale;5004
2017-05-24;Mercredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;1793
2017-05-24;Mercredi;Zone FIMU;Duree7h;Resident;Periode normale;5574
2017-05-24;Mercredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;3948
2017-05-24;Mercredi;Zone FIMU;Duree8h;Resident;Periode normale;2178
2017-05-24;Mercredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;1814
2017-05-24;Mercredi;Zone FIMU;Duree9h;Resident;Periode normale;716
2017-05-24;Mercredi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;1969
2017-05-25;Jeudi;Zone FIMU;Duree10h;Resident;Periode normale;9547
2017-05-25;Jeudi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Duree10h;Touriste Français;Periode normale;632
2017-05-25;Jeudi;Zone FIMU;Duree10h-18h;Resident;Periode normale;5576
2017-05-25;Jeudi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;3846
2017-05-25;Jeudi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1564
2017-05-25;Jeudi;Zone FIMU;Duree2h;Resident;Periode normale;9287
2017-05-25;Jeudi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;7001
2017-05-25;Jeudi;Zone FIMU;Duree2h;Touriste Français;Periode normale;4143
2017-05-25;Jeudi;Zone FIMU;Duree3h;Resident;Periode normale;6193
2017-05-25;Jeudi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;9875
2017-05-25;Jeudi;Zone FIMU;Duree3h;Touriste Français;Periode normale;9751
2017-05-25;Jeudi;Zone FIMU;Duree4h;Resident;Periode normale;5196
2017-05-25;Jeudi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;3525
2017-05-25;Jeudi;Zone FIMU;Duree4h;Touriste Français;Periode normale;5506
2017-05-25;Jeudi;Zone FIMU;Duree5h;Resident;Periode normale;61
2017-05-25;Jeudi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Duree5h;Touriste Français;Periode normale;7633
2017-05-25;Jeudi;Zone FIMU;Duree6h;Resident;Periode normale;3387
2017-05-25;Jeudi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Duree6h;Touriste Français;Periode normale;1303
2017-05-25;Jeudi;Zone FIMU;Duree7h;Resident;Periode normale;2116
2017-05-25;Jeudi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Duree7h;Touriste Français;Periode normale;1381
2017-05-25;Jeudi;Zone FIMU;Duree8h;Resident;Periode normale;5072
2017-05-25;Jeudi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Duree8h;Touriste Français;Periode normale;361
2017-05-25;Jeudi;Zone FIMU;Duree9h;Resident;Periode normale;998
2017-05-25;Jeudi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Duree9h;Touriste Français;Periode normale;1250
2017-05-26;Vendredi;Zone FIMU;Duree10h;Resident;Periode normale;1053
2017-05-26;Vendredi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;3183
2017-05-26;Vendredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;9555
2017-05-26;Vendredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;2218
2017-05-26;Vendredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;80
2017-05-26;Vendredi;Zone FIMU;Duree2h;Resident;Periode normale;1054
2017-05-26;Vendredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;6761
2017-05-26;Vendredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;2685
2017-05-26;Vendredi;Zone FIMU;Duree3h;Resident;Periode normale;8233
2017-05-26;Vendredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;4084
2017-05-26;Vendredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;8247
2017-05-26;Vendredi;Zone FIMU;Duree4h;Resident;Periode normale;1818
2017-05-26;Vendredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;1711
2017-05-26;Vendredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;990
2017-05-26;Vendredi;Zone FIMU;Duree5h;Resident;Periode normale;562
2017-05-26;Vendredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;2523
2017-05-26;Vendredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;9267
2017-05-26;Vendredi;Zone FIMU;Duree6h;Resident;Periode normale;4446
2017-05-26;Vendredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;4624
2017-05-26;Vendredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;3586
2017-05-26;Vendredi;Zone FIMU;Duree7h;Resident;Periode normale;1595
2017-05-26;Vendredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;5220
2017-05-26;Vendredi;Zone FIMU;Duree8h;Resident;Periode normale;6914
2017-05-26;Vendredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;3004
2017-05-26;Vendredi;Zone FIMU;Duree9h;Resident;Periode normale;1262
2017-05-26;Vendredi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;9685
2017-05-27;Samedi;Zone FIMU;Duree10h;Resident;Periode normale;516
2017-05-27;Samedi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree10h;Touriste Français;Periode normale;6261
2017-05-27;Samedi;Zone FIMU;Duree10h-18h;Resident;Periode normale;6401
2017-05-27;Samedi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;1516
2017-05-27;Samedi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;2816
2017-05-27;Samedi;Zone FIMU;Duree2h;Resident;Periode normale;2457
2017-05-27;Samedi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;5209
2017-05-27;Samedi;Zone FIMU;Duree2h;Touriste Français;Periode normale;8750
2017-05-27;Samedi;Zone FIMU;Duree3h;Resident;Periode normale;7551
2017-05-27;Samedi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;7802
2017-05-27;Samedi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1825
2017-05-27;Samedi;Zone FIMU;Duree4h;Resident;Periode normale;6909
2017-05-27;Samedi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;1241
2017-05-27;Samedi;Zone FIMU;Duree4h;Touriste Français;Periode normale;6923
2017-05-27;Samedi;Zone FIMU;Duree5h;Resident;Periode normale;7608
2017-05-27;Samedi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree5h;Touriste Français;Periode normale;2346
2017-05-27;Samedi;Zone FIMU;Duree6h;Resident;Periode normale;9457
2017-05-27;Samedi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree6h;Touriste Français;Periode normale;9765
2017-05-27;Samedi;Zone FIMU;Duree7h;Resident;Periode normale;8679
2017-05-27;Samedi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree7h;Touriste Français;Periode normale;9054
2017-05-27;Samedi;Zone FIMU;Duree8h;Resident;Periode normale;2325
2017-05-27;Samedi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree8h;Touriste Français;Periode normale;4758
2017-05-27;Samedi;Zone FIMU;Duree9h;Resident;Periode normale;69
2017-05-27;Samedi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree9h;Touriste Français;Periode normale;8142
2017-05-28;Dimanche;Zone FIMU;Duree10h;Resident;Periode normale;8600
2017-05-28;Dimanche;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Duree10h;Touriste Français;Periode normale;4623
2017-05-28;Dimanche;Zone FIMU;Duree10h-18h;Resident;Periode normale;9555
2017-05-28;Dimanche;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;7709
2017-05-28;Dimanche;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;8438
2017-05-28;Dimanche;Zone FIMU;Duree2h;Resident;Periode normale;5194
2017-05-28;Dimanche;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;9068
2017-05-28;Dimanche;Zone FIMU;Duree2h;Touriste Français;Periode normale;4247
2017-05-28;Dimanche;Zone FIMU;Duree3h;Resident;Periode normale;5063
2017-05-28;Dimanche;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;5175
2017-05-28;Dimanche;Zone FIMU;Duree3h;Touriste Français;Periode normale;9189
2017-05-28;Dimanche;Zone FIMU;Duree4h;Resident;Periode normale;4941
2017-05-28;Dimanche;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;5297
2017-05-28;Dimanche;Zone FIMU;Duree4h;Touriste Français;Periode normale;1207
2017-05-28;Dimanche;Zone FIMU;Duree5h;Resident;Periode normale;4874
2017-05-28;Dimanche;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Duree5h;Touriste Français;Periode normale;5839
2017-05-28;Dimanche;Zone FIMU;Duree6h;Resident;Periode normale;5857
2017-05-28;Dimanche;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Duree6h;Touriste Français;Periode normale;6835
2017-05-28;Dimanche;Zone FIMU;Duree7h;Resident;Periode normale;25
2017-05-28;Dimanche;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Duree7h;Touriste Français;Periode normale;6091
2017-05-28;Dimanche;Zone FIMU;Duree8h;Resident;Periode normale;7949
2017-05-28;Dimanche;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Duree8h;Touriste Français;Periode normale;6752
2017-05-28;Dimanche;Zone FIMU;Duree9h;Resident;Periode normale;9245
2017-05-28;Dimanche;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Duree9h;Touriste Français;Periode normale;2178
2017-05-29;Lundi;Zone FIMU;Duree10h;Resident;Periode normale;9019
2017-05-29;Lundi;Zone FIMU;Duree10h;Touriste Français;Periode normale;5927
2017-05-29;Lundi;Zone FIMU;Duree10h-18h;Resident;Periode normale;8085
2017-05-29;Lundi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;8674
2017-05-29;Lundi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;498
2017-05-29;Lundi;Zone FIMU;Duree2h;Resident;Periode normale;752
2017-05-29;Lundi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;5776
2017-05-29;Lundi;Zone FIMU;Duree2h;Touriste Français;Periode normale;480
2017-05-29;Lundi;Zone FIMU;Duree3h;Resident;Periode normale;7416
2017-05-29;Lundi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;229
2017-05-29;Lundi;Zone FIMU;Duree3h;Touriste Français;Periode normale;9591
2017-05-29;Lundi;Zone FIMU;Duree4h;Resident;Periode normale;4701
2017-05-29;Lundi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;2496
2017-05-29;Lundi;Zone FIMU;Duree4h;Touriste Français;Periode normale;3118
2017-05-29;Lundi;Zone FIMU;Duree5h;Resident;Periode normale;5819
2017-05-29;Lundi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Duree5h;Touriste Français;Periode normale;2110
2017-05-29;Lundi;Zone FIMU;Duree6h;Resident;Periode normale;8722
2017-05-29;Lundi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Duree6h;Touriste Français;Periode normale;2330
2017-05-29;Lundi;Zone FIMU;Duree7h;Resident;Periode normale;1031
2017-05-29;Lundi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Duree7h;Touriste Français;Periode normale;8074
2017-05-29;Lundi;Zone FIMU;Duree8h;Resident;Periode normale;401
2017-05-29;Lundi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Duree8h;Touriste Français;Periode normale;2281
2017-05-29;Lundi;Zone FIMU;Duree9h;Resident;Periode normale;2732
2017-05-29;Lundi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Duree9h;Touriste Français;Periode normale;81
2017-05-30;Mardi;Zone FIMU;Duree10h;Resident;Periode normale;351
2017-05-30;Mardi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Duree10h;Touriste Français;Periode normale;8464
2017-05-30;Mardi;Zone FIMU;Duree10h-18h;Resident;Periode normale;9458
2017-05-30;Mardi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;3067
2017-05-30;Mardi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1757
2017-05-30;Mardi;Zone FIMU;Duree2h;Resident;Periode normale;6222
2017-05-30;Mardi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Duree2h;Touriste Français;Periode normale;2956
2017-05-30;Mardi;Zone FIMU;Duree3h;Resident;Periode normale;4543
2017-05-30;Mardi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;9158
2017-05-30;Mardi;Zone FIMU;Duree3h;Touriste Français;Periode normale;5234
2017-05-30;Mardi;Zone FIMU;Duree4h;Resident;Periode normale;978
2017-05-30;Mardi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;5067
2017-05-30;Mardi;Zone FIMU;Duree4h;Touriste Français;Periode normale;5180
2017-05-30;Mardi;Zone FIMU;Duree5h;Resident;Periode normale;3501
2017-05-30;Mardi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;5066
2017-05-30;Mardi;Zone FIMU;Duree5h;Touriste Français;Periode normale;1527
2017-05-30;Mardi;Zone FIMU;Duree6h;Resident;Periode normale;4164
2017-05-30;Mardi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Duree6h;Touriste Français;Periode normale;6968
2017-05-30;Mardi;Zone FIMU;Duree7h;Resident;Periode normale;8486
2017-05-30;Mardi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Duree7h;Touriste Français;Periode normale;4068
2017-05-30;Mardi;Zone FIMU;Duree8h;Resident;Periode normale;6806
2017-05-30;Mardi;Zone FIMU;Duree8h;Touriste Français;Periode normale;4328
2017-05-30;Mardi;Zone FIMU;Duree9h;Resident;Periode normale;537
2017-05-30;Mardi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Duree9h;Touriste Français;Periode normale;3611
2017-05-31;Mercredi;Zone FIMU;Duree10h;Resident;Periode normale;1834
2017-05-31;Mercredi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;4403
2017-05-31;Mercredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;550
2017-05-31;Mercredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;2642
2017-05-31;Mercredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;2849
2017-05-31;Mercredi;Zone FIMU;Duree2h;Resident;Periode normale;7661
2017-05-31;Mercredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;1683
2017-05-31;Mercredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;6389
2017-05-31;Mercredi;Zone FIMU;Duree3h;Resident;Periode normale;5543
2017-05-31;Mercredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;7033
2017-05-31;Mercredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;696
2017-05-31;Mercredi;Zone FIMU;Duree4h;Resident;Periode normale;5325
2017-05-31;Mercredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;9319
2017-05-31;Mercredi;Zone FIMU;Duree5h;Resident;Periode normale;4317
2017-05-31;Mercredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;3130
2017-05-31;Mercredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;1663
2017-05-31;Mercredi;Zone FIMU;Duree6h;Resident;Periode normale;6424
2017-05-31;Mercredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;1768
2017-05-31;Mercredi;Zone FIMU;Duree7h;Resident;Periode normale;4760
2017-05-31;Mercredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;6628
2017-05-31;Mercredi;Zone FIMU;Duree8h;Resident;Periode normale;8820
2017-05-31;Mercredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;7679
2017-05-31;Mercredi;Zone FIMU;Duree9h;Resident;Periode normale;1713
2017-05-31;Mercredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;9545
2017-06-01;Jeudi;Zone FIMU;Duree10h;Resident;Periode evenement;8835
2017-06-01;Jeudi;Zone FIMU;Duree10h;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Duree10h;Touriste Français;Periode evenement;4479
2017-06-01;Jeudi;Zone FIMU;Duree10h-18h;Resident;Periode evenement;458
2017-06-01;Jeudi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode evenement;1161
2017-06-01;Jeudi;Zone FIMU;Duree10h-18h;Touriste Français;Periode evenement;8620
2017-06-01;Jeudi;Zone FIMU;Duree2h;Resident;Periode evenement;859
2017-06-01;Jeudi;Zone FIMU;Duree2h;Touriste Etranger;Periode evenement;5881
2017-06-01;Jeudi;Zone FIMU;Duree2h;Touriste Français;Periode evenement;6132
2017-06-01;Jeudi;Zone FIMU;Duree3h;Resident;Periode evenement;3549
2017-06-01;Jeudi;Zone FIMU;Duree3h;Touriste Etranger;Periode evenement;193
2017-06-01;Jeudi;Zone FIMU;Duree3h;Touriste Français;Periode evenement;9127
2017-06-01;Jeudi;Zone FIMU;Duree4h;Resident;Periode evenement;5814
2017-06-01;Jeudi;Zone FIMU;Duree4h;Touriste Etranger;Periode evenement;1511
2017-06-01;Jeudi;Zone FIMU;Duree4h;Touriste Français;Periode evenement;3981
2017-06-01;Jeudi;Zone FIMU;Duree5h;Resident;Periode evenement;5295
2017-06-01;Jeudi;Zone FIMU;Duree5h;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Duree5h;Touriste Français;Periode evenement;6828
2017-06-01;Jeudi;Zone FIMU;Duree6h;Resident;Periode evenement;9239
2017-06-01;Jeudi;Zone FIMU;Duree6h;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Duree6h;Touriste Français;Periode evenement;4667
2017-06-01;Jeudi;Zone FIMU;Duree7h;Resident;Periode evenement;27
2017-06-01;Jeudi;Zone FIMU;Duree7h;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Duree7h;Touriste Français;Periode evenement;4686
2017-06-01;Jeudi;Zone FIMU;Duree8h;Resident;Periode evenement;8926
2017-06-01;Jeudi;Zone FIMU;Duree8h;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Duree8h;Touriste Français;Periode evenement;1591
2017-06-01;Jeudi;Zone FIMU;Duree9h;Resident;Periode evenement;7241
2017-06-01;Jeudi;Zone FIMU;Duree9h;Touriste Français;Periode evenement;264
2017-06-02;Vendredi;Zone FIMU;Duree10h;Resident;Periode evenement;6280
2017-06-02;Vendredi;Zone FIMU;Duree10h;Touriste Etranger;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Duree10h;Touriste Français;Periode evenement;7452
2017-06-02;Vendredi;Zone FIMU;Duree10h-18h;Resident;Periode evenement;5177
2017-06-02;Vendredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode evenement;5614
2017-06-02;Vendredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode evenement;5812
2017-06-02;Vendredi;Zone FIMU;Duree2h;Resident;Periode evenement;4743
2017-06-02;Vendredi;Zone FIMU;Duree2h;Touriste Etranger;Periode evenement;1506
2017-06-02;Vendredi;Zone FIMU;Duree2h;Touriste Français;Periode evenement;5862
