Date;JourDeLaSemaine;ZoneAnalyse;CSP;Geolife;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;01 jours;Periode normale;4465
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;02 jours;Periode normale;4849
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;03 jours;Periode normale;2220
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;04 jours;Periode normale;1658
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;05 jours;Periode normale;641
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;06 jours;Periode normale;6441
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;07 jours;Periode normale;1630
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;08 jours;Periode normale;1968
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;09 jours;Periode normale;729
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;10 jours;Periode normale;4816
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;11 jours;Periode normale;4502
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;12 jours;Periode normale;8529
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;13 jours;Periode normale;2261
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;14 jours;Periode normale;8899
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;01 jours;Periode normale;#
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;02 jours;Periode normale;#
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;03 jours;Periode normale;#
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;04 jours;Periode normale;243
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;05 jours;Periode normale;2104
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;06 jours;Periode normale;7947
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;07 jours;Periode normale;375
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;08 jours;Periode normale;8781
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;09 jours;Periode normale;8741
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;10 jours;Periode normale;6335
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;11 jours;Periode normale;4678
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;12 jours;Periode normale;592
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;13 jours;Periode normale;6495
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;14 jours;Periode normale;7875
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;01 jours;Periode normale;6744
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;02 jours;Periode normale;3266
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;03 jours;Periode normale;2422
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;04 jours;Periode normale;9916
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;05 jours;Periode normale;3888
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;06 jours;Periode normale;9665
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;07 jours;Periode normale;5846
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;08 jours;Periode normale;5291
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;09 jours;Periode normale;4740
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;10 jours;Periode normale;7715
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;11 jours;Periode normale;4661
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;12 jours;Periode normale;7684
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;13 jours;Periode normale;1733
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;14 jours;Periode normale;6390
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;01 jours;Periode normale;6401
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;02 jours;Periode normale;405
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;03 jours;Periode normale;9692
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;04 jours;Periode normale;4843
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;05 jours;Periode normale;9699
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;06 jours;Periode normale;3045
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;07 jours;Periode normale;4288
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;08 jours;Periode normale;8144
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;09 jours;Periode normale;6084
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;10 jours;Periode normale;5680
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;11 jours;Periode normale;9997
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;12 jours;Periode normale;2406
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;13 jours;Periode normale;8868
2017-05-14;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;14 jours;Periode normale;2735
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;01 jours;Periode normale;7022
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;02 jours;Periode normale;7754
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;03 jours;Periode normale;1327
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;04 jours;Periode normale;1320
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;05 jours;Periode normale;1494
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;06 jours;Periode normale;1647
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;07 jours;Periode normale;3577
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;08 jours;Periode normale;8479
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;09 jours;Periode normale;5368
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;10 jours;Periode normale;7827
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;11 jours;Periode normale;3310
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;12 jours;Periode normale;8458
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;13 jours;Periode normale;4948
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;14 jours;Periode normale;3544
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;01 jours;Periode normale;508
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;02 jours;Periode normale;3930
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;03 jours;Periode normale;2191
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;04 jours;Periode normale;3405
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;05 jours;Periode normale;9570
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;06 jours;Periode normale;3814
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;07 jours;Periode normale;8594
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;08 jours;Periode normale;7301
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;09 jours;Periode normale;1938
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;10 jours;Periode normale;8512
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;11 jours;Periode normale;805
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;12 jours;Periode normale;7385
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;13 jours;Periode normale;1238
2017-05-14;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;14 jours;Periode normale;9109
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;01 jours;Periode normale;9255
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;02 jours;Periode normale;508
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;03 jours;Periode normale;8479
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;04 jours;Periode normale;9123
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;05 jours;Periode normale;3374
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;06 jours;Periode normale;4212
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;07 jours;Periode normale;4229
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;08 jours;Periode normale;2000
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;09 jours;Periode normale;5262
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;10 jours;Periode normale;1086
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;11 jours;Periode normale;9336
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;12 jours;Periode normale;9277
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;13 jours;Periode normale;1124
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Resident;14 jours;Periode normale;675
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;01 jours;Periode normale;4272
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;02 jours;Periode normale;7491
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;03 jours;Periode normale;6550
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;04 jours;Periode normale;151
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;05 jours;Periode normale;3547
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;06 jours;Periode normale;9947
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;07 jours;Periode normale;1286
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;08 jours;Periode normale;8713
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;09 jours;Periode normale;2580
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;10 jours;Periode normale;481
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;11 jours;Periode normale;7206
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;12 jours;Periode normale;4798
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;13 jours;Periode normale;1735
2017-05-14;Dimanche;Zone FIMU;CSP+;rural dynamique;Touriste Français;14 jours;Periode normale;4135
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;01 jours;Periode normale;1470
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;02 jours;Periode normale;3505
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;03 jours;Periode normale;6491
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;04 jours;Periode normale;2206
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;05 jours;Periode normale;7410
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;06 jours;Periode normale;8368
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;07 jours;Periode normale;5377
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;08 jours;Periode normale;8080
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;09 jours;Periode normale;9566
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;10 jours;Periode normale;6975
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;11 jours;Periode normale;5254
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;12 jours;Periode normale;2657
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;13 jours;Periode normale;888
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Resident;14 jours;Periode normale;2154
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;01 jours;Periode normale;4320
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;02 jours;Periode normale;3637
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;03 jours;Periode normale;8728
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;04 jours;Periode normale;2059
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;05 jours;Periode normale;8019
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;06 jours;Periode normale;4987
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;07 jours;Periode normale;765
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;08 jours;Periode normale;2659
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;09 jours;Periode normale;188
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;10 jours;Periode normale;8996
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;11 jours;Periode normale;42
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;12 jours;Periode normale;4882
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;13 jours;Periode normale;955
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain dynamique;Touriste Français;14 jours;Periode normale;1136
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;01 jours;Periode normale;5281
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;02 jours;Periode normale;4268
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;03 jours;Periode normale;2273
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;04 jours;Periode normale;7476
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;05 jours;Periode normale;1604
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;06 jours;Periode normale;1025
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;07 jours;Periode normale;5418
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;08 jours;Periode normale;824
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;09 jours;Periode normale;8585
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;10 jours;Periode normale;9296
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;11 jours;Periode normale;5706
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;12 jours;Periode normale;1639
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;13 jours;Periode normale;7914
2017-05-14;Dimanche;Zone FIMU;CSP+;urbain familial aise;Touriste Français;14 jours;Periode normale;393
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;01 jours;Periode normale;5133
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;02 jours;Periode normale;7200
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;03 jours;Periode normale;9032
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;04 jours;Periode normale;4483
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;05 jours;Periode normale;1332
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;06 jours;Periode normale;1464
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;07 jours;Periode normale;9829
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;08 jours;Periode normale;2336
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;09 jours;Periode normale;4245
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;10 jours;Periode normale;2270
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;11 jours;Periode normale;5438
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;12 jours;Periode normale;2085
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;13 jours;Periode normale;3218
2017-05-14;Dimanche;Zone FIMU;NR;NR;Resident;14 jours;Periode normale;4653
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;01 jours;Periode normale;8841
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;02 jours;Periode normale;5690
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;03 jours;Periode normale;6825
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;04 jours;Periode normale;5117
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;05 jours;Periode normale;3612
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;06 jours;Periode normale;2862
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;07 jours;Periode normale;923
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;08 jours;Periode normale;1429
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;09 jours;Periode normale;4446
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;10 jours;Periode normale;1544
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;11 jours;Periode normale;9928
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;12 jours;Periode normale;5925
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;13 jours;Periode normale;2736
2017-05-14;Dimanche;Zone FIMU;NR;NR;Touriste Français;14 jours;Periode normale;4197
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;01 jours;Periode normale;1372
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;02 jours;Periode normale;5399
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;03 jours;Periode normale;3844
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;04 jours;Periode normale;705
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;05 jours;Periode normale;5733
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;06 jours;Periode normale;2778
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;07 jours;Periode normale;1822
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;08 jours;Periode normale;5548
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;09 jours;Periode normale;334
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;10 jours;Periode normale;1877
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;11 jours;Periode normale;7327
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;12 jours;Periode normale;3741
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;13 jours;Periode normale;852
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Resident;14 jours;Periode normale;6136
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;01 jours;Periode normale;4190
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;02 jours;Periode normale;4944
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;03 jours;Periode normale;908
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;04 jours;Periode normale;4171
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;05 jours;Periode normale;2930
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;06 jours;Periode normale;4422
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;07 jours;Periode normale;4859
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;08 jours;Periode normale;5221
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;09 jours;Periode normale;8934
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;10 jours;Periode normale;5831
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;11 jours;Periode normale;7061
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;12 jours;Periode normale;8364
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;13 jours;Periode normale;269
2017-05-14;Dimanche;Zone FIMU;Populaire;populaire;Touriste Français;14 jours;Periode normale;1920
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;01 jours;Periode normale;6483
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;02 jours;Periode normale;8876
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;03 jours;Periode normale;327
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;04 jours;Periode normale;1030
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;05 jours;Periode normale;2165
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;06 jours;Periode normale;3062
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;07 jours;Periode normale;7468
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;08 jours;Periode normale;2795
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;09 jours;Periode normale;5507
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;10 jours;Periode normale;6763
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;11 jours;Periode normale;5977
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;12 jours;Periode normale;4045
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;13 jours;Periode normale;5696
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Resident;14 jours;Periode normale;4878
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;01 jours;Periode normale;7659
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;02 jours;Periode normale;4148
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;03 jours;Periode normale;3933
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;04 jours;Periode normale;8491
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;05 jours;Periode normale;2176
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;06 jours;Periode normale;9456
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;07 jours;Periode normale;3058
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;08 jours;Periode normale;1615
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;09 jours;Periode normale;3002
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;10 jours;Periode normale;6741
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;11 jours;Periode normale;8786
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;12 jours;Periode normale;7718
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;13 jours;Periode normale;1580
2017-05-14;Dimanche;Zone FIMU;Populaire;rural ouvrier;Touriste Français;14 jours;Periode normale;938
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;01 jours;Periode normale;6754
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;02 jours;Periode normale;788
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;03 jours;Periode normale;1095
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;04 jours;Periode normale;8787
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;05 jours;Periode normale;9414
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;06 jours;Periode normale;9921
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;07 jours;Periode normale;3967
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;08 jours;Periode normale;6140
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;09 jours;Periode normale;2872
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;10 jours;Periode normale;3124
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;11 jours;Periode normale;3134
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;12 jours;Periode normale;3501
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;13 jours;Periode normale;5187
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Resident;14 jours;Periode normale;1785
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;01 jours;Periode normale;232
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;02 jours;Periode normale;7960
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;03 jours;Periode normale;1367
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;04 jours;Periode normale;132
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;05 jours;Periode normale;4844
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;06 jours;Periode normale;4440
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;07 jours;Periode normale;6569
2017-05-14;Dimanche;Zone FIMU;Populaire;rural traditionnel;Touriste Français;08 jours;Periode normale;8380
