Date;JourDeLaSemaine;ZoneAnalyse;Age;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-05-21;Dimanche;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;6516
2017-05-21;Dimanche;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;4072
2017-05-22;Lundi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;7065
2017-05-22;Lundi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;566
2017-05-22;Lundi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;6722
2017-05-22;Lundi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;37
2017-05-22;Lundi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;2667
2017-05-22;Lundi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;9062
2017-05-22;Lundi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;6538
2017-05-22;Lundi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;5029
2017-05-22;Lundi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;2549
2017-05-22;Lundi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;5374
2017-05-22;Lundi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;4808
2017-05-22;Lundi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;8309
2017-05-22;Lundi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;9359
2017-05-22;Lundi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;6423
2017-05-22;Lundi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;9787
2017-05-22;Lundi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;9081
2017-05-22;Lundi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;3461
2017-05-22;Lundi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;3257
2017-05-22;Lundi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;5377
2017-05-22;Lundi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;5108
2017-05-22;Lundi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;5828
2017-05-22;Lundi;Zone FIMU;<18;Resident;Visiteur;Periode normale;4291
2017-05-22;Lundi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;4480
2017-05-22;Lundi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;8320
2017-05-22;Lundi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;883
2017-05-22;Lundi;Zone FIMU;>65;Resident;Visiteur;Periode normale;1151
2017-05-22;Lundi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;6562
2017-05-22;Lundi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;3402
2017-05-23;Mardi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;9833
2017-05-23;Mardi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;3564
2017-05-23;Mardi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;7645
2017-05-23;Mardi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;6244
2017-05-23;Mardi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;2120
2017-05-23;Mardi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;3092
2017-05-23;Mardi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;7202
2017-05-23;Mardi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;8266
2017-05-23;Mardi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;4301
2017-05-23;Mardi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;2002
2017-05-23;Mardi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;1749
2017-05-23;Mardi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;2325
2017-05-23;Mardi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;4634
2017-05-23;Mardi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;2690
2017-05-23;Mardi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;8041
2017-05-23;Mardi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;3996
2017-05-23;Mardi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;5008
2017-05-23;Mardi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;6872
2017-05-23;Mardi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;2207
2017-05-23;Mardi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;7941
2017-05-23;Mardi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;6988
2017-05-23;Mardi;Zone FIMU;<18;Resident;Visiteur;Periode normale;9284
2017-05-23;Mardi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;9803
2017-05-23;Mardi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;4221
2017-05-23;Mardi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;5580
2017-05-23;Mardi;Zone FIMU;>65;Resident;Visiteur;Periode normale;6404
2017-05-23;Mardi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;3307
2017-05-23;Mardi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;5551
2017-05-24;Mercredi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;5690
2017-05-24;Mercredi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;8975
2017-05-24;Mercredi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;5796
2017-05-24;Mercredi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;9903
2017-05-24;Mercredi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;7518
2017-05-24;Mercredi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;4531
2017-05-24;Mercredi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;8713
2017-05-24;Mercredi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;4648
2017-05-24;Mercredi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;3374
2017-05-24;Mercredi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;3843
2017-05-24;Mercredi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;2764
2017-05-24;Mercredi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;4827
2017-05-24;Mercredi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;7471
2017-05-24;Mercredi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;6723
2017-05-24;Mercredi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;5185
2017-05-24;Mercredi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;1796
2017-05-24;Mercredi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;8258
2017-05-24;Mercredi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;1419
2017-05-24;Mercredi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;8279
2017-05-24;Mercredi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;4143
2017-05-24;Mercredi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;4481
2017-05-24;Mercredi;Zone FIMU;<18;Resident;Visiteur;Periode normale;8025
2017-05-24;Mercredi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;4854
2017-05-24;Mercredi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;9649
2017-05-24;Mercredi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;7286
2017-05-24;Mercredi;Zone FIMU;>65;Resident;Visiteur;Periode normale;8377
2017-05-24;Mercredi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;5502
2017-05-24;Mercredi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;7345
2017-05-25;Jeudi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;5380
2017-05-25;Jeudi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;8929
2017-05-25;Jeudi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;6035
2017-05-25;Jeudi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;3152
2017-05-25;Jeudi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;5438
2017-05-25;Jeudi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;3045
2017-05-25;Jeudi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;7462
2017-05-25;Jeudi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;2380
2017-05-25;Jeudi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;6943
2017-05-25;Jeudi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;1997
2017-05-25;Jeudi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;3700
2017-05-25;Jeudi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;8620
2017-05-25;Jeudi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;2315
2017-05-25;Jeudi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;1209
2017-05-25;Jeudi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;5349
2017-05-25;Jeudi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;8672
2017-05-25;Jeudi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;7105
2017-05-25;Jeudi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;1922
2017-05-25;Jeudi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;6244
2017-05-25;Jeudi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;9301
2017-05-25;Jeudi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;4581
2017-05-25;Jeudi;Zone FIMU;<18;Resident;Visiteur;Periode normale;2054
2017-05-25;Jeudi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;53
2017-05-25;Jeudi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;5558
2017-05-25;Jeudi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;985
2017-05-25;Jeudi;Zone FIMU;>65;Resident;Visiteur;Periode normale;1765
2017-05-25;Jeudi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;461
2017-05-25;Jeudi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;2864
2017-05-26;Vendredi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;8296
2017-05-26;Vendredi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;9583
2017-05-26;Vendredi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;8648
2017-05-26;Vendredi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;1813
2017-05-26;Vendredi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;8616
2017-05-26;Vendredi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;3648
2017-05-26;Vendredi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;1840
2017-05-26;Vendredi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;9559
2017-05-26;Vendredi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;6282
2017-05-26;Vendredi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;9208
2017-05-26;Vendredi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;8824
2017-05-26;Vendredi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;8546
2017-05-26;Vendredi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;4624
2017-05-26;Vendredi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;3095
2017-05-26;Vendredi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;2942
2017-05-26;Vendredi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;9654
2017-05-26;Vendredi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;7450
2017-05-26;Vendredi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;4462
2017-05-26;Vendredi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;5222
2017-05-26;Vendredi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;7437
2017-05-26;Vendredi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;9469
2017-05-26;Vendredi;Zone FIMU;<18;Resident;Visiteur;Periode normale;5759
2017-05-26;Vendredi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;4009
2017-05-26;Vendredi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;8443
2017-05-26;Vendredi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;2248
2017-05-26;Vendredi;Zone FIMU;>65;Resident;Visiteur;Periode normale;486
2017-05-26;Vendredi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;5125
2017-05-26;Vendredi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;9074
2017-05-27;Samedi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;221
2017-05-27;Samedi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;5659
2017-05-27;Samedi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;6796
2017-05-27;Samedi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;5186
2017-05-27;Samedi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;1945
2017-05-27;Samedi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;6449
2017-05-27;Samedi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;5434
2017-05-27;Samedi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;7743
2017-05-27;Samedi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;302
2017-05-27;Samedi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;7368
2017-05-27;Samedi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;2899
2017-05-27;Samedi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;3520
2017-05-27;Samedi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;2295
2017-05-27;Samedi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;8750
2017-05-27;Samedi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;9855
2017-05-27;Samedi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;8923
2017-05-27;Samedi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;6144
2017-05-27;Samedi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;7400
2017-05-27;Samedi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;3494
2017-05-27;Samedi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;511
2017-05-27;Samedi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;7668
2017-05-27;Samedi;Zone FIMU;<18;Resident;Visiteur;Periode normale;6869
2017-05-27;Samedi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;9901
2017-05-27;Samedi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;1562
2017-05-27;Samedi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;424
2017-05-27;Samedi;Zone FIMU;>65;Resident;Visiteur;Periode normale;7702
2017-05-27;Samedi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;697
2017-05-27;Samedi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;8384
2017-05-28;Dimanche;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;8813
2017-05-28;Dimanche;Zone FIMU;18-24;Resident;Visiteur;Periode normale;6683
2017-05-28;Dimanche;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;2178
2017-05-28;Dimanche;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;4487
2017-05-28;Dimanche;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;8993
2017-05-28;Dimanche;Zone FIMU;25-34;Resident;Visiteur;Periode normale;6247
2017-05-28;Dimanche;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;818
2017-05-28;Dimanche;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;3610
2017-05-28;Dimanche;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;677
2017-05-28;Dimanche;Zone FIMU;35-44;Resident;Visiteur;Periode normale;4877
2017-05-28;Dimanche;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;3163
2017-05-28;Dimanche;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;186
2017-05-28;Dimanche;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;8460
2017-05-28;Dimanche;Zone FIMU;45-54;Resident;Visiteur;Periode normale;8523
2017-05-28;Dimanche;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;5576
2017-05-28;Dimanche;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;1726
2017-05-28;Dimanche;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;2281
2017-05-28;Dimanche;Zone FIMU;55-64;Resident;Visiteur;Periode normale;9982
2017-05-28;Dimanche;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;2382
2017-05-28;Dimanche;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;374
2017-05-28;Dimanche;Zone FIMU;<18;Resident;Excursionniste;Periode normale;9893
2017-05-28;Dimanche;Zone FIMU;<18;Resident;Visiteur;Periode normale;5391
2017-05-28;Dimanche;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;9230
2017-05-28;Dimanche;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;7048
2017-05-28;Dimanche;Zone FIMU;>65;Resident;Excursionniste;Periode normale;8327
2017-05-28;Dimanche;Zone FIMU;>65;Resident;Visiteur;Periode normale;6473
2017-05-28;Dimanche;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;6728
2017-05-28;Dimanche;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;7947
2017-05-29;Lundi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;3134
2017-05-29;Lundi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;8591
2017-05-29;Lundi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;3732
2017-05-29;Lundi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;6269
2017-05-29;Lundi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;224
2017-05-29;Lundi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;9408
2017-05-29;Lundi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;5730
2017-05-29;Lundi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;5573
2017-05-29;Lundi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;9922
2017-05-29;Lundi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;9064
2017-05-29;Lundi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;9880
2017-05-29;Lundi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;4455
2017-05-29;Lundi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;2402
2017-05-29;Lundi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;2639
2017-05-29;Lundi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;6210
2017-05-29;Lundi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;2352
2017-05-29;Lundi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;4660
2017-05-29;Lundi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;6095
2017-05-29;Lundi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;7672
2017-05-29;Lundi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;456
2017-05-29;Lundi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;4165
2017-05-29;Lundi;Zone FIMU;<18;Resident;Visiteur;Periode normale;8662
2017-05-29;Lundi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;1569
2017-05-29;Lundi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;4619
2017-05-29;Lundi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;691
2017-05-29;Lundi;Zone FIMU;>65;Resident;Visiteur;Periode normale;2927
2017-05-29;Lundi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;4976
2017-05-29;Lundi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;5833
2017-05-30;Mardi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;6925
2017-05-30;Mardi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;5511
2017-05-30;Mardi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;3898
2017-05-30;Mardi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;6270
2017-05-30;Mardi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;725
2017-05-30;Mardi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;1411
2017-05-30;Mardi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;2356
2017-05-30;Mardi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;8831
2017-05-30;Mardi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;6707
2017-05-30;Mardi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;5378
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;6274
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;1807
2017-05-30;Mardi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;9629
2017-05-30;Mardi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;3031
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;1119
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;5118
2017-05-30;Mardi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;9808
2017-05-30;Mardi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;4251
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;1332
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;9659
2017-05-30;Mardi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;3971
2017-05-30;Mardi;Zone FIMU;<18;Resident;Visiteur;Periode normale;516
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;233
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;3686
2017-05-30;Mardi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;7593
2017-05-30;Mardi;Zone FIMU;>65;Resident;Visiteur;Periode normale;8723
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;2586
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;4409
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;434
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;6328
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;2582
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;7663
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;7183
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;3733
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;188
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;3793
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;8585
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;7908
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;5710
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;5777
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;7327
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;5461
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;6477
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;1403
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;9088
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;8848
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;4809
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;6220
2017-05-31;Mercredi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;8573
2017-05-31;Mercredi;Zone FIMU;<18;Resident;Visiteur;Periode normale;997
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;4637
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;5251
2017-05-31;Mercredi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;9280
2017-05-31;Mercredi;Zone FIMU;>65;Resident;Visiteur;Periode normale;2935
2017-05-31;Mercredi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;4082
2017-05-31;Mercredi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;5076
2017-06-01;Jeudi;Zone FIMU;18-24;Resident;Excursionniste;Periode evenement;1348
2017-06-01;Jeudi;Zone FIMU;18-24;Resident;Visiteur;Periode evenement;311
2017-06-01;Jeudi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode evenement;1239
2017-06-01;Jeudi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode evenement;8627
2017-06-01;Jeudi;Zone FIMU;25-34;Resident;Excursionniste;Periode evenement;6148
2017-06-01;Jeudi;Zone FIMU;25-34;Resident;Visiteur;Periode evenement;9023
2017-06-01;Jeudi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode evenement;8288
2017-06-01;Jeudi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode evenement;9731
2017-06-01;Jeudi;Zone FIMU;35-44;Resident;Excursionniste;Periode evenement;1097
2017-06-01;Jeudi;Zone FIMU;35-44;Resident;Visiteur;Periode evenement;4430
2017-06-01;Jeudi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode evenement;7324
2017-06-01;Jeudi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode evenement;2647
2017-06-01;Jeudi;Zone FIMU;45-54;Resident;Excursionniste;Periode evenement;3037
2017-06-01;Jeudi;Zone FIMU;45-54;Resident;Visiteur;Periode evenement;9730
2017-06-01;Jeudi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode evenement;7692
2017-06-01;Jeudi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode evenement;5650
2017-06-01;Jeudi;Zone FIMU;55-64;Resident;Excursionniste;Periode evenement;3116
2017-06-01;Jeudi;Zone FIMU;55-64;Resident;Visiteur;Periode evenement;2426
2017-06-01;Jeudi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode evenement;7350
2017-06-01;Jeudi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode evenement;542
2017-06-01;Jeudi;Zone FIMU;<18;Resident;Excursionniste;Periode evenement;2745
2017-06-01;Jeudi;Zone FIMU;<18;Resident;Visiteur;Periode evenement;3503
2017-06-01;Jeudi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode evenement;2491
2017-06-01;Jeudi;Zone FIMU;<18;Touriste Français;Visiteur;Periode evenement;6496
2017-06-01;Jeudi;Zone FIMU;>65;Resident;Excursionniste;Periode evenement;2362
2017-06-01;Jeudi;Zone FIMU;>65;Resident;Visiteur;Periode evenement;7938
