Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;Continent;Pays;CategorieVisiteurs;TypeDeJour;Volume
2017-05-24;Mercredi;17:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;5028
2017-05-24;Mercredi;18:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;7402
2017-05-24;Mercredi;18:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;4349
2017-05-24;Mercredi;18:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;1621
2017-05-24;Mercredi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;2609
2017-05-24;Mercredi;19:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;3845
2017-05-24;Mercredi;20:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;7150
2017-05-24;Mercredi;20:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;3896
2017-05-24;Mercredi;20:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;8584
2017-05-24;Mercredi;21:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;2379
2017-05-24;Mercredi;21:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;4777
2017-05-24;Mercredi;22:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;9924
2017-05-24;Mercredi;23:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;2287
2017-05-24;Mercredi;23:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;1081
2017-05-25;Jeudi;08:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;6648
2017-05-25;Jeudi;10:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;7355
2017-05-25;Jeudi;10:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;753
2017-05-25;Jeudi;10:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;4142
2017-05-25;Jeudi;10:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;628
2017-05-25;Jeudi;10:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;4324
2017-05-25;Jeudi;11:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;5945
2017-05-25;Jeudi;11:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;9465
2017-05-25;Jeudi;12:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;4565
2017-05-25;Jeudi;12:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;9236
2017-05-25;Jeudi;12:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;354
2017-05-25;Jeudi;13:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;5134
2017-05-25;Jeudi;13:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;6935
2017-05-25;Jeudi;13:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;1939
2017-05-25;Jeudi;13:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;1341
2017-05-25;Jeudi;14:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;9294
2017-05-25;Jeudi;14:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;4769
2017-05-25;Jeudi;14:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;3151
2017-05-25;Jeudi;15:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;1727
2017-05-25;Jeudi;15:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;907
2017-05-25;Jeudi;15:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;9307
2017-05-25;Jeudi;15:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;3811
2017-05-25;Jeudi;16:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;8611
2017-05-25;Jeudi;17:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;9104
2017-05-25;Jeudi;17:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;5012
2017-05-25;Jeudi;17:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;1058
2017-05-25;Jeudi;18:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;2608
2017-05-25;Jeudi;19:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;6703
2017-05-25;Jeudi;19:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;1402
2017-05-25;Jeudi;20:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;3383
2017-05-25;Jeudi;20:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;7303
2017-05-25;Jeudi;21:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;376
2017-05-25;Jeudi;21:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;2836
2017-05-25;Jeudi;23:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;3855
2017-05-25;Jeudi;23:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;6200
2017-05-26;Vendredi;08:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;8649
2017-05-26;Vendredi;08:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;6344
2017-05-26;Vendredi;08:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;4795
2017-05-26;Vendredi;10:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;9385
2017-05-26;Vendredi;10:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;5730
2017-05-26;Vendredi;11:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;7023
2017-05-26;Vendredi;11:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;7657
2017-05-26;Vendredi;12:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;9766
2017-05-26;Vendredi;12:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;9052
2017-05-26;Vendredi;13:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;7282
2017-05-26;Vendredi;13:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;4467
2017-05-26;Vendredi;13:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;1866
2017-05-26;Vendredi;13:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;2129
2017-05-26;Vendredi;14:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;5882
2017-05-26;Vendredi;14:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;2787
2017-05-26;Vendredi;14:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;5303
2017-05-26;Vendredi;15:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;7416
2017-05-26;Vendredi;16:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;7434
2017-05-26;Vendredi;16:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;4283
2017-05-26;Vendredi;16:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;6641
2017-05-26;Vendredi;16:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;7084
2017-05-26;Vendredi;16:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;3400
2017-05-26;Vendredi;16:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;4361
2017-05-26;Vendredi;17:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;6876
2017-05-26;Vendredi;17:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;4070
2017-05-26;Vendredi;17:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;4429
2017-05-26;Vendredi;17:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;9195
2017-05-26;Vendredi;17:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;4195
2017-05-26;Vendredi;17:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;8538
2017-05-26;Vendredi;18:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;9347
2017-05-26;Vendredi;18:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;6674
2017-05-26;Vendredi;18:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;3301
2017-05-26;Vendredi;18:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;9355
2017-05-26;Vendredi;18:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;3685
2017-05-26;Vendredi;19:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;4254
2017-05-26;Vendredi;19:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;7758
2017-05-26;Vendredi;19:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;7598
2017-05-26;Vendredi;19:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;2281
2017-05-26;Vendredi;20:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;9462
2017-05-26;Vendredi;20:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;5173
2017-05-26;Vendredi;20:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;3669
2017-05-26;Vendredi;21:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;9326
2017-05-26;Vendredi;21:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;5076
2017-05-26;Vendredi;22:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;8723
2017-05-26;Vendredi;22:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;3648
2017-05-26;Vendredi;22:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;7185
2017-05-26;Vendredi;23:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;5584
2017-05-27;Samedi;08:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;5487
2017-05-27;Samedi;08:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;3705
2017-05-27;Samedi;08:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;6244
2017-05-27;Samedi;09:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;3139
2017-05-27;Samedi;09:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;1372
2017-05-27;Samedi;10:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;3225
2017-05-27;Samedi;11:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;4523
2017-05-27;Samedi;11:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;8732
2017-05-27;Samedi;11:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;554
2017-05-27;Samedi;12:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;5048
2017-05-27;Samedi;12:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;6994
2017-05-27;Samedi;12:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;9225
2017-05-27;Samedi;12:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;7169
2017-05-27;Samedi;13:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;7373
2017-05-27;Samedi;13:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;6030
2017-05-27;Samedi;13:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;5087
2017-05-27;Samedi;13:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;5161
2017-05-27;Samedi;13:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;7213
2017-05-27;Samedi;14:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;1876
2017-05-27;Samedi;14:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;573
2017-05-27;Samedi;14:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;8715
2017-05-27;Samedi;14:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;9239
2017-05-27;Samedi;15:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;9324
2017-05-27;Samedi;15:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;4558
2017-05-27;Samedi;15:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;8562
2017-05-27;Samedi;15:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;1298
2017-05-27;Samedi;15:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;200
2017-05-27;Samedi;16:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;1851
2017-05-27;Samedi;16:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;1996
2017-05-27;Samedi;17:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;5932
2017-05-27;Samedi;17:00:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;8284
2017-05-27;Samedi;17:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;9571
2017-05-27;Samedi;17:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;7789
2017-05-27;Samedi;17:30:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;6418
2017-05-27;Samedi;18:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;9211
2017-05-27;Samedi;18:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;2908
2017-05-27;Samedi;18:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;1785
2017-05-27;Samedi;19:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;7110
2017-05-27;Samedi;19:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;9842
2017-05-27;Samedi;20:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;9841
2017-05-27;Samedi;20:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;7443
2017-05-27;Samedi;20:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;2975
2017-05-27;Samedi;20:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;3767
2017-05-27;Samedi;20:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;8939
2017-05-27;Samedi;20:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;2318
2017-05-27;Samedi;20:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;2828
2017-05-27;Samedi;20:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;8854
2017-05-27;Samedi;21:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;4275
2017-05-27;Samedi;21:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;2119
2017-05-27;Samedi;21:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;3731
2017-05-27;Samedi;22:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;7591
2017-05-27;Samedi;22:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;2152
2017-05-27;Samedi;23:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;1352
2017-05-27;Samedi;23:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;9890
2017-05-28;Dimanche;01:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;1536
2017-05-28;Dimanche;06:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;753
2017-05-28;Dimanche;08:30:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;6844
2017-05-28;Dimanche;09:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;6129
2017-05-28;Dimanche;10:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;6812
2017-05-28;Dimanche;10:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;6359
2017-05-28;Dimanche;10:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;3272
2017-05-28;Dimanche;10:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;1949
2017-05-28;Dimanche;11:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;7670
2017-05-28;Dimanche;12:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;759
2017-05-28;Dimanche;12:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;1091
2017-05-28;Dimanche;12:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;706
2017-05-28;Dimanche;13:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;7528
2017-05-28;Dimanche;13:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;6878
2017-05-28;Dimanche;13:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;8619
2017-05-28;Dimanche;13:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;5609
2017-05-28;Dimanche;14:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;5919
2017-05-28;Dimanche;14:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;4473
2017-05-28;Dimanche;14:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;2033
2017-05-28;Dimanche;14:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;8019
2017-05-28;Dimanche;15:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;7460
2017-05-28;Dimanche;16:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;5897
2017-05-28;Dimanche;16:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;7583
2017-05-28;Dimanche;17:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;4782
2017-05-28;Dimanche;17:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;1573
2017-05-28;Dimanche;18:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;1656
2017-05-28;Dimanche;18:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;3524
2017-05-28;Dimanche;19:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;6524
2017-05-28;Dimanche;19:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;604
2017-05-28;Dimanche;19:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;2472
2017-05-28;Dimanche;20:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;9823
2017-05-28;Dimanche;20:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;5444
2017-05-28;Dimanche;21:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;9915
2017-05-28;Dimanche;21:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;6515
2017-05-28;Dimanche;22:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;7136
2017-05-29;Lundi;04:00:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;3830
2017-05-29;Lundi;06:30:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;8705
2017-05-29;Lundi;08:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;6166
2017-05-29;Lundi;08:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;5001
2017-05-29;Lundi;08:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;3909
2017-05-29;Lundi;08:30:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;6419
2017-05-29;Lundi;09:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;2991
2017-05-29;Lundi;10:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;9913
2017-05-29;Lundi;10:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;3470
2017-05-29;Lundi;10:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;4600
2017-05-29;Lundi;11:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;793
2017-05-29;Lundi;11:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;2297
2017-05-29;Lundi;12:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;3455
2017-05-29;Lundi;13:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;4929
2017-05-29;Lundi;14:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;7844
2017-05-29;Lundi;14:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;1421
2017-05-29;Lundi;17:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;5720
2017-05-29;Lundi;17:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;6113
2017-05-29;Lundi;17:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;318
2017-05-29;Lundi;17:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;3288
2017-05-29;Lundi;17:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;9793
2017-05-29;Lundi;17:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;9371
2017-05-29;Lundi;17:30:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;4206
2017-05-29;Lundi;18:00:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;4944
2017-05-29;Lundi;19:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;7066
2017-05-29;Lundi;19:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;482
2017-05-29;Lundi;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;7717
2017-05-29;Lundi;19:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;548
2017-05-29;Lundi;20:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;8613
2017-05-29;Lundi;20:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;7210
2017-05-29;Lundi;20:00:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;2305
2017-05-29;Lundi;20:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;6315
2017-05-29;Lundi;20:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;4697
2017-05-29;Lundi;21:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;3101
2017-05-29;Lundi;21:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;3520
2017-05-29;Lundi;22:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;2411
2017-05-29;Lundi;23:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;7318
2017-05-30;Mardi;00:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;4888
2017-05-30;Mardi;07:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;2391
2017-05-30;Mardi;08:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;8141
2017-05-30;Mardi;08:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;8541
2017-05-30;Mardi;10:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;7650
2017-05-30;Mardi;10:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;2704
2017-05-30;Mardi;10:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;9370
2017-05-30;Mardi;11:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;8448
2017-05-30;Mardi;11:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;3528
2017-05-30;Mardi;11:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;774
