Date;JourDeLaSemaine;ZoneAnalyse;Continent;Pays;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-05-23;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;8421
2017-05-23;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;6962
2017-05-24;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;8151
2017-05-24;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;6166
2017-05-24;Mercredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;9159
2017-05-24;Mercredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;2836
2017-05-24;Mercredi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;7319
2017-05-25;Jeudi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;9469
2017-05-25;Jeudi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;7655
2017-05-25;Jeudi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;2505
2017-05-25;Jeudi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;8326
2017-05-25;Jeudi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;5564
2017-05-25;Jeudi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;1918
2017-05-25;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;8186
2017-05-26;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;7899
2017-05-26;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;Visiteur;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;1252
2017-05-26;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;384
2017-05-26;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;6156
2017-05-26;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;6759
2017-05-26;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;4975
2017-05-26;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;868
2017-05-27;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;Visiteur;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;2525
2017-05-27;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;1488
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;4729
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;3064
2017-05-27;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;5022
2017-05-27;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;2443
2017-05-27;Samedi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;Visiteur;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;5350
2017-05-28;Dimanche;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;8550
2017-05-28;Dimanche;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode normale;3153
2017-05-28;Dimanche;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;116
2017-05-28;Dimanche;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Italie;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;7388
2017-05-28;Dimanche;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-28;Dimanche;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;4875
2017-05-28;Dimanche;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;2646
2017-05-29;Lundi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;8993
2017-05-29;Lundi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;9162
2017-05-29;Lundi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;2046
2017-05-29;Lundi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-29;Lundi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;4354
2017-05-29;Lundi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Asie;Japon;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;1067
2017-05-30;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;4475
2017-05-30;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;7332
2017-05-30;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-30;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;7907
2017-05-30;Mardi;Zone FIMU;Oceanie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;Visiteur;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;9471
2017-05-31;Mercredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;1279
2017-05-31;Mercredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;8441
2017-05-31;Mercredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Italie;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;#
2017-05-31;Mercredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;5061
2017-06-01;Jeudi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode evenement;8521
2017-06-01;Jeudi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode evenement;7769
2017-06-01;Jeudi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Italie;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode evenement;8267
2017-06-01;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-01;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode evenement;6758
2017-06-02;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode evenement;70
2017-06-02;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode evenement;9191
2017-06-02;Vendredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode evenement;9224
2017-06-02;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode evenement;9061
2017-06-03;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode evenement;4484
2017-06-03;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode evenement;3517
2017-06-03;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode evenement;5177
2017-06-03;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode evenement;395
2017-06-03;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode evenement;9436
2017-06-03;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode evenement;9080
2017-06-03;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode evenement;1573
2017-06-03;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode evenement;2798
2017-06-04;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode evenement;2507
2017-06-04;Dimanche;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode evenement;9046
2017-06-04;Dimanche;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode evenement;5305
