Date;JourDeLaSemaine;TypeNuitee;CategorieVisiteurs;ZoneNuitee;Volume
2016-05-06;Vendredi;Soir;Touriste Français;Agglomeration de Belfort;1618
2016-05-06;Vendredi;Soir;Touriste Français;Agglomeration de Montbeliard;6213
2016-05-06;Vendredi;Soir;Touriste Français;Agglomeration de Hericourt;8418
2016-05-06;Vendredi;Soir;Touriste Français;Reste Territoire de Belfort;6906
2016-05-06;Vendredi;Soir;Touriste Français;Reste Haute Saone;232
2016-05-06;Vendredi;Soir;Touriste Français;Reste Doubs;3238
2016-05-06;Vendredi;Soir;Touriste Français;Haut Rhin Sud;3978
2016-05-06;Vendredi;Soir;Touriste Français;Haut Rhin Nord;1615
2016-05-06;Vendredi;Soir;Touriste Français;Vosges;3203
2016-05-06;Vendredi;Soir;Touriste Etranger;Ville de Belfort;6659
2016-05-06;Vendredi;Soir;Touriste Etranger;Agglomeration de Belfort;5795
2016-05-06;Vendredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;1832
2016-05-06;Vendredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-06;Vendredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-06;Vendredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-06;Vendredi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-06;Vendredi;Soir;Touriste Etranger;Haut Rhin Sud;7018
2016-05-06;Vendredi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-06;Vendredi;Soir;Touriste Etranger;Vosges;7662
2016-05-07;Samedi;Soir;Résident ;Ville de Belfort;7948
2016-05-07;Samedi;Soir;Résident ;Agglomeration de Belfort;2987
2016-05-07;Samedi;Soir;Résident ;Agglomeration de Montbeliard;3369
2016-05-07;Samedi;Soir;Résident ;Agglomeration de Hericourt;1334
2016-05-07;Samedi;Soir;Résident ;Reste Territoire de Belfort;1153
2016-05-07;Samedi;Soir;Résident ;Reste Haute Saone;#
2016-05-07;Samedi;Soir;Résident ;Reste Doubs;8874
2016-05-07;Samedi;Soir;Résident ;Haut Rhin Sud;8981
2016-05-07;Samedi;Soir;Résident ;Haut Rhin Nord;#
2016-05-07;Samedi;Soir;Touriste Français;Ville de Belfort;4712
2016-05-07;Samedi;Soir;Touriste Français;Agglomeration de Belfort;8196
2016-05-07;Samedi;Soir;Touriste Français;Agglomeration de Montbeliard;8300
2016-05-07;Samedi;Soir;Touriste Français;Agglomeration de Hericourt;1770
2016-05-07;Samedi;Soir;Touriste Français;Reste Territoire de Belfort;8071
2016-05-07;Samedi;Soir;Touriste Français;Reste Haute Saone;4091
2016-05-07;Samedi;Soir;Touriste Français;Reste Doubs;1586
2016-05-07;Samedi;Soir;Touriste Français;Haut Rhin Sud;9408
2016-05-07;Samedi;Soir;Touriste Français;Haut Rhin Nord;1370
2016-05-07;Samedi;Soir;Touriste Français;Vosges;7799
2016-05-07;Samedi;Soir;Touriste Etranger;Ville de Belfort;2949
2016-05-07;Samedi;Soir;Touriste Etranger;Agglomeration de Belfort;7867
2016-05-07;Samedi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-07;Samedi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-07;Samedi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-07;Samedi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-07;Samedi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-07;Samedi;Soir;Touriste Etranger;Vosges;#
2016-05-08;Dimanche;Soir;Résident ;Ville de Belfort;564
2016-05-08;Dimanche;Soir;Résident ;Agglomeration de Belfort;4099
2016-05-08;Dimanche;Soir;Résident ;Agglomeration de Montbeliard;7210
2016-05-08;Dimanche;Soir;Résident ;Agglomeration de Hericourt;#
2016-05-08;Dimanche;Soir;Résident ;Reste Territoire de Belfort;8366
2016-05-08;Dimanche;Soir;Résident ;Reste Haute Saone;#
2016-05-08;Dimanche;Soir;Résident ;Reste Doubs;#
2016-05-08;Dimanche;Soir;Résident ;Haut Rhin Sud;#
2016-05-08;Dimanche;Soir;Résident ;Haut Rhin Nord;#
2016-05-08;Dimanche;Soir;Touriste Français;Ville de Belfort;8237
2016-05-08;Dimanche;Soir;Touriste Français;Agglomeration de Belfort;7470
2016-05-08;Dimanche;Soir;Touriste Français;Agglomeration de Montbeliard;1329
2016-05-08;Dimanche;Soir;Touriste Français;Agglomeration de Hericourt;1024
2016-05-08;Dimanche;Soir;Touriste Français;Reste Territoire de Belfort;#
2016-05-08;Dimanche;Soir;Touriste Français;Reste Haute Saone;4919
2016-05-08;Dimanche;Soir;Touriste Français;Reste Doubs;6240
2016-05-08;Dimanche;Soir;Touriste Français;Haut Rhin Sud;#
2016-05-08;Dimanche;Soir;Touriste Français;Haut Rhin Nord;8143
2016-05-08;Dimanche;Soir;Touriste Français;Vosges;#
2016-05-08;Dimanche;Soir;Touriste Etranger;Ville de Belfort;1374
2016-05-08;Dimanche;Soir;Touriste Etranger;Agglomeration de Belfort;#
2016-05-08;Dimanche;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-08;Dimanche;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-08;Dimanche;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-08;Dimanche;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-09;Lundi;Soir;Résident ;Ville de Belfort;9522
2016-05-09;Lundi;Soir;Résident ;Agglomeration de Belfort;7838
2016-05-09;Lundi;Soir;Résident ;Agglomeration de Montbeliard;6577
2016-05-09;Lundi;Soir;Résident ;Agglomeration de Hericourt;1170
2016-05-09;Lundi;Soir;Résident ;Reste Territoire de Belfort;2524
2016-05-09;Lundi;Soir;Résident ;Reste Haute Saone;8066
2016-05-09;Lundi;Soir;Résident ;Haut Rhin Sud;3670
2016-05-09;Lundi;Soir;Résident ;Vosges;#
2016-05-09;Lundi;Soir;Touriste Français;Ville de Belfort;4932
2016-05-09;Lundi;Soir;Touriste Français;Agglomeration de Belfort;2849
2016-05-09;Lundi;Soir;Touriste Français;Agglomeration de Montbeliard;8342
2016-05-09;Lundi;Soir;Touriste Français;Agglomeration de Hericourt;489
2016-05-09;Lundi;Soir;Touriste Français;Reste Territoire de Belfort;3078
2016-05-09;Lundi;Soir;Touriste Français;Reste Haute Saone;3737
2016-05-09;Lundi;Soir;Touriste Français;Reste Doubs;6276
2016-05-09;Lundi;Soir;Touriste Français;Haut Rhin Sud;7579
2016-05-09;Lundi;Soir;Touriste Français;Haut Rhin Nord;9765
2016-05-09;Lundi;Soir;Touriste Etranger;Ville de Belfort;9144
2016-05-09;Lundi;Soir;Touriste Etranger;Agglomeration de Belfort;774
2016-05-09;Lundi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-09;Lundi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-09;Lundi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-09;Lundi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-09;Lundi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-10;Mardi;Soir;Résident ;Ville de Belfort;678
2016-05-10;Mardi;Soir;Résident ;Agglomeration de Belfort;9707
2016-05-10;Mardi;Soir;Résident ;Agglomeration de Montbeliard;3772
2016-05-10;Mardi;Soir;Résident ;Agglomeration de Hericourt;8181
2016-05-10;Mardi;Soir;Résident ;Reste Territoire de Belfort;6235
2016-05-10;Mardi;Soir;Résident ;Reste Haute Saone;5552
2016-05-10;Mardi;Soir;Résident ;Reste Doubs;9915
2016-05-10;Mardi;Soir;Résident ;Haut Rhin Sud;6579
2016-05-10;Mardi;Soir;Touriste Français;Ville de Belfort;6335
2016-05-10;Mardi;Soir;Touriste Français;Agglomeration de Belfort;6383
2016-05-10;Mardi;Soir;Touriste Français;Agglomeration de Montbeliard;8211
2016-05-10;Mardi;Soir;Touriste Français;Agglomeration de Hericourt;4900
2016-05-10;Mardi;Soir;Touriste Français;Reste Territoire de Belfort;6997
2016-05-10;Mardi;Soir;Touriste Français;Reste Haute Saone;3969
2016-05-10;Mardi;Soir;Touriste Français;Reste Doubs;9722
2016-05-10;Mardi;Soir;Touriste Français;Haut Rhin Sud;7303
2016-05-10;Mardi;Soir;Touriste Français;Haut Rhin Nord;7765
2016-05-10;Mardi;Soir;Touriste Français;Vosges;#
2016-05-10;Mardi;Soir;Touriste Etranger;Ville de Belfort;5235
2016-05-10;Mardi;Soir;Touriste Etranger;Agglomeration de Belfort;2610
2016-05-10;Mardi;Soir;Touriste Etranger;Agglomeration de Montbeliard;2991
2016-05-10;Mardi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-10;Mardi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-10;Mardi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-10;Mardi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-10;Mardi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-11;Mercredi;Soir;Résident ;Ville de Belfort;3315
2016-05-11;Mercredi;Soir;Résident ;Agglomeration de Belfort;3538
2016-05-11;Mercredi;Soir;Résident ;Agglomeration de Montbeliard;5365
2016-05-11;Mercredi;Soir;Résident ;Agglomeration de Hericourt;719
2016-05-11;Mercredi;Soir;Résident ;Reste Territoire de Belfort;8487
2016-05-11;Mercredi;Soir;Résident ;Reste Haute Saone;9712
2016-05-11;Mercredi;Soir;Résident ;Reste Doubs;1559
2016-05-11;Mercredi;Soir;Résident ;Haut Rhin Sud;2697
2016-05-11;Mercredi;Soir;Résident ;Haut Rhin Nord;#
2016-05-11;Mercredi;Soir;Touriste Français;Ville de Belfort;180
2016-05-11;Mercredi;Soir;Touriste Français;Agglomeration de Belfort;1740
2016-05-11;Mercredi;Soir;Touriste Français;Agglomeration de Montbeliard;4499
2016-05-11;Mercredi;Soir;Touriste Français;Agglomeration de Hericourt;9610
2016-05-11;Mercredi;Soir;Touriste Français;Reste Territoire de Belfort;2463
2016-05-11;Mercredi;Soir;Touriste Français;Reste Haute Saone;7075
2016-05-11;Mercredi;Soir;Touriste Français;Reste Doubs;4894
2016-05-11;Mercredi;Soir;Touriste Français;Haut Rhin Sud;1522
2016-05-11;Mercredi;Soir;Touriste Français;Haut Rhin Nord;#
2016-05-11;Mercredi;Soir;Touriste Français;Vosges;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Ville de Belfort;357
2016-05-11;Mercredi;Soir;Touriste Etranger;Agglomeration de Belfort;5046
2016-05-11;Mercredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-11;Mercredi;Soir;Touriste Etranger;Vosges;#
2016-05-12;Jeudi;Soir;Résident ;Ville de Belfort;1951
2016-05-12;Jeudi;Soir;Résident ;Agglomeration de Belfort;7723
2016-05-12;Jeudi;Soir;Résident ;Agglomeration de Montbeliard;3254
2016-05-12;Jeudi;Soir;Résident ;Agglomeration de Hericourt;541
2016-05-12;Jeudi;Soir;Résident ;Reste Territoire de Belfort;2913
2016-05-12;Jeudi;Soir;Résident ;Reste Haute Saone;8162
2016-05-12;Jeudi;Soir;Résident ;Reste Doubs;8698
2016-05-12;Jeudi;Soir;Résident ;Haut Rhin Sud;6632
2016-05-12;Jeudi;Soir;Résident ;Haut Rhin Nord;#
2016-05-12;Jeudi;Soir;Touriste Français;Ville de Belfort;2865
2016-05-12;Jeudi;Soir;Touriste Français;Agglomeration de Belfort;2969
2016-05-12;Jeudi;Soir;Touriste Français;Agglomeration de Montbeliard;4984
2016-05-12;Jeudi;Soir;Touriste Français;Agglomeration de Hericourt;2892
2016-05-12;Jeudi;Soir;Touriste Français;Reste Territoire de Belfort;1326
2016-05-12;Jeudi;Soir;Touriste Français;Reste Haute Saone;5278
2016-05-12;Jeudi;Soir;Touriste Français;Reste Doubs;1674
2016-05-12;Jeudi;Soir;Touriste Français;Haut Rhin Sud;4912
2016-05-12;Jeudi;Soir;Touriste Français;Haut Rhin Nord;4149
2016-05-12;Jeudi;Soir;Touriste Français;Vosges;7051
2016-05-12;Jeudi;Soir;Touriste Etranger;Ville de Belfort;9923
2016-05-12;Jeudi;Soir;Touriste Etranger;Agglomeration de Belfort;5767
2016-05-12;Jeudi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-12;Jeudi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-12;Jeudi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-12;Jeudi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-12;Jeudi;Soir;Touriste Etranger;Vosges;#
2016-05-13;Vendredi;Soir;Résident ;Ville de Belfort;1228
2016-05-13;Vendredi;Soir;Résident ;Agglomeration de Belfort;146
2016-05-13;Vendredi;Soir;Résident ;Agglomeration de Montbeliard;1666
2016-05-13;Vendredi;Soir;Résident ;Agglomeration de Hericourt;9730
2016-05-13;Vendredi;Soir;Résident ;Reste Territoire de Belfort;1117
2016-05-13;Vendredi;Soir;Résident ;Reste Haute Saone;7067
2016-05-13;Vendredi;Soir;Résident ;Reste Doubs;3514
2016-05-13;Vendredi;Soir;Résident ;Haut Rhin Sud;887
2016-05-13;Vendredi;Soir;Résident ;Haut Rhin Nord;1294
2016-05-13;Vendredi;Soir;Résident ;Vosges;#
2016-05-13;Vendredi;Soir;Touriste Français;Ville de Belfort;6968
2016-05-13;Vendredi;Soir;Touriste Français;Agglomeration de Belfort;4260
2016-05-13;Vendredi;Soir;Touriste Français;Agglomeration de Montbeliard;1243
2016-05-13;Vendredi;Soir;Touriste Français;Agglomeration de Hericourt;546
2016-05-13;Vendredi;Soir;Touriste Français;Reste Territoire de Belfort;6423
2016-05-13;Vendredi;Soir;Touriste Français;Reste Haute Saone;292
2016-05-13;Vendredi;Soir;Touriste Français;Reste Doubs;2106
2016-05-13;Vendredi;Soir;Touriste Français;Haut Rhin Sud;6275
2016-05-13;Vendredi;Soir;Touriste Français;Haut Rhin Nord;1970
2016-05-13;Vendredi;Soir;Touriste Français;Vosges;#
2016-05-13;Vendredi;Soir;Touriste Etranger;Ville de Belfort;8148
2016-05-13;Vendredi;Soir;Touriste Etranger;Agglomeration de Belfort;9989
2016-05-13;Vendredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-13;Vendredi;Soir;Touriste Etranger;Reste Territoire de Belfort;9456
2016-05-13;Vendredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-13;Vendredi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-13;Vendredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-14;Samedi;Soir;Résident ;Ville de Belfort;4956
2016-05-14;Samedi;Soir;Résident ;Agglomeration de Belfort;251
2016-05-14;Samedi;Soir;Résident ;Agglomeration de Montbeliard;6812
2016-05-14;Samedi;Soir;Résident ;Agglomeration de Hericourt;3771
2016-05-14;Samedi;Soir;Résident ;Reste Territoire de Belfort;2234
2016-05-14;Samedi;Soir;Résident ;Reste Haute Saone;9996
2016-05-14;Samedi;Soir;Résident ;Reste Doubs;1751
2016-05-14;Samedi;Soir;Résident ;Haut Rhin Sud;2757
2016-05-14;Samedi;Soir;Résident ;Haut Rhin Nord;#
2016-05-14;Samedi;Soir;Résident ;Vosges;#
2016-05-14;Samedi;Soir;Touriste Français;Ville de Belfort;3598
2016-05-14;Samedi;Soir;Touriste Français;Agglomeration de Belfort;2007
2016-05-14;Samedi;Soir;Touriste Français;Agglomeration de Montbeliard;2315
2016-05-14;Samedi;Soir;Touriste Français;Agglomeration de Hericourt;7682
2016-05-14;Samedi;Soir;Touriste Français;Reste Territoire de Belfort;2113
2016-05-14;Samedi;Soir;Touriste Français;Reste Haute Saone;7902
2016-05-14;Samedi;Soir;Touriste Français;Reste Doubs;454
2016-05-14;Samedi;Soir;Touriste Français;Haut Rhin Sud;6107
2016-05-14;Samedi;Soir;Touriste Français;Haut Rhin Nord;420
2016-05-14;Samedi;Soir;Touriste Français;Vosges;2978
2016-05-14;Samedi;Soir;Touriste Etranger;Ville de Belfort;423
2016-05-14;Samedi;Soir;Touriste Etranger;Agglomeration de Belfort;9634
2016-05-14;Samedi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-14;Samedi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-14;Samedi;Soir;Touriste Etranger;Reste Territoire de Belfort;7309
2016-05-14;Samedi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-14;Samedi;Soir;Touriste Etranger;Reste Doubs;2200
2016-05-14;Samedi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-14;Samedi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-14;Samedi;Soir;Touriste Etranger;Vosges;#
2016-05-15;Dimanche;Soir;Résident ;Ville de Belfort;6155
2016-05-15;Dimanche;Soir;Résident ;Agglomeration de Belfort;4074
2016-05-15;Dimanche;Soir;Résident ;Agglomeration de Montbeliard;2413
2016-05-15;Dimanche;Soir;Résident ;Agglomeration de Hericourt;8042
2016-05-15;Dimanche;Soir;Résident ;Reste Territoire de Belfort;3384
2016-05-15;Dimanche;Soir;Résident ;Reste Haute Saone;2104
2016-05-15;Dimanche;Soir;Résident ;Reste Doubs;#
2016-05-15;Dimanche;Soir;Résident ;Haut Rhin Sud;7291
2016-05-15;Dimanche;Soir;Résident ;Haut Rhin Nord;#
2016-05-15;Dimanche;Soir;Résident ;Vosges;#
2016-05-15;Dimanche;Soir;Touriste Français;Ville de Belfort;9397
2016-05-15;Dimanche;Soir;Touriste Français;Agglomeration de Belfort;1085
2016-05-15;Dimanche;Soir;Touriste Français;Agglomeration de Montbeliard;7435
2016-05-15;Dimanche;Soir;Touriste Français;Agglomeration de Hericourt;8116
2016-05-15;Dimanche;Soir;Touriste Français;Reste Territoire de Belfort;2790
2016-05-15;Dimanche;Soir;Touriste Français;Reste Haute Saone;8803
2016-05-15;Dimanche;Soir;Touriste Français;Reste Doubs;8457
2016-05-15;Dimanche;Soir;Touriste Français;Haut Rhin Sud;5443
2016-05-15;Dimanche;Soir;Touriste Français;Haut Rhin Nord;6479
2016-05-15;Dimanche;Soir;Touriste Français;Vosges;2320
2016-05-15;Dimanche;Soir;Touriste Etranger;Ville de Belfort;3825
2016-05-15;Dimanche;Soir;Touriste Etranger;Agglomeration de Belfort;2104
2016-05-15;Dimanche;Soir;Touriste Etranger;Agglomeration de Montbeliard;7233
2016-05-15;Dimanche;Soir;Touriste Etranger;Reste Territoire de Belfort;4034
2016-05-15;Dimanche;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-15;Dimanche;Soir;Touriste Etranger;Reste Doubs;4715
2016-05-15;Dimanche;Soir;Touriste Etranger;Haut Rhin Sud;928
2016-05-15;Dimanche;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-16;Lundi;Soir;Résident ;Ville de Belfort;344
2016-05-16;Lundi;Soir;Résident ;Agglomeration de Belfort;3556
2016-05-16;Lundi;Soir;Résident ;Agglomeration de Montbeliard;7145
2016-05-16;Lundi;Soir;Résident ;Agglomeration de Hericourt;7968
2016-05-16;Lundi;Soir;Résident ;Reste Territoire de Belfort;44
2016-05-16;Lundi;Soir;Résident ;Reste Haute Saone;6747
2016-05-16;Lundi;Soir;Résident ;Reste Doubs;2635
2016-05-16;Lundi;Soir;Résident ;Haut Rhin Sud;6109
2016-05-16;Lundi;Soir;Résident ;Haut Rhin Nord;#
2016-05-16;Lundi;Soir;Résident ;Vosges;#
2016-05-16;Lundi;Soir;Touriste Français;Ville de Belfort;7465
2016-05-16;Lundi;Soir;Touriste Français;Agglomeration de Belfort;1408
2016-05-16;Lundi;Soir;Touriste Français;Agglomeration de Montbeliard;6299
2016-05-16;Lundi;Soir;Touriste Français;Agglomeration de Hericourt;5684
2016-05-16;Lundi;Soir;Touriste Français;Reste Territoire de Belfort;5712
2016-05-16;Lundi;Soir;Touriste Français;Reste Haute Saone;504
2016-05-16;Lundi;Soir;Touriste Français;Reste Doubs;8104
2016-05-16;Lundi;Soir;Touriste Français;Haut Rhin Sud;9015
2016-05-16;Lundi;Soir;Touriste Français;Haut Rhin Nord;4102
2016-05-16;Lundi;Soir;Touriste Français;Vosges;9578
2016-05-16;Lundi;Soir;Touriste Etranger;Ville de Belfort;53
2016-05-16;Lundi;Soir;Touriste Etranger;Agglomeration de Belfort;6656
2016-05-16;Lundi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-16;Lundi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-16;Lundi;Soir;Touriste Etranger;Reste Territoire de Belfort;7255
2016-05-16;Lundi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-16;Lundi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-16;Lundi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-16;Lundi;Soir;Touriste Etranger;Haut Rhin Nord;#
2016-05-17;Mardi;Soir;Résident ;Ville de Belfort;2018
2016-05-17;Mardi;Soir;Résident ;Agglomeration de Belfort;1364
2016-05-17;Mardi;Soir;Résident ;Agglomeration de Montbeliard;983
2016-05-17;Mardi;Soir;Résident ;Agglomeration de Hericourt;685
2016-05-17;Mardi;Soir;Résident ;Reste Territoire de Belfort;8471
2016-05-17;Mardi;Soir;Résident ;Reste Haute Saone;5224
2016-05-17;Mardi;Soir;Résident ;Reste Doubs;#
2016-05-17;Mardi;Soir;Résident ;Haut Rhin Sud;#
2016-05-17;Mardi;Soir;Touriste Français;Ville de Belfort;4968
2016-05-17;Mardi;Soir;Touriste Français;Agglomeration de Belfort;9135
2016-05-17;Mardi;Soir;Touriste Français;Agglomeration de Montbeliard;2532
2016-05-17;Mardi;Soir;Touriste Français;Agglomeration de Hericourt;4350
2016-05-17;Mardi;Soir;Touriste Français;Reste Territoire de Belfort;5475
2016-05-17;Mardi;Soir;Touriste Français;Reste Haute Saone;3300
2016-05-17;Mardi;Soir;Touriste Français;Reste Doubs;2419
2016-05-17;Mardi;Soir;Touriste Français;Haut Rhin Sud;5106
2016-05-17;Mardi;Soir;Touriste Français;Haut Rhin Nord;#
2016-05-17;Mardi;Soir;Touriste Français;Vosges;#
2016-05-17;Mardi;Soir;Touriste Etranger;Ville de Belfort;3995
2016-05-17;Mardi;Soir;Touriste Etranger;Agglomeration de Belfort;4410
2016-05-17;Mardi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-17;Mardi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-17;Mardi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-17;Mardi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-17;Mardi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-18;Mercredi;Soir;Résident ;Ville de Belfort;9412
2016-05-18;Mercredi;Soir;Résident ;Agglomeration de Belfort;2854
2016-05-18;Mercredi;Soir;Résident ;Agglomeration de Montbeliard;7527
2016-05-18;Mercredi;Soir;Résident ;Agglomeration de Hericourt;5939
2016-05-18;Mercredi;Soir;Résident ;Reste Territoire de Belfort;2321
2016-05-18;Mercredi;Soir;Résident ;Reste Haute Saone;#
2016-05-18;Mercredi;Soir;Résident ;Reste Doubs;6674
2016-05-18;Mercredi;Soir;Résident ;Haut Rhin Sud;#
2016-05-18;Mercredi;Soir;Touriste Français;Ville de Belfort;3150
2016-05-18;Mercredi;Soir;Touriste Français;Agglomeration de Belfort;7499
2016-05-18;Mercredi;Soir;Touriste Français;Agglomeration de Montbeliard;8118
2016-05-18;Mercredi;Soir;Touriste Français;Agglomeration de Hericourt;3687
2016-05-18;Mercredi;Soir;Touriste Français;Reste Territoire de Belfort;4503
2016-05-18;Mercredi;Soir;Touriste Français;Reste Haute Saone;6536
2016-05-18;Mercredi;Soir;Touriste Français;Reste Doubs;2148
2016-05-18;Mercredi;Soir;Touriste Français;Haut Rhin Sud;5945
2016-05-18;Mercredi;Soir;Touriste Français;Haut Rhin Nord;3315
2016-05-18;Mercredi;Soir;Touriste Français;Vosges;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Ville de Belfort;9264
2016-05-18;Mercredi;Soir;Touriste Etranger;Agglomeration de Belfort;1018
2016-05-18;Mercredi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Haut Rhin Sud;#
2016-05-18;Mercredi;Soir;Touriste Etranger;Vosges;#
2016-05-19;Jeudi;Soir;Résident ;Ville de Belfort;1051
2016-05-19;Jeudi;Soir;Résident ;Agglomeration de Belfort;9418
2016-05-19;Jeudi;Soir;Résident ;Agglomeration de Montbeliard;4447
2016-05-19;Jeudi;Soir;Résident ;Agglomeration de Hericourt;2387
2016-05-19;Jeudi;Soir;Résident ;Reste Territoire de Belfort;5077
2016-05-19;Jeudi;Soir;Résident ;Reste Haute Saone;2688
2016-05-19;Jeudi;Soir;Résident ;Reste Doubs;#
2016-05-19;Jeudi;Soir;Résident ;Haut Rhin Sud;8390
2016-05-19;Jeudi;Soir;Résident ;Haut Rhin Nord;#
2016-05-19;Jeudi;Soir;Touriste Français;Ville de Belfort;3934
2016-05-19;Jeudi;Soir;Touriste Français;Agglomeration de Belfort;3745
2016-05-19;Jeudi;Soir;Touriste Français;Agglomeration de Montbeliard;3966
2016-05-19;Jeudi;Soir;Touriste Français;Agglomeration de Hericourt;3952
2016-05-19;Jeudi;Soir;Touriste Français;Reste Territoire de Belfort;3588
2016-05-19;Jeudi;Soir;Touriste Français;Reste Haute Saone;7497
2016-05-19;Jeudi;Soir;Touriste Français;Reste Doubs;5375
2016-05-19;Jeudi;Soir;Touriste Français;Haut Rhin Sud;1756
2016-05-19;Jeudi;Soir;Touriste Français;Haut Rhin Nord;6244
2016-05-19;Jeudi;Soir;Touriste Français;Vosges;#
2016-05-19;Jeudi;Soir;Touriste Etranger;Ville de Belfort;5148
2016-05-19;Jeudi;Soir;Touriste Etranger;Agglomeration de Belfort;555
2016-05-19;Jeudi;Soir;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-19;Jeudi;Soir;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-19;Jeudi;Soir;Touriste Etranger;Reste Territoire de Belfort;1084
2016-05-19;Jeudi;Soir;Touriste Etranger;Reste Haute Saone;#
2016-05-19;Jeudi;Soir;Touriste Etranger;Reste Doubs;#
2016-05-19;Jeudi;Soir;Touriste Etranger;Vosges;#
2016-05-20;Vendredi;Soir;Résident ;Ville de Belfort;9673
2016-05-20;Vendredi;Soir;Résident ;Agglomeration de Belfort;1756
2016-05-20;Vendredi;Soir;Résident ;Agglomeration de Montbeliard;9688
2016-05-20;Vendredi;Soir;Résident ;Agglomeration de Hericourt;1769
2016-05-20;Vendredi;Soir;Résident ;Reste Territoire de Belfort;1247
2016-05-20;Vendredi;Soir;Résident ;Reste Haute Saone;8284
2016-05-20;Vendredi;Soir;Résident ;Reste Doubs;5355
2016-05-20;Vendredi;Soir;Résident ;Haut Rhin Sud;2191
2016-05-20;Vendredi;Soir;Résident ;Vosges;#
2016-05-20;Vendredi;Soir;Touriste Français;Ville de Belfort;8884
