Date;JourDeLaSemaine;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-04-30;Samedi;Visiteur;9J;Résident ;All-FIMU;8194
2016-04-30;Samedi;Visiteur;9J;Touriste Français;All-FIMU;5459
2016-04-30;Samedi;Visiteur;9J;Touriste Etranger;All-FIMU;1697
2016-04-30;Samedi;Visiteur;10J;Résident ;All-FIMU;6700
2016-04-30;Samedi;Visiteur;10J;Touriste Français;All-FIMU;8735
2016-04-30;Samedi;Visiteur;10J;Touriste Etranger;All-FIMU;3812
2016-04-30;Samedi;Visiteur;11J;Résident ;All-FIMU;6306
2016-04-30;Samedi;Visiteur;11J;Touriste Français;All-FIMU;1096
2016-04-30;Samedi;Visiteur;11J;Touriste Etranger;All-FIMU;7243
2016-04-30;Samedi;Visiteur;12J;Résident ;All-FIMU;9825
2016-04-30;Samedi;Visiteur;12J;Touriste Français;All-FIMU;1070
2016-04-30;Samedi;Visiteur;12J;Touriste Etranger;All-FIMU;8659
2016-04-30;Samedi;Visiteur;13J;Résident ;All-FIMU;5848
2016-04-30;Samedi;Visiteur;13J;Touriste Français;All-FIMU;9430
2016-04-30;Samedi;Visiteur;13J;Touriste Etranger;All-FIMU;1382
2016-04-30;Samedi;Visiteur;14J;Résident ;All-FIMU;2608
2016-04-30;Samedi;Visiteur;14J;Touriste Français;All-FIMU;8175
2016-04-30;Samedi;Visiteur;14J;Touriste Etranger;All-FIMU;3441
2016-05-01;Dimanche;Visiteur;1J;Résident ;All-FIMU;7722
2016-05-01;Dimanche;Visiteur;1J;Touriste Français;All-FIMU;9407
2016-05-01;Dimanche;Visiteur;1J;Touriste Etranger;All-FIMU;6371
2016-05-01;Dimanche;Visiteur;2J;Résident ;All-FIMU;5301
2016-05-01;Dimanche;Visiteur;2J;Touriste Français;All-FIMU;8286
2016-05-01;Dimanche;Visiteur;2J;Touriste Etranger;All-FIMU;8837
2016-05-01;Dimanche;Visiteur;3J;Résident ;All-FIMU;3713
2016-05-01;Dimanche;Visiteur;3J;Touriste Français;All-FIMU;3412
2016-05-01;Dimanche;Visiteur;3J;Touriste Etranger;All-FIMU;5646
2016-05-01;Dimanche;Visiteur;4J;Résident ;All-FIMU;1288
2016-05-01;Dimanche;Visiteur;4J;Touriste Français;All-FIMU;168
2016-05-01;Dimanche;Visiteur;4J;Touriste Etranger;All-FIMU;7580
2016-05-01;Dimanche;Visiteur;5J;Résident ;All-FIMU;7217
2016-05-01;Dimanche;Visiteur;5J;Touriste Français;All-FIMU;4302
2016-05-01;Dimanche;Visiteur;5J;Touriste Etranger;All-FIMU;1156
2016-05-01;Dimanche;Visiteur;6J;Résident ;All-FIMU;5553
2016-05-01;Dimanche;Visiteur;6J;Touriste Français;All-FIMU;6114
2016-05-01;Dimanche;Visiteur;6J;Touriste Etranger;All-FIMU;4198
2016-05-01;Dimanche;Visiteur;7J;Résident ;All-FIMU;5846
2016-05-01;Dimanche;Visiteur;7J;Touriste Français;All-FIMU;3162
2016-05-01;Dimanche;Visiteur;7J;Touriste Etranger;All-FIMU;1270
2016-05-01;Dimanche;Visiteur;8J;Résident ;All-FIMU;2597
2016-05-01;Dimanche;Visiteur;8J;Touriste Français;All-FIMU;995
2016-05-01;Dimanche;Visiteur;8J;Touriste Etranger;All-FIMU;9360
2016-05-01;Dimanche;Visiteur;9J;Résident ;All-FIMU;242
2016-05-01;Dimanche;Visiteur;9J;Touriste Français;All-FIMU;8338
2016-05-01;Dimanche;Visiteur;9J;Touriste Etranger;All-FIMU;3994
2016-05-01;Dimanche;Visiteur;10J;Résident ;All-FIMU;8477
2016-05-01;Dimanche;Visiteur;10J;Touriste Français;All-FIMU;4346
2016-05-01;Dimanche;Visiteur;10J;Touriste Etranger;All-FIMU;7260
2016-05-01;Dimanche;Visiteur;11J;Résident ;All-FIMU;9976
2016-05-01;Dimanche;Visiteur;11J;Touriste Français;All-FIMU;5510
2016-05-01;Dimanche;Visiteur;11J;Touriste Etranger;All-FIMU;5620
2016-05-01;Dimanche;Visiteur;12J;Résident ;All-FIMU;8433
2016-05-01;Dimanche;Visiteur;12J;Touriste Français;All-FIMU;968
2016-05-01;Dimanche;Visiteur;12J;Touriste Etranger;All-FIMU;5187
2016-05-01;Dimanche;Visiteur;13J;Résident ;All-FIMU;9991
2016-05-01;Dimanche;Visiteur;13J;Touriste Français;All-FIMU;1191
2016-05-01;Dimanche;Visiteur;13J;Touriste Etranger;All-FIMU;3402
2016-05-01;Dimanche;Visiteur;14J;Résident ;All-FIMU;6525
2016-05-01;Dimanche;Visiteur;14J;Touriste Français;All-FIMU;9050
2016-05-01;Dimanche;Visiteur;14J;Touriste Etranger;All-FIMU;4296
2016-05-02;Lundi;Visiteur;1J;Résident ;All-FIMU;9757
2016-05-02;Lundi;Visiteur;1J;Touriste Français;All-FIMU;4401
2016-05-02;Lundi;Visiteur;1J;Touriste Etranger;All-FIMU;1222
2016-05-02;Lundi;Visiteur;2J;Résident ;All-FIMU;3831
2016-05-02;Lundi;Visiteur;2J;Touriste Français;All-FIMU;8219
2016-05-02;Lundi;Visiteur;2J;Touriste Etranger;All-FIMU;2678
2016-05-02;Lundi;Visiteur;3J;Résident ;All-FIMU;5067
2016-05-02;Lundi;Visiteur;3J;Touriste Français;All-FIMU;9462
2016-05-02;Lundi;Visiteur;3J;Touriste Etranger;All-FIMU;3239
2016-05-02;Lundi;Visiteur;4J;Résident ;All-FIMU;2117
2016-05-02;Lundi;Visiteur;4J;Touriste Français;All-FIMU;312
2016-05-02;Lundi;Visiteur;4J;Touriste Etranger;All-FIMU;8450
2016-05-02;Lundi;Visiteur;5J;Résident ;All-FIMU;72
2016-05-02;Lundi;Visiteur;5J;Touriste Français;All-FIMU;9776
2016-05-02;Lundi;Visiteur;5J;Touriste Etranger;All-FIMU;9410
2016-05-02;Lundi;Visiteur;6J;Résident ;All-FIMU;1485
2016-05-02;Lundi;Visiteur;6J;Touriste Français;All-FIMU;3317
2016-05-02;Lundi;Visiteur;6J;Touriste Etranger;All-FIMU;9041
2016-05-02;Lundi;Visiteur;7J;Résident ;All-FIMU;2124
2016-05-02;Lundi;Visiteur;7J;Touriste Français;All-FIMU;968
2016-05-02;Lundi;Visiteur;7J;Touriste Etranger;All-FIMU;2096
2016-05-02;Lundi;Visiteur;8J;Résident ;All-FIMU;1827
2016-05-02;Lundi;Visiteur;8J;Touriste Français;All-FIMU;9693
2016-05-02;Lundi;Visiteur;8J;Touriste Etranger;All-FIMU;3527
2016-05-02;Lundi;Visiteur;9J;Résident ;All-FIMU;8625
2016-05-02;Lundi;Visiteur;9J;Touriste Français;All-FIMU;5199
2016-05-02;Lundi;Visiteur;9J;Touriste Etranger;All-FIMU;1760
2016-05-02;Lundi;Visiteur;10J;Résident ;All-FIMU;8576
2016-05-02;Lundi;Visiteur;10J;Touriste Français;All-FIMU;2686
2016-05-02;Lundi;Visiteur;10J;Touriste Etranger;All-FIMU;298
2016-05-02;Lundi;Visiteur;11J;Résident ;All-FIMU;5829
2016-05-02;Lundi;Visiteur;11J;Touriste Français;All-FIMU;7362
2016-05-02;Lundi;Visiteur;11J;Touriste Etranger;All-FIMU;8138
2016-05-02;Lundi;Visiteur;12J;Résident ;All-FIMU;5042
2016-05-02;Lundi;Visiteur;12J;Touriste Français;All-FIMU;1291
2016-05-02;Lundi;Visiteur;12J;Touriste Etranger;All-FIMU;3779
2016-05-02;Lundi;Visiteur;13J;Résident ;All-FIMU;5554
2016-05-02;Lundi;Visiteur;13J;Touriste Français;All-FIMU;6656
2016-05-02;Lundi;Visiteur;13J;Touriste Etranger;All-FIMU;8380
2016-05-02;Lundi;Visiteur;14J;Résident ;All-FIMU;3962
2016-05-02;Lundi;Visiteur;14J;Touriste Français;All-FIMU;2811
2016-05-02;Lundi;Visiteur;14J;Touriste Etranger;All-FIMU;5318
2016-05-03;Mardi;Visiteur;1J;Résident ;All-FIMU;1426
2016-05-03;Mardi;Visiteur;1J;Touriste Français;All-FIMU;62
2016-05-03;Mardi;Visiteur;1J;Touriste Etranger;All-FIMU;1155
2016-05-03;Mardi;Visiteur;2J;Résident ;All-FIMU;7697
2016-05-03;Mardi;Visiteur;2J;Touriste Français;All-FIMU;3225
2016-05-03;Mardi;Visiteur;2J;Touriste Etranger;All-FIMU;4640
2016-05-03;Mardi;Visiteur;3J;Résident ;All-FIMU;7434
2016-05-03;Mardi;Visiteur;3J;Touriste Français;All-FIMU;1188
2016-05-03;Mardi;Visiteur;3J;Touriste Etranger;All-FIMU;6178
2016-05-03;Mardi;Visiteur;4J;Résident ;All-FIMU;3443
2016-05-03;Mardi;Visiteur;4J;Touriste Français;All-FIMU;5459
2016-05-03;Mardi;Visiteur;4J;Touriste Etranger;All-FIMU;697
2016-05-03;Mardi;Visiteur;5J;Résident ;All-FIMU;8306
2016-05-03;Mardi;Visiteur;5J;Touriste Français;All-FIMU;4086
2016-05-03;Mardi;Visiteur;5J;Touriste Etranger;All-FIMU;676
2016-05-03;Mardi;Visiteur;6J;Résident ;All-FIMU;2996
2016-05-03;Mardi;Visiteur;6J;Touriste Français;All-FIMU;4871
2016-05-03;Mardi;Visiteur;6J;Touriste Etranger;All-FIMU;7180
2016-05-03;Mardi;Visiteur;7J;Résident ;All-FIMU;3598
2016-05-03;Mardi;Visiteur;7J;Touriste Français;All-FIMU;9328
2016-05-03;Mardi;Visiteur;7J;Touriste Etranger;All-FIMU;739
2016-05-03;Mardi;Visiteur;8J;Résident ;All-FIMU;2575
2016-05-03;Mardi;Visiteur;8J;Touriste Français;All-FIMU;2355
2016-05-03;Mardi;Visiteur;8J;Touriste Etranger;All-FIMU;9794
2016-05-03;Mardi;Visiteur;9J;Résident ;All-FIMU;4271
2016-05-03;Mardi;Visiteur;9J;Touriste Français;All-FIMU;5044
2016-05-03;Mardi;Visiteur;9J;Touriste Etranger;All-FIMU;5240
2016-05-03;Mardi;Visiteur;10J;Résident ;All-FIMU;9910
2016-05-03;Mardi;Visiteur;10J;Touriste Français;All-FIMU;1620
2016-05-03;Mardi;Visiteur;10J;Touriste Etranger;All-FIMU;5911
2016-05-03;Mardi;Visiteur;11J;Résident ;All-FIMU;418
2016-05-03;Mardi;Visiteur;11J;Touriste Français;All-FIMU;3544
2016-05-03;Mardi;Visiteur;11J;Touriste Etranger;All-FIMU;1380
2016-05-03;Mardi;Visiteur;12J;Résident ;All-FIMU;3481
2016-05-03;Mardi;Visiteur;12J;Touriste Français;All-FIMU;7075
2016-05-03;Mardi;Visiteur;12J;Touriste Etranger;All-FIMU;2447
2016-05-03;Mardi;Visiteur;13J;Résident ;All-FIMU;8145
2016-05-03;Mardi;Visiteur;13J;Touriste Français;All-FIMU;2284
2016-05-03;Mardi;Visiteur;13J;Touriste Etranger;All-FIMU;4375
2016-05-03;Mardi;Visiteur;14J;Résident ;All-FIMU;3416
2016-05-03;Mardi;Visiteur;14J;Touriste Français;All-FIMU;1492
2016-05-03;Mardi;Visiteur;14J;Touriste Etranger;All-FIMU;6035
2016-05-04;Mercredi;Visiteur;1J;Résident ;All-FIMU;7667
2016-05-04;Mercredi;Visiteur;1J;Touriste Français;All-FIMU;5815
2016-05-04;Mercredi;Visiteur;1J;Touriste Etranger;All-FIMU;6725
2016-05-04;Mercredi;Visiteur;2J;Résident ;All-FIMU;4859
2016-05-04;Mercredi;Visiteur;2J;Touriste Français;All-FIMU;3574
2016-05-04;Mercredi;Visiteur;2J;Touriste Etranger;All-FIMU;4946
2016-05-04;Mercredi;Visiteur;3J;Résident ;All-FIMU;7441
2016-05-04;Mercredi;Visiteur;3J;Touriste Français;All-FIMU;7094
2016-05-04;Mercredi;Visiteur;3J;Touriste Etranger;All-FIMU;3291
2016-05-04;Mercredi;Visiteur;4J;Résident ;All-FIMU;7878
2016-05-04;Mercredi;Visiteur;4J;Touriste Français;All-FIMU;6042
2016-05-04;Mercredi;Visiteur;4J;Touriste Etranger;All-FIMU;901
2016-05-04;Mercredi;Visiteur;5J;Résident ;All-FIMU;7369
2016-05-04;Mercredi;Visiteur;5J;Touriste Français;All-FIMU;500
2016-05-04;Mercredi;Visiteur;5J;Touriste Etranger;All-FIMU;6683
2016-05-04;Mercredi;Visiteur;6J;Résident ;All-FIMU;572
2016-05-04;Mercredi;Visiteur;6J;Touriste Français;All-FIMU;4616
2016-05-04;Mercredi;Visiteur;6J;Touriste Etranger;All-FIMU;3657
2016-05-04;Mercredi;Visiteur;7J;Résident ;All-FIMU;4019
2016-05-04;Mercredi;Visiteur;7J;Touriste Français;All-FIMU;6272
2016-05-04;Mercredi;Visiteur;7J;Touriste Etranger;All-FIMU;5685
2016-05-04;Mercredi;Visiteur;8J;Résident ;All-FIMU;2441
2016-05-04;Mercredi;Visiteur;8J;Touriste Français;All-FIMU;6719
2016-05-04;Mercredi;Visiteur;8J;Touriste Etranger;All-FIMU;435
2016-05-04;Mercredi;Visiteur;9J;Résident ;All-FIMU;9132
2016-05-04;Mercredi;Visiteur;9J;Touriste Français;All-FIMU;4207
2016-05-04;Mercredi;Visiteur;9J;Touriste Etranger;All-FIMU;1699
2016-05-04;Mercredi;Visiteur;10J;Résident ;All-FIMU;9068
2016-05-04;Mercredi;Visiteur;10J;Touriste Français;All-FIMU;5236
2016-05-04;Mercredi;Visiteur;10J;Touriste Etranger;All-FIMU;6395
2016-05-04;Mercredi;Visiteur;11J;Résident ;All-FIMU;9432
2016-05-04;Mercredi;Visiteur;11J;Touriste Français;All-FIMU;1769
2016-05-04;Mercredi;Visiteur;11J;Touriste Etranger;All-FIMU;1033
2016-05-04;Mercredi;Visiteur;12J;Résident ;All-FIMU;4826
2016-05-04;Mercredi;Visiteur;12J;Touriste Français;All-FIMU;3880
2016-05-04;Mercredi;Visiteur;12J;Touriste Etranger;All-FIMU;9264
2016-05-04;Mercredi;Visiteur;13J;Résident ;All-FIMU;784
2016-05-04;Mercredi;Visiteur;13J;Touriste Français;All-FIMU;8084
2016-05-04;Mercredi;Visiteur;13J;Touriste Etranger;All-FIMU;9872
2016-05-04;Mercredi;Visiteur;14J;Résident ;All-FIMU;3219
2016-05-04;Mercredi;Visiteur;14J;Touriste Français;All-FIMU;5228
2016-05-04;Mercredi;Visiteur;14J;Touriste Etranger;All-FIMU;2560
2016-05-05;Jeudi;Visiteur;1J;Résident ;All-FIMU;6096
2016-05-05;Jeudi;Visiteur;1J;Touriste Français;All-FIMU;4022
2016-05-05;Jeudi;Visiteur;1J;Touriste Etranger;All-FIMU;4237
2016-05-05;Jeudi;Visiteur;2J;Résident ;All-FIMU;4045
2016-05-05;Jeudi;Visiteur;2J;Touriste Français;All-FIMU;2338
2016-05-05;Jeudi;Visiteur;2J;Touriste Etranger;All-FIMU;95
2016-05-05;Jeudi;Visiteur;3J;Résident ;All-FIMU;1859
2016-05-05;Jeudi;Visiteur;3J;Touriste Français;All-FIMU;888
2016-05-05;Jeudi;Visiteur;3J;Touriste Etranger;All-FIMU;2251
2016-05-05;Jeudi;Visiteur;4J;Résident ;All-FIMU;3880
2016-05-05;Jeudi;Visiteur;4J;Touriste Français;All-FIMU;6530
2016-05-05;Jeudi;Visiteur;4J;Touriste Etranger;All-FIMU;6869
2016-05-05;Jeudi;Visiteur;5J;Résident ;All-FIMU;8441
2016-05-05;Jeudi;Visiteur;5J;Touriste Français;All-FIMU;8616
2016-05-05;Jeudi;Visiteur;5J;Touriste Etranger;All-FIMU;4874
2016-05-05;Jeudi;Visiteur;6J;Résident ;All-FIMU;3382
2016-05-05;Jeudi;Visiteur;6J;Touriste Français;All-FIMU;6826
2016-05-05;Jeudi;Visiteur;6J;Touriste Etranger;All-FIMU;8603
2016-05-05;Jeudi;Visiteur;7J;Résident ;All-FIMU;8014
2016-05-05;Jeudi;Visiteur;7J;Touriste Français;All-FIMU;9752
2016-05-05;Jeudi;Visiteur;7J;Touriste Etranger;All-FIMU;4655
2016-05-05;Jeudi;Visiteur;8J;Résident ;All-FIMU;9271
2016-05-05;Jeudi;Visiteur;8J;Touriste Français;All-FIMU;6844
2016-05-05;Jeudi;Visiteur;8J;Touriste Etranger;All-FIMU;8267
2016-05-05;Jeudi;Visiteur;9J;Résident ;All-FIMU;1304
2016-05-05;Jeudi;Visiteur;9J;Touriste Français;All-FIMU;8545
2016-05-05;Jeudi;Visiteur;9J;Touriste Etranger;All-FIMU;8149
2016-05-05;Jeudi;Visiteur;10J;Résident ;All-FIMU;5406
2016-05-05;Jeudi;Visiteur;10J;Touriste Français;All-FIMU;4706
2016-05-05;Jeudi;Visiteur;10J;Touriste Etranger;All-FIMU;428
2016-05-05;Jeudi;Visiteur;11J;Résident ;All-FIMU;3905
2016-05-05;Jeudi;Visiteur;11J;Touriste Français;All-FIMU;3398
2016-05-05;Jeudi;Visiteur;11J;Touriste Etranger;All-FIMU;8410
2016-05-05;Jeudi;Visiteur;12J;Résident ;All-FIMU;1764
2016-05-05;Jeudi;Visiteur;12J;Touriste Français;All-FIMU;270
2016-05-05;Jeudi;Visiteur;12J;Touriste Etranger;All-FIMU;6205
2016-05-05;Jeudi;Visiteur;13J;Résident ;All-FIMU;7709
2016-05-05;Jeudi;Visiteur;13J;Touriste Français;All-FIMU;359
2016-05-05;Jeudi;Visiteur;13J;Touriste Etranger;All-FIMU;7743
2016-05-05;Jeudi;Visiteur;14J;Résident ;All-FIMU;82
2016-05-05;Jeudi;Visiteur;14J;Touriste Français;All-FIMU;9686
2016-05-05;Jeudi;Visiteur;14J;Touriste Etranger;All-FIMU;5915
2016-05-06;Vendredi;Visiteur;1J;Résident ;All-FIMU;6543
2016-05-06;Vendredi;Visiteur;1J;Touriste Français;All-FIMU;1250
2016-05-06;Vendredi;Visiteur;1J;Touriste Etranger;All-FIMU;5180
2016-05-06;Vendredi;Visiteur;2J;Résident ;All-FIMU;7347
2016-05-06;Vendredi;Visiteur;2J;Touriste Français;All-FIMU;8337
2016-05-06;Vendredi;Visiteur;2J;Touriste Etranger;All-FIMU;3678
2016-05-06;Vendredi;Visiteur;3J;Résident ;All-FIMU;9906
2016-05-06;Vendredi;Visiteur;3J;Touriste Français;All-FIMU;1819
2016-05-06;Vendredi;Visiteur;3J;Touriste Etranger;All-FIMU;3035
2016-05-06;Vendredi;Visiteur;4J;Résident ;All-FIMU;845
2016-05-06;Vendredi;Visiteur;4J;Touriste Français;All-FIMU;4124
2016-05-06;Vendredi;Visiteur;4J;Touriste Etranger;All-FIMU;9574
2016-05-06;Vendredi;Visiteur;5J;Résident ;All-FIMU;7412
2016-05-06;Vendredi;Visiteur;5J;Touriste Français;All-FIMU;6154
2016-05-06;Vendredi;Visiteur;5J;Touriste Etranger;All-FIMU;9767
2016-05-06;Vendredi;Visiteur;6J;Résident ;All-FIMU;310
2016-05-06;Vendredi;Visiteur;6J;Touriste Français;All-FIMU;1197
2016-05-06;Vendredi;Visiteur;6J;Touriste Etranger;All-FIMU;6662
2016-05-06;Vendredi;Visiteur;7J;Résident ;All-FIMU;2172
2016-05-06;Vendredi;Visiteur;7J;Touriste Français;All-FIMU;8784
2016-05-06;Vendredi;Visiteur;7J;Touriste Etranger;All-FIMU;2902
2016-05-06;Vendredi;Visiteur;8J;Résident ;All-FIMU;196
2016-05-06;Vendredi;Visiteur;8J;Touriste Français;All-FIMU;8146
2016-05-06;Vendredi;Visiteur;8J;Touriste Etranger;All-FIMU;7437
2016-05-06;Vendredi;Visiteur;9J;Résident ;All-FIMU;7434
2016-05-06;Vendredi;Visiteur;9J;Touriste Français;All-FIMU;2152
2016-05-06;Vendredi;Visiteur;9J;Touriste Etranger;All-FIMU;7000
2016-05-06;Vendredi;Visiteur;10J;Résident ;All-FIMU;229
2016-05-06;Vendredi;Visiteur;10J;Touriste Français;All-FIMU;9698
2016-05-06;Vendredi;Visiteur;10J;Touriste Etranger;All-FIMU;1875
2016-05-06;Vendredi;Visiteur;11J;Résident ;All-FIMU;4887
2016-05-06;Vendredi;Visiteur;11J;Touriste Français;All-FIMU;2184
2016-05-06;Vendredi;Visiteur;11J;Touriste Etranger;All-FIMU;7142
2016-05-06;Vendredi;Visiteur;12J;Résident ;All-FIMU;5239
2016-05-06;Vendredi;Visiteur;12J;Touriste Français;All-FIMU;7991
2016-05-06;Vendredi;Visiteur;12J;Touriste Etranger;All-FIMU;1310
2016-05-06;Vendredi;Visiteur;13J;Résident ;All-FIMU;8207
2016-05-06;Vendredi;Visiteur;13J;Touriste Français;All-FIMU;54
2016-05-06;Vendredi;Visiteur;13J;Touriste Etranger;All-FIMU;1455
2016-05-06;Vendredi;Visiteur;14J;Résident ;All-FIMU;3331
2016-05-06;Vendredi;Visiteur;14J;Touriste Français;All-FIMU;2098
2016-05-06;Vendredi;Visiteur;14J;Touriste Etranger;All-FIMU;5665
2016-05-07;Samedi;Visiteur;1J;Résident ;All-FIMU;8201
2016-05-07;Samedi;Visiteur;1J;Touriste Français;All-FIMU;7224
2016-05-07;Samedi;Visiteur;1J;Touriste Etranger;All-FIMU;5039
2016-05-07;Samedi;Visiteur;2J;Résident ;All-FIMU;175
2016-05-07;Samedi;Visiteur;2J;Touriste Français;All-FIMU;4864
2016-05-07;Samedi;Visiteur;2J;Touriste Etranger;All-FIMU;9098
2016-05-07;Samedi;Visiteur;3J;Résident ;All-FIMU;6083
2016-05-07;Samedi;Visiteur;3J;Touriste Français;All-FIMU;675
2016-05-07;Samedi;Visiteur;3J;Touriste Etranger;All-FIMU;1985
2016-05-07;Samedi;Visiteur;4J;Résident ;All-FIMU;2025
2016-05-07;Samedi;Visiteur;4J;Touriste Français;All-FIMU;6793
2016-05-07;Samedi;Visiteur;4J;Touriste Etranger;All-FIMU;3467
2016-05-07;Samedi;Visiteur;5J;Résident ;All-FIMU;8730
2016-05-07;Samedi;Visiteur;5J;Touriste Français;All-FIMU;9153
2016-05-07;Samedi;Visiteur;5J;Touriste Etranger;All-FIMU;2986
2016-05-07;Samedi;Visiteur;6J;Résident ;All-FIMU;6801
2016-05-07;Samedi;Visiteur;6J;Touriste Français;All-FIMU;6248
2016-05-07;Samedi;Visiteur;6J;Touriste Etranger;All-FIMU;6914
2016-05-07;Samedi;Visiteur;7J;Résident ;All-FIMU;1129
2016-05-07;Samedi;Visiteur;7J;Touriste Français;All-FIMU;1962
2016-05-07;Samedi;Visiteur;7J;Touriste Etranger;All-FIMU;9054
2016-05-07;Samedi;Visiteur;8J;Résident ;All-FIMU;7856
2016-05-07;Samedi;Visiteur;8J;Touriste Français;All-FIMU;9980
2016-05-07;Samedi;Visiteur;8J;Touriste Etranger;All-FIMU;8705
2016-05-07;Samedi;Visiteur;9J;Résident ;All-FIMU;429
2016-05-07;Samedi;Visiteur;9J;Touriste Français;All-FIMU;6841
2016-05-07;Samedi;Visiteur;9J;Touriste Etranger;All-FIMU;3686
2016-05-07;Samedi;Visiteur;10J;Résident ;All-FIMU;4055
2016-05-07;Samedi;Visiteur;10J;Touriste Français;All-FIMU;528
2016-05-07;Samedi;Visiteur;10J;Touriste Etranger;All-FIMU;861
2016-05-07;Samedi;Visiteur;11J;Résident ;All-FIMU;7012
2016-05-07;Samedi;Visiteur;11J;Touriste Français;All-FIMU;6649
2016-05-07;Samedi;Visiteur;11J;Touriste Etranger;All-FIMU;8054
2016-05-07;Samedi;Visiteur;12J;Résident ;All-FIMU;3905
2016-05-07;Samedi;Visiteur;12J;Touriste Français;All-FIMU;515
2016-05-07;Samedi;Visiteur;12J;Touriste Etranger;All-FIMU;3093
2016-05-07;Samedi;Visiteur;13J;Résident ;All-FIMU;5156
2016-05-07;Samedi;Visiteur;13J;Touriste Français;All-FIMU;5135
2016-05-07;Samedi;Visiteur;13J;Touriste Etranger;All-FIMU;6414
2016-05-07;Samedi;Visiteur;14J;Résident ;All-FIMU;3252
2016-05-07;Samedi;Visiteur;14J;Touriste Français;All-FIMU;4245
2016-05-07;Samedi;Visiteur;14J;Touriste Etranger;All-FIMU;9455
2016-05-08;Dimanche;Visiteur;1J;Résident ;All-FIMU;9916
2016-05-08;Dimanche;Visiteur;1J;Touriste Français;All-FIMU;8983
2016-05-08;Dimanche;Visiteur;1J;Touriste Etranger;All-FIMU;5268
2016-05-08;Dimanche;Visiteur;2J;Résident ;All-FIMU;9869
2016-05-08;Dimanche;Visiteur;2J;Touriste Français;All-FIMU;1546
2016-05-08;Dimanche;Visiteur;2J;Touriste Etranger;All-FIMU;7359
2016-05-08;Dimanche;Visiteur;3J;Résident ;All-FIMU;5600
2016-05-08;Dimanche;Visiteur;3J;Touriste Français;All-FIMU;775
2016-05-08;Dimanche;Visiteur;3J;Touriste Etranger;All-FIMU;895
2016-05-08;Dimanche;Visiteur;4J;Résident ;All-FIMU;8462
2016-05-08;Dimanche;Visiteur;4J;Touriste Français;All-FIMU;8056
2016-05-08;Dimanche;Visiteur;4J;Touriste Etranger;All-FIMU;394
2016-05-08;Dimanche;Visiteur;5J;Résident ;All-FIMU;8543
2016-05-08;Dimanche;Visiteur;5J;Touriste Français;All-FIMU;1981
2016-05-08;Dimanche;Visiteur;5J;Touriste Etranger;All-FIMU;1917
2016-05-08;Dimanche;Visiteur;6J;Résident ;All-FIMU;6127
2016-05-08;Dimanche;Visiteur;6J;Touriste Français;All-FIMU;6266
2016-05-08;Dimanche;Visiteur;6J;Touriste Etranger;All-FIMU;1236
2016-05-08;Dimanche;Visiteur;7J;Résident ;All-FIMU;6149
2016-05-08;Dimanche;Visiteur;7J;Touriste Français;All-FIMU;8129
2016-05-08;Dimanche;Visiteur;7J;Touriste Etranger;All-FIMU;2977
2016-05-08;Dimanche;Visiteur;8J;Résident ;All-FIMU;7153
2016-05-08;Dimanche;Visiteur;8J;Touriste Français;All-FIMU;3483
2016-05-08;Dimanche;Visiteur;8J;Touriste Etranger;All-FIMU;7112
2016-05-08;Dimanche;Visiteur;9J;Résident ;All-FIMU;1784
2016-05-08;Dimanche;Visiteur;9J;Touriste Français;All-FIMU;1617
2016-05-08;Dimanche;Visiteur;9J;Touriste Etranger;All-FIMU;4020
2016-05-08;Dimanche;Visiteur;10J;Résident ;All-FIMU;9012
2016-05-08;Dimanche;Visiteur;10J;Touriste Français;All-FIMU;2004
2016-05-08;Dimanche;Visiteur;10J;Touriste Etranger;All-FIMU;5756
2016-05-08;Dimanche;Visiteur;11J;Résident ;All-FIMU;7722
2016-05-08;Dimanche;Visiteur;11J;Touriste Français;All-FIMU;9605
2016-05-08;Dimanche;Visiteur;11J;Touriste Etranger;All-FIMU;9851
2016-05-08;Dimanche;Visiteur;12J;Résident ;All-FIMU;9789
2016-05-08;Dimanche;Visiteur;12J;Touriste Français;All-FIMU;1023
2016-05-08;Dimanche;Visiteur;12J;Touriste Etranger;All-FIMU;8110
2016-05-08;Dimanche;Visiteur;13J;Résident ;All-FIMU;6551
2016-05-08;Dimanche;Visiteur;13J;Touriste Français;All-FIMU;4775
2016-05-08;Dimanche;Visiteur;13J;Touriste Etranger;All-FIMU;6096
2016-05-08;Dimanche;Visiteur;14J;Résident ;All-FIMU;508
2016-05-08;Dimanche;Visiteur;14J;Touriste Français;All-FIMU;4141
2016-05-08;Dimanche;Visiteur;14J;Touriste Etranger;All-FIMU;6536
2016-05-09;Lundi;Visiteur;1J;Résident ;All-FIMU;8114
2016-05-09;Lundi;Visiteur;1J;Touriste Français;All-FIMU;3792
2016-05-09;Lundi;Visiteur;1J;Touriste Etranger;All-FIMU;9398
2016-05-09;Lundi;Visiteur;2J;Résident ;All-FIMU;2871
2016-05-09;Lundi;Visiteur;2J;Touriste Français;All-FIMU;1399
2016-05-09;Lundi;Visiteur;2J;Touriste Etranger;All-FIMU;6010
2016-05-09;Lundi;Visiteur;3J;Résident ;All-FIMU;8051
2016-05-09;Lundi;Visiteur;3J;Touriste Français;All-FIMU;391
