Date;JourDeLaSemaine;Heure;Presence30Min;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-02;Lundi;16:30:00;Présent;Touriste Français;All-FIMU;4381
2016-05-02;Lundi;16:30:00;Présent;Touriste Etranger;All-FIMU;2827
2016-05-02;Lundi;17:00:00;Présent;Résident ;All-FIMU;263
2016-05-02;Lundi;17:00:00;Présent;Touriste Français;All-FIMU;1430
2016-05-02;Lundi;17:00:00;Présent;Touriste Etranger;All-FIMU;3885
2016-05-02;Lundi;17:30:00;Présent;Résident ;All-FIMU;8472
2016-05-02;Lundi;17:30:00;Présent;Touriste Français;All-FIMU;4073
2016-05-02;Lundi;17:30:00;Présent;Touriste Etranger;All-FIMU;7077
2016-05-02;Lundi;18:00:00;Présent;Résident ;All-FIMU;282
2016-05-02;Lundi;18:00:00;Présent;Touriste Français;All-FIMU;3584
2016-05-02;Lundi;18:00:00;Présent;Touriste Etranger;All-FIMU;295
2016-05-02;Lundi;18:30:00;Présent;Résident ;All-FIMU;5813
2016-05-02;Lundi;18:30:00;Présent;Touriste Français;All-FIMU;4497
2016-05-02;Lundi;18:30:00;Présent;Touriste Etranger;All-FIMU;917
2016-05-02;Lundi;19:00:00;Présent;Résident ;All-FIMU;8136
2016-05-02;Lundi;19:00:00;Présent;Touriste Français;All-FIMU;773
2016-05-02;Lundi;19:00:00;Présent;Touriste Etranger;All-FIMU;2790
2016-05-02;Lundi;19:30:00;Présent;Résident ;All-FIMU;5055
2016-05-02;Lundi;19:30:00;Présent;Touriste Français;All-FIMU;171
2016-05-02;Lundi;19:30:00;Présent;Touriste Etranger;All-FIMU;6344
2016-05-02;Lundi;20:00:00;Présent;Résident ;All-FIMU;5484
2016-05-02;Lundi;20:00:00;Présent;Touriste Français;All-FIMU;898
2016-05-02;Lundi;20:00:00;Présent;Touriste Etranger;All-FIMU;4591
2016-05-02;Lundi;20:30:00;Présent;Résident ;All-FIMU;7175
2016-05-02;Lundi;20:30:00;Présent;Touriste Français;All-FIMU;5067
2016-05-02;Lundi;20:30:00;Présent;Touriste Etranger;All-FIMU;5406
2016-05-02;Lundi;21:00:00;Présent;Résident ;All-FIMU;4878
2016-05-02;Lundi;21:00:00;Présent;Touriste Français;All-FIMU;4994
2016-05-02;Lundi;21:00:00;Présent;Touriste Etranger;All-FIMU;7283
2016-05-02;Lundi;21:30:00;Présent;Résident ;All-FIMU;2841
2016-05-02;Lundi;21:30:00;Présent;Touriste Français;All-FIMU;1009
2016-05-02;Lundi;21:30:00;Présent;Touriste Etranger;All-FIMU;8805
2016-05-02;Lundi;22:00:00;Présent;Résident ;All-FIMU;6243
2016-05-02;Lundi;22:00:00;Présent;Touriste Français;All-FIMU;6226
2016-05-02;Lundi;22:00:00;Présent;Touriste Etranger;All-FIMU;4368
2016-05-02;Lundi;22:30:00;Présent;Résident ;All-FIMU;8542
2016-05-02;Lundi;22:30:00;Présent;Touriste Français;All-FIMU;6197
2016-05-02;Lundi;22:30:00;Présent;Touriste Etranger;All-FIMU;5237
2016-05-02;Lundi;23:00:00;Présent;Résident ;All-FIMU;5019
2016-05-02;Lundi;23:00:00;Présent;Touriste Français;All-FIMU;1622
2016-05-02;Lundi;23:00:00;Présent;Touriste Etranger;All-FIMU;5848
2016-05-02;Lundi;23:30:00;Présent;Résident ;All-FIMU;5698
2016-05-02;Lundi;23:30:00;Présent;Touriste Français;All-FIMU;2903
2016-05-02;Lundi;23:30:00;Présent;Touriste Etranger;All-FIMU;4895
2016-05-03;Mardi;12:00:00;Présent;Résident ;All-FIMU;2841
2016-05-03;Mardi;12:00:00;Présent;Touriste Français;All-FIMU;7823
2016-05-03;Mardi;12:00:00;Présent;Touriste Etranger;All-FIMU;6807
2016-05-03;Mardi;12:30:00;Présent;Résident ;All-FIMU;2117
2016-05-03;Mardi;12:30:00;Présent;Touriste Français;All-FIMU;6226
2016-05-03;Mardi;12:30:00;Présent;Touriste Etranger;All-FIMU;6480
2016-05-03;Mardi;13:00:00;Présent;Résident ;All-FIMU;7757
2016-05-03;Mardi;13:00:00;Présent;Touriste Français;All-FIMU;2668
2016-05-03;Mardi;13:00:00;Présent;Touriste Etranger;All-FIMU;8939
2016-05-03;Mardi;13:30:00;Présent;Résident ;All-FIMU;2432
2016-05-03;Mardi;13:30:00;Présent;Touriste Français;All-FIMU;9403
2016-05-03;Mardi;13:30:00;Présent;Touriste Etranger;All-FIMU;4553
2016-05-03;Mardi;14:00:00;Présent;Résident ;All-FIMU;4436
2016-05-03;Mardi;14:00:00;Présent;Touriste Français;All-FIMU;8617
2016-05-03;Mardi;14:00:00;Présent;Touriste Etranger;All-FIMU;9382
2016-05-03;Mardi;14:30:00;Présent;Résident ;All-FIMU;1868
2016-05-03;Mardi;14:30:00;Présent;Touriste Français;All-FIMU;4741
2016-05-03;Mardi;14:30:00;Présent;Touriste Etranger;All-FIMU;9433
2016-05-03;Mardi;15:00:00;Présent;Résident ;All-FIMU;5493
2016-05-03;Mardi;15:00:00;Présent;Touriste Français;All-FIMU;2343
2016-05-03;Mardi;15:00:00;Présent;Touriste Etranger;All-FIMU;6167
2016-05-03;Mardi;15:30:00;Présent;Résident ;All-FIMU;6252
2016-05-03;Mardi;15:30:00;Présent;Touriste Français;All-FIMU;573
2016-05-03;Mardi;15:30:00;Présent;Touriste Etranger;All-FIMU;4928
2016-05-03;Mardi;16:00:00;Présent;Résident ;All-FIMU;6730
2016-05-03;Mardi;16:00:00;Présent;Touriste Français;All-FIMU;3999
2016-05-03;Mardi;16:00:00;Présent;Touriste Etranger;All-FIMU;9678
2016-05-03;Mardi;16:30:00;Présent;Résident ;All-FIMU;4606
2016-05-03;Mardi;16:30:00;Présent;Touriste Français;All-FIMU;8379
2016-05-03;Mardi;16:30:00;Présent;Touriste Etranger;All-FIMU;5278
2016-05-03;Mardi;17:00:00;Présent;Résident ;All-FIMU;6465
2016-05-03;Mardi;17:00:00;Présent;Touriste Français;All-FIMU;2431
2016-05-03;Mardi;17:00:00;Présent;Touriste Etranger;All-FIMU;8152
2016-05-03;Mardi;17:30:00;Présent;Résident ;All-FIMU;2242
2016-05-03;Mardi;17:30:00;Présent;Touriste Français;All-FIMU;3119
2016-05-03;Mardi;17:30:00;Présent;Touriste Etranger;All-FIMU;8468
2016-05-03;Mardi;18:00:00;Présent;Résident ;All-FIMU;7153
2016-05-03;Mardi;18:00:00;Présent;Touriste Français;All-FIMU;2890
2016-05-03;Mardi;18:00:00;Présent;Touriste Etranger;All-FIMU;4320
2016-05-03;Mardi;18:30:00;Présent;Résident ;All-FIMU;317
2016-05-03;Mardi;18:30:00;Présent;Touriste Français;All-FIMU;763
2016-05-03;Mardi;18:30:00;Présent;Touriste Etranger;All-FIMU;9204
2016-05-03;Mardi;19:00:00;Présent;Résident ;All-FIMU;2909
2016-05-03;Mardi;19:00:00;Présent;Touriste Français;All-FIMU;7429
2016-05-03;Mardi;19:00:00;Présent;Touriste Etranger;All-FIMU;3053
2016-05-03;Mardi;19:30:00;Présent;Résident ;All-FIMU;432
2016-05-03;Mardi;19:30:00;Présent;Touriste Français;All-FIMU;2887
2016-05-03;Mardi;19:30:00;Présent;Touriste Etranger;All-FIMU;1340
2016-05-03;Mardi;20:00:00;Présent;Résident ;All-FIMU;282
2016-05-03;Mardi;20:00:00;Présent;Touriste Français;All-FIMU;73
2016-05-03;Mardi;20:00:00;Présent;Touriste Etranger;All-FIMU;9934
2016-05-03;Mardi;20:30:00;Présent;Résident ;All-FIMU;4578
2016-05-03;Mardi;20:30:00;Présent;Touriste Français;All-FIMU;4197
2016-05-03;Mardi;20:30:00;Présent;Touriste Etranger;All-FIMU;4015
2016-05-03;Mardi;21:00:00;Présent;Résident ;All-FIMU;6649
2016-05-03;Mardi;21:00:00;Présent;Touriste Français;All-FIMU;6183
2016-05-03;Mardi;21:00:00;Présent;Touriste Etranger;All-FIMU;5279
2016-05-03;Mardi;21:30:00;Présent;Résident ;All-FIMU;232
2016-05-03;Mardi;21:30:00;Présent;Touriste Français;All-FIMU;6829
2016-05-03;Mardi;21:30:00;Présent;Touriste Etranger;All-FIMU;1522
2016-05-03;Mardi;22:00:00;Présent;Résident ;All-FIMU;9389
2016-05-03;Mardi;22:00:00;Présent;Touriste Français;All-FIMU;527
2016-05-03;Mardi;22:00:00;Présent;Touriste Etranger;All-FIMU;5294
2016-05-03;Mardi;22:30:00;Présent;Résident ;All-FIMU;7399
2016-05-03;Mardi;22:30:00;Présent;Touriste Français;All-FIMU;6723
2016-05-03;Mardi;22:30:00;Présent;Touriste Etranger;All-FIMU;3867
2016-05-03;Mardi;23:00:00;Présent;Résident ;All-FIMU;1505
2016-05-03;Mardi;23:00:00;Présent;Touriste Français;All-FIMU;3547
2016-05-03;Mardi;23:00:00;Présent;Touriste Etranger;All-FIMU;7303
2016-05-03;Mardi;23:30:00;Présent;Résident ;All-FIMU;1638
2016-05-03;Mardi;23:30:00;Présent;Touriste Français;All-FIMU;8105
2016-05-03;Mardi;23:30:00;Présent;Touriste Etranger;All-FIMU;4422
2016-05-04;Mercredi;12:00:00;Présent;Résident ;All-FIMU;7717
2016-05-04;Mercredi;12:00:00;Présent;Touriste Français;All-FIMU;4957
2016-05-04;Mercredi;12:00:00;Présent;Touriste Etranger;All-FIMU;3165
2016-05-04;Mercredi;12:30:00;Présent;Résident ;All-FIMU;4577
2016-05-04;Mercredi;12:30:00;Présent;Touriste Français;All-FIMU;2087
2016-05-04;Mercredi;12:30:00;Présent;Touriste Etranger;All-FIMU;4818
2016-05-04;Mercredi;13:00:00;Présent;Résident ;All-FIMU;7264
2016-05-04;Mercredi;13:00:00;Présent;Touriste Français;All-FIMU;5256
2016-05-04;Mercredi;13:00:00;Présent;Touriste Etranger;All-FIMU;8357
2016-05-04;Mercredi;13:30:00;Présent;Résident ;All-FIMU;3226
2016-05-04;Mercredi;13:30:00;Présent;Touriste Français;All-FIMU;8925
2016-05-04;Mercredi;13:30:00;Présent;Touriste Etranger;All-FIMU;4043
2016-05-04;Mercredi;14:00:00;Présent;Résident ;All-FIMU;3135
2016-05-04;Mercredi;14:00:00;Présent;Touriste Français;All-FIMU;2218
2016-05-04;Mercredi;14:00:00;Présent;Touriste Etranger;All-FIMU;7018
2016-05-04;Mercredi;14:30:00;Présent;Résident ;All-FIMU;6125
2016-05-04;Mercredi;14:30:00;Présent;Touriste Français;All-FIMU;9141
2016-05-04;Mercredi;14:30:00;Présent;Touriste Etranger;All-FIMU;3721
2016-05-04;Mercredi;15:00:00;Présent;Résident ;All-FIMU;1932
2016-05-04;Mercredi;15:00:00;Présent;Touriste Français;All-FIMU;5566
2016-05-04;Mercredi;15:00:00;Présent;Touriste Etranger;All-FIMU;7353
2016-05-04;Mercredi;15:30:00;Présent;Résident ;All-FIMU;6570
2016-05-04;Mercredi;15:30:00;Présent;Touriste Français;All-FIMU;8393
2016-05-04;Mercredi;15:30:00;Présent;Touriste Etranger;All-FIMU;999
2016-05-04;Mercredi;16:00:00;Présent;Résident ;All-FIMU;5458
2016-05-04;Mercredi;16:00:00;Présent;Touriste Français;All-FIMU;6973
2016-05-04;Mercredi;16:00:00;Présent;Touriste Etranger;All-FIMU;988
2016-05-04;Mercredi;16:30:00;Présent;Résident ;All-FIMU;7837
2016-05-04;Mercredi;16:30:00;Présent;Touriste Français;All-FIMU;9929
2016-05-04;Mercredi;16:30:00;Présent;Touriste Etranger;All-FIMU;7432
2016-05-04;Mercredi;17:00:00;Présent;Résident ;All-FIMU;4318
2016-05-04;Mercredi;17:00:00;Présent;Touriste Français;All-FIMU;9873
2016-05-04;Mercredi;17:00:00;Présent;Touriste Etranger;All-FIMU;760
2016-05-04;Mercredi;17:30:00;Présent;Résident ;All-FIMU;1192
2016-05-04;Mercredi;17:30:00;Présent;Touriste Français;All-FIMU;1219
2016-05-04;Mercredi;17:30:00;Présent;Touriste Etranger;All-FIMU;979
2016-05-04;Mercredi;18:00:00;Présent;Résident ;All-FIMU;554
2016-05-04;Mercredi;18:00:00;Présent;Touriste Français;All-FIMU;7636
2016-05-04;Mercredi;18:00:00;Présent;Touriste Etranger;All-FIMU;8933
2016-05-04;Mercredi;18:30:00;Présent;Résident ;All-FIMU;4933
2016-05-04;Mercredi;18:30:00;Présent;Touriste Français;All-FIMU;161
2016-05-04;Mercredi;18:30:00;Présent;Touriste Etranger;All-FIMU;1516
2016-05-04;Mercredi;19:00:00;Présent;Résident ;All-FIMU;8286
2016-05-04;Mercredi;19:00:00;Présent;Touriste Français;All-FIMU;2031
2016-05-04;Mercredi;19:00:00;Présent;Touriste Etranger;All-FIMU;4441
2016-05-04;Mercredi;19:30:00;Présent;Résident ;All-FIMU;685
2016-05-04;Mercredi;19:30:00;Présent;Touriste Français;All-FIMU;1869
2016-05-04;Mercredi;19:30:00;Présent;Touriste Etranger;All-FIMU;6313
2016-05-04;Mercredi;20:00:00;Présent;Résident ;All-FIMU;233
2016-05-04;Mercredi;20:00:00;Présent;Touriste Français;All-FIMU;3319
2016-05-04;Mercredi;20:00:00;Présent;Touriste Etranger;All-FIMU;5705
2016-05-04;Mercredi;20:30:00;Présent;Résident ;All-FIMU;272
2016-05-04;Mercredi;20:30:00;Présent;Touriste Français;All-FIMU;671
2016-05-04;Mercredi;20:30:00;Présent;Touriste Etranger;All-FIMU;3048
2016-05-04;Mercredi;21:00:00;Présent;Résident ;All-FIMU;481
2016-05-04;Mercredi;21:00:00;Présent;Touriste Français;All-FIMU;4022
2016-05-04;Mercredi;21:00:00;Présent;Touriste Etranger;All-FIMU;3338
2016-05-04;Mercredi;21:30:00;Présent;Résident ;All-FIMU;6944
2016-05-04;Mercredi;21:30:00;Présent;Touriste Français;All-FIMU;7269
2016-05-04;Mercredi;21:30:00;Présent;Touriste Etranger;All-FIMU;7496
2016-05-04;Mercredi;22:00:00;Présent;Résident ;All-FIMU;8216
2016-05-04;Mercredi;22:00:00;Présent;Touriste Français;All-FIMU;6375
2016-05-04;Mercredi;22:00:00;Présent;Touriste Etranger;All-FIMU;3847
2016-05-04;Mercredi;22:30:00;Présent;Résident ;All-FIMU;8988
2016-05-04;Mercredi;22:30:00;Présent;Touriste Français;All-FIMU;4891
2016-05-04;Mercredi;22:30:00;Présent;Touriste Etranger;All-FIMU;4551
2016-05-04;Mercredi;23:00:00;Présent;Résident ;All-FIMU;3229
2016-05-04;Mercredi;23:00:00;Présent;Touriste Français;All-FIMU;4843
2016-05-04;Mercredi;23:00:00;Présent;Touriste Etranger;All-FIMU;3233
2016-05-04;Mercredi;23:30:00;Présent;Résident ;All-FIMU;6599
2016-05-04;Mercredi;23:30:00;Présent;Touriste Français;All-FIMU;9532
2016-05-04;Mercredi;23:30:00;Présent;Touriste Etranger;All-FIMU;1569
2016-05-05;Jeudi;12:00:00;Présent;Résident ;All-FIMU;385
2016-05-05;Jeudi;12:00:00;Présent;Touriste Français;All-FIMU;1712
2016-05-05;Jeudi;12:00:00;Présent;Touriste Etranger;All-FIMU;5041
2016-05-05;Jeudi;12:30:00;Présent;Résident ;All-FIMU;2435
2016-05-05;Jeudi;12:30:00;Présent;Touriste Français;All-FIMU;4842
2016-05-05;Jeudi;12:30:00;Présent;Touriste Etranger;All-FIMU;2226
2016-05-05;Jeudi;13:00:00;Présent;Résident ;All-FIMU;6935
2016-05-05;Jeudi;13:00:00;Présent;Touriste Français;All-FIMU;270
2016-05-05;Jeudi;13:00:00;Présent;Touriste Etranger;All-FIMU;1104
2016-05-05;Jeudi;13:30:00;Présent;Résident ;All-FIMU;5056
2016-05-05;Jeudi;13:30:00;Présent;Touriste Français;All-FIMU;7694
2016-05-05;Jeudi;13:30:00;Présent;Touriste Etranger;All-FIMU;6067
2016-05-05;Jeudi;14:00:00;Présent;Résident ;All-FIMU;253
2016-05-05;Jeudi;14:00:00;Présent;Touriste Français;All-FIMU;1471
2016-05-05;Jeudi;14:00:00;Présent;Touriste Etranger;All-FIMU;1265
2016-05-05;Jeudi;14:30:00;Présent;Résident ;All-FIMU;1697
2016-05-05;Jeudi;14:30:00;Présent;Touriste Français;All-FIMU;4577
2016-05-05;Jeudi;14:30:00;Présent;Touriste Etranger;All-FIMU;9598
2016-05-05;Jeudi;15:00:00;Présent;Résident ;All-FIMU;9054
2016-05-05;Jeudi;15:00:00;Présent;Touriste Français;All-FIMU;353
2016-05-05;Jeudi;15:00:00;Présent;Touriste Etranger;All-FIMU;1214
2016-05-05;Jeudi;15:30:00;Présent;Résident ;All-FIMU;280
2016-05-05;Jeudi;15:30:00;Présent;Touriste Français;All-FIMU;594
2016-05-05;Jeudi;15:30:00;Présent;Touriste Etranger;All-FIMU;6663
2016-05-05;Jeudi;16:00:00;Présent;Résident ;All-FIMU;5123
2016-05-05;Jeudi;16:00:00;Présent;Touriste Français;All-FIMU;6864
2016-05-05;Jeudi;16:00:00;Présent;Touriste Etranger;All-FIMU;3173
2016-05-05;Jeudi;16:30:00;Présent;Résident ;All-FIMU;1910
2016-05-05;Jeudi;16:30:00;Présent;Touriste Français;All-FIMU;4757
2016-05-05;Jeudi;16:30:00;Présent;Touriste Etranger;All-FIMU;172
2016-05-05;Jeudi;17:00:00;Présent;Résident ;All-FIMU;7132
2016-05-05;Jeudi;17:00:00;Présent;Touriste Français;All-FIMU;2092
2016-05-05;Jeudi;17:00:00;Présent;Touriste Etranger;All-FIMU;3871
2016-05-05;Jeudi;17:30:00;Présent;Résident ;All-FIMU;8926
2016-05-05;Jeudi;17:30:00;Présent;Touriste Français;All-FIMU;8316
2016-05-05;Jeudi;17:30:00;Présent;Touriste Etranger;All-FIMU;9143
2016-05-05;Jeudi;18:00:00;Présent;Résident ;All-FIMU;8116
2016-05-05;Jeudi;18:00:00;Présent;Touriste Français;All-FIMU;2192
2016-05-05;Jeudi;18:00:00;Présent;Touriste Etranger;All-FIMU;5394
2016-05-05;Jeudi;18:30:00;Présent;Résident ;All-FIMU;5338
2016-05-05;Jeudi;18:30:00;Présent;Touriste Français;All-FIMU;2542
2016-05-05;Jeudi;18:30:00;Présent;Touriste Etranger;All-FIMU;6029
2016-05-05;Jeudi;19:00:00;Présent;Résident ;All-FIMU;6824
2016-05-05;Jeudi;19:00:00;Présent;Touriste Français;All-FIMU;6617
2016-05-05;Jeudi;19:00:00;Présent;Touriste Etranger;All-FIMU;8998
2016-05-05;Jeudi;19:30:00;Présent;Résident ;All-FIMU;9883
2016-05-05;Jeudi;19:30:00;Présent;Touriste Français;All-FIMU;6820
2016-05-05;Jeudi;19:30:00;Présent;Touriste Etranger;All-FIMU;5342
2016-05-05;Jeudi;20:00:00;Présent;Résident ;All-FIMU;3534
2016-05-05;Jeudi;20:00:00;Présent;Touriste Français;All-FIMU;1731
2016-05-05;Jeudi;20:00:00;Présent;Touriste Etranger;All-FIMU;8519
2016-05-05;Jeudi;20:30:00;Présent;Résident ;All-FIMU;5524
2016-05-05;Jeudi;20:30:00;Présent;Touriste Français;All-FIMU;2523
2016-05-05;Jeudi;20:30:00;Présent;Touriste Etranger;All-FIMU;670
2016-05-05;Jeudi;21:00:00;Présent;Résident ;All-FIMU;5685
2016-05-05;Jeudi;21:00:00;Présent;Touriste Français;All-FIMU;1522
2016-05-05;Jeudi;21:00:00;Présent;Touriste Etranger;All-FIMU;8886
2016-05-05;Jeudi;21:30:00;Présent;Résident ;All-FIMU;6397
2016-05-05;Jeudi;21:30:00;Présent;Touriste Français;All-FIMU;5742
2016-05-05;Jeudi;21:30:00;Présent;Touriste Etranger;All-FIMU;3606
2016-05-05;Jeudi;22:00:00;Présent;Résident ;All-FIMU;900
2016-05-05;Jeudi;22:00:00;Présent;Touriste Français;All-FIMU;3147
2016-05-05;Jeudi;22:00:00;Présent;Touriste Etranger;All-FIMU;7935
2016-05-05;Jeudi;22:30:00;Présent;Résident ;All-FIMU;3167
2016-05-05;Jeudi;22:30:00;Présent;Touriste Français;All-FIMU;7518
2016-05-05;Jeudi;22:30:00;Présent;Touriste Etranger;All-FIMU;3631
2016-05-05;Jeudi;23:00:00;Présent;Résident ;All-FIMU;5241
2016-05-05;Jeudi;23:00:00;Présent;Touriste Français;All-FIMU;7365
2016-05-05;Jeudi;23:00:00;Présent;Touriste Etranger;All-FIMU;6828
2016-05-05;Jeudi;23:30:00;Présent;Résident ;All-FIMU;106
2016-05-05;Jeudi;23:30:00;Présent;Touriste Français;All-FIMU;8137
2016-05-05;Jeudi;23:30:00;Présent;Touriste Etranger;All-FIMU;948
2016-05-06;Vendredi;12:00:00;Présent;Résident ;All-FIMU;3465
2016-05-06;Vendredi;12:00:00;Présent;Touriste Français;All-FIMU;740
2016-05-06;Vendredi;12:00:00;Présent;Touriste Etranger;All-FIMU;1594
2016-05-06;Vendredi;12:30:00;Présent;Résident ;All-FIMU;9174
2016-05-06;Vendredi;12:30:00;Présent;Touriste Français;All-FIMU;3993
2016-05-06;Vendredi;12:30:00;Présent;Touriste Etranger;All-FIMU;1374
2016-05-06;Vendredi;13:00:00;Présent;Résident ;All-FIMU;1764
2016-05-06;Vendredi;13:00:00;Présent;Touriste Français;All-FIMU;3303
2016-05-06;Vendredi;13:00:00;Présent;Touriste Etranger;All-FIMU;7087
2016-05-06;Vendredi;13:30:00;Présent;Résident ;All-FIMU;2856
2016-05-06;Vendredi;13:30:00;Présent;Touriste Français;All-FIMU;8439
2016-05-06;Vendredi;13:30:00;Présent;Touriste Etranger;All-FIMU;1430
2016-05-06;Vendredi;14:00:00;Présent;Résident ;All-FIMU;6372
2016-05-06;Vendredi;14:00:00;Présent;Touriste Français;All-FIMU;4083
2016-05-06;Vendredi;14:00:00;Présent;Touriste Etranger;All-FIMU;703
2016-05-06;Vendredi;14:30:00;Présent;Résident ;All-FIMU;6609
2016-05-06;Vendredi;14:30:00;Présent;Touriste Français;All-FIMU;3917
2016-05-06;Vendredi;14:30:00;Présent;Touriste Etranger;All-FIMU;1509
2016-05-06;Vendredi;15:00:00;Présent;Résident ;All-FIMU;2309
2016-05-06;Vendredi;15:00:00;Présent;Touriste Français;All-FIMU;9012
2016-05-06;Vendredi;15:00:00;Présent;Touriste Etranger;All-FIMU;2492
2016-05-06;Vendredi;15:30:00;Présent;Résident ;All-FIMU;4254
2016-05-06;Vendredi;15:30:00;Présent;Touriste Français;All-FIMU;9049
2016-05-06;Vendredi;15:30:00;Présent;Touriste Etranger;All-FIMU;3317
2016-05-06;Vendredi;16:00:00;Présent;Résident ;All-FIMU;8382
2016-05-06;Vendredi;16:00:00;Présent;Touriste Français;All-FIMU;6176
2016-05-06;Vendredi;16:00:00;Présent;Touriste Etranger;All-FIMU;2168
2016-05-06;Vendredi;16:30:00;Présent;Résident ;All-FIMU;2595
2016-05-06;Vendredi;16:30:00;Présent;Touriste Français;All-FIMU;6855
2016-05-06;Vendredi;16:30:00;Présent;Touriste Etranger;All-FIMU;2458
2016-05-06;Vendredi;17:00:00;Présent;Résident ;All-FIMU;294
2016-05-06;Vendredi;17:00:00;Présent;Touriste Français;All-FIMU;3181
2016-05-06;Vendredi;17:00:00;Présent;Touriste Etranger;All-FIMU;9496
2016-05-06;Vendredi;17:30:00;Présent;Résident ;All-FIMU;8618
2016-05-06;Vendredi;17:30:00;Présent;Touriste Français;All-FIMU;850
2016-05-06;Vendredi;17:30:00;Présent;Touriste Etranger;All-FIMU;9027
2016-05-06;Vendredi;18:00:00;Présent;Résident ;All-FIMU;3615
2016-05-06;Vendredi;18:00:00;Présent;Touriste Français;All-FIMU;9143
2016-05-06;Vendredi;18:00:00;Présent;Touriste Etranger;All-FIMU;2936
2016-05-06;Vendredi;18:30:00;Présent;Résident ;All-FIMU;3802
2016-05-06;Vendredi;18:30:00;Présent;Touriste Français;All-FIMU;8457
2016-05-06;Vendredi;18:30:00;Présent;Touriste Etranger;All-FIMU;5902
2016-05-06;Vendredi;19:00:00;Présent;Résident ;All-FIMU;3241
2016-05-06;Vendredi;19:00:00;Présent;Touriste Français;All-FIMU;9330
2016-05-06;Vendredi;19:00:00;Présent;Touriste Etranger;All-FIMU;5057
2016-05-06;Vendredi;19:30:00;Présent;Résident ;All-FIMU;150
2016-05-06;Vendredi;19:30:00;Présent;Touriste Français;All-FIMU;6148
2016-05-06;Vendredi;19:30:00;Présent;Touriste Etranger;All-FIMU;5094
2016-05-06;Vendredi;20:00:00;Présent;Résident ;All-FIMU;3227
2016-05-06;Vendredi;20:00:00;Présent;Touriste Français;All-FIMU;1382
2016-05-06;Vendredi;20:00:00;Présent;Touriste Etranger;All-FIMU;9619
2016-05-06;Vendredi;20:30:00;Présent;Résident ;All-FIMU;7351
2016-05-06;Vendredi;20:30:00;Présent;Touriste Français;All-FIMU;6356
2016-05-06;Vendredi;20:30:00;Présent;Touriste Etranger;All-FIMU;8478
2016-05-06;Vendredi;21:00:00;Présent;Résident ;All-FIMU;4204
2016-05-06;Vendredi;21:00:00;Présent;Touriste Français;All-FIMU;4111
2016-05-06;Vendredi;21:00:00;Présent;Touriste Etranger;All-FIMU;9191
2016-05-06;Vendredi;21:30:00;Présent;Résident ;All-FIMU;2617
2016-05-06;Vendredi;21:30:00;Présent;Touriste Français;All-FIMU;8945
2016-05-06;Vendredi;21:30:00;Présent;Touriste Etranger;All-FIMU;3794
2016-05-06;Vendredi;22:00:00;Présent;Résident ;All-FIMU;5670
2016-05-06;Vendredi;22:00:00;Présent;Touriste Français;All-FIMU;1519
2016-05-06;Vendredi;22:00:00;Présent;Touriste Etranger;All-FIMU;9102
2016-05-06;Vendredi;22:30:00;Présent;Résident ;All-FIMU;6970
2016-05-06;Vendredi;22:30:00;Présent;Touriste Français;All-FIMU;5250
2016-05-06;Vendredi;22:30:00;Présent;Touriste Etranger;All-FIMU;5565
2016-05-06;Vendredi;23:00:00;Présent;Résident ;All-FIMU;6088
2016-05-06;Vendredi;23:00:00;Présent;Touriste Français;All-FIMU;5040
2016-05-06;Vendredi;23:00:00;Présent;Touriste Etranger;All-FIMU;4334
2016-05-06;Vendredi;23:30:00;Présent;Résident ;All-FIMU;1679
2016-05-06;Vendredi;23:30:00;Présent;Touriste Français;All-FIMU;9479
2016-05-06;Vendredi;23:30:00;Présent;Touriste Etranger;All-FIMU;1808
2016-05-07;Samedi;12:00:00;Présent;Résident ;All-FIMU;2798
2016-05-07;Samedi;12:00:00;Présent;Touriste Français;All-FIMU;5012
2016-05-07;Samedi;12:00:00;Présent;Touriste Etranger;All-FIMU;1770
2016-05-07;Samedi;12:30:00;Présent;Résident ;All-FIMU;4013
2016-05-07;Samedi;12:30:00;Présent;Touriste Français;All-FIMU;4761
2016-05-07;Samedi;12:30:00;Présent;Touriste Etranger;All-FIMU;2419
2016-05-07;Samedi;13:00:00;Présent;Résident ;All-FIMU;3850
2016-05-07;Samedi;13:00:00;Présent;Touriste Français;All-FIMU;5321
2016-05-07;Samedi;13:00:00;Présent;Touriste Etranger;All-FIMU;678
2016-05-07;Samedi;13:30:00;Présent;Résident ;All-FIMU;1173
2016-05-07;Samedi;13:30:00;Présent;Touriste Français;All-FIMU;4571
2016-05-07;Samedi;13:30:00;Présent;Touriste Etranger;All-FIMU;642
2016-05-07;Samedi;14:00:00;Présent;Résident ;All-FIMU;4321
2016-05-07;Samedi;14:00:00;Présent;Touriste Français;All-FIMU;6251
2016-05-07;Samedi;14:00:00;Présent;Touriste Etranger;All-FIMU;5765
2016-05-07;Samedi;14:30:00;Présent;Résident ;All-FIMU;5391
2016-05-07;Samedi;14:30:00;Présent;Touriste Français;All-FIMU;4110
2016-05-07;Samedi;14:30:00;Présent;Touriste Etranger;All-FIMU;6179
2016-05-07;Samedi;15:00:00;Présent;Résident ;All-FIMU;134
2016-05-07;Samedi;15:00:00;Présent;Touriste Français;All-FIMU;6678
2016-05-07;Samedi;15:00:00;Présent;Touriste Etranger;All-FIMU;2267
