Date;JourDeLaSemaine;Geolife;CSP;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-03;Mardi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;7891
2016-05-03;Mardi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;4919
2016-05-03;Mardi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;2828
2016-05-03;Mardi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;4288
2016-05-03;Mardi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;8968
2016-05-03;Mardi;populaire;Populaire;Visiteur;Journee;Résident ;All-FIMU;6118
2016-05-03;Mardi;populaire;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;5873
2016-05-03;Mardi;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;4097
2016-05-03;Mardi;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;6077
2016-05-03;Mardi;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;8939
2016-05-03;Mardi;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;9609
2016-05-03;Mardi;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;6064
2016-05-03;Mardi;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;4802
2016-05-03;Mardi;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;5180
2016-05-03;Mardi;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;4019
2016-05-03;Mardi;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;1685
2016-05-03;Mardi;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;6845
2016-05-03;Mardi;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;3478
2016-05-03;Mardi;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;82
2016-05-03;Mardi;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;8761
2016-05-03;Mardi;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;4809
2016-05-03;Mardi;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;3836
2016-05-03;Mardi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;5977
2016-05-03;Mardi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;1664
2016-05-03;Mardi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;4878
2016-05-03;Mardi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;7285
2016-05-03;Mardi;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;2344
2016-05-03;Mardi;urbain defavorise;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;4970
2016-05-03;Mardi;urbain defavorise;Populaire;Excursionniste;Journee;Résident ;All-FIMU;449
2016-05-03;Mardi;urbain defavorise;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-03;Mardi;urbain dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;6305
2016-05-03;Mardi;urbain dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;5136
2016-05-03;Mardi;urbain dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;4173
2016-05-03;Mardi;urbain dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;4616
2016-05-03;Mardi;urbain familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;5207
2016-05-03;Mardi;urbain familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-04;Mercredi;CUMUL;CUMUL;Visiteur;Journee;Résident ;All-FIMU;2627
2016-05-04;Mercredi;CUMUL;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3289
2016-05-04;Mercredi;CUMUL;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;3134
2016-05-04;Mercredi;CUMUL;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;3710
2016-05-04;Mercredi;NR;NR;Visiteur;Journee;Résident ;All-FIMU;2885
2016-05-04;Mercredi;NR;NR;Visiteur;Journee;Touriste Français;All-FIMU;1572
2016-05-04;Mercredi;NR;NR;Excursionniste;Journee;Résident ;All-FIMU;8343
2016-05-04;Mercredi;NR;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-04;Mercredi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Résident ;All-FIMU;4270
2016-05-04;Mercredi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;4652
2016-05-04;Mercredi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Résident ;All-FIMU;5171
2016-05-04;Mercredi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;1918
2016-05-04;Mercredi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;1419
2016-05-04;Mercredi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;750
2016-05-04;Mercredi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;169
2016-05-04;Mercredi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;9132
2016-05-04;Mercredi;populaire;Populaire;Visiteur;Journee;Résident ;All-FIMU;9266
2016-05-04;Mercredi;populaire;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;8254
2016-05-04;Mercredi;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;5734
2016-05-04;Mercredi;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;137
2016-05-04;Mercredi;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;1581
2016-05-04;Mercredi;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;5518
2016-05-04;Mercredi;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;2075
2016-05-04;Mercredi;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;3530
2016-05-04;Mercredi;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;7616
2016-05-04;Mercredi;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;7780
2016-05-04;Mercredi;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;4814
2016-05-04;Mercredi;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;9340
2016-05-04;Mercredi;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;4332
2016-05-04;Mercredi;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;6642
2016-05-04;Mercredi;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;5173
2016-05-04;Mercredi;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-04;Mercredi;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;7354
2016-05-04;Mercredi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;7783
2016-05-04;Mercredi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;1834
2016-05-04;Mercredi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;4495
2016-05-04;Mercredi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;2408
2016-05-04;Mercredi;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;3362
2016-05-04;Mercredi;urbain defavorise;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;8471
2016-05-04;Mercredi;urbain defavorise;Populaire;Excursionniste;Journee;Résident ;All-FIMU;5042
2016-05-04;Mercredi;urbain defavorise;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;7886
2016-05-04;Mercredi;urbain dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;7608
2016-05-04;Mercredi;urbain dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;8400
2016-05-04;Mercredi;urbain dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;557
2016-05-04;Mercredi;urbain dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;2393
2016-05-04;Mercredi;urbain familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;4340
2016-05-04;Mercredi;urbain familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;4623
2016-05-05;Jeudi;CUMUL;CUMUL;Visiteur;Journee;Résident ;All-FIMU;4235
2016-05-05;Jeudi;CUMUL;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;5393
2016-05-05;Jeudi;CUMUL;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;8278
2016-05-05;Jeudi;CUMUL;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;4864
2016-05-05;Jeudi;NR;NR;Visiteur;Journee;Résident ;All-FIMU;8022
2016-05-05;Jeudi;NR;NR;Visiteur;Journee;Touriste Français;All-FIMU;6825
2016-05-05;Jeudi;NR;NR;Excursionniste;Journee;Résident ;All-FIMU;4875
2016-05-05;Jeudi;NR;NR;Excursionniste;Journee;Touriste Français;All-FIMU;6400
2016-05-05;Jeudi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Résident ;All-FIMU;3797
2016-05-05;Jeudi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;2988
2016-05-05;Jeudi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Résident ;All-FIMU;9992
2016-05-05;Jeudi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;4316
2016-05-05;Jeudi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;4379
2016-05-05;Jeudi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;2835
2016-05-05;Jeudi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;1764
2016-05-05;Jeudi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;921
2016-05-05;Jeudi;populaire;Populaire;Visiteur;Journee;Résident ;All-FIMU;3054
2016-05-05;Jeudi;populaire;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;4106
2016-05-05;Jeudi;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;3480
2016-05-05;Jeudi;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;8053
2016-05-05;Jeudi;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;3649
2016-05-05;Jeudi;residence secondaire;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;3598
2016-05-05;Jeudi;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;523
2016-05-05;Jeudi;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;9068
2016-05-05;Jeudi;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;2313
2016-05-05;Jeudi;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;4985
2016-05-05;Jeudi;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;2447
2016-05-05;Jeudi;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;8540
2016-05-05;Jeudi;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-05;Jeudi;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;808
2016-05-05;Jeudi;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;2992
2016-05-05;Jeudi;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;1053
2016-05-05;Jeudi;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;3278
2016-05-05;Jeudi;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;4263
2016-05-05;Jeudi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;1344
2016-05-05;Jeudi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;7554
2016-05-05;Jeudi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;4426
2016-05-05;Jeudi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;4384
2016-05-05;Jeudi;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;3757
2016-05-05;Jeudi;urbain defavorise;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;1786
2016-05-05;Jeudi;urbain defavorise;Populaire;Excursionniste;Journee;Résident ;All-FIMU;1905
2016-05-05;Jeudi;urbain defavorise;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;7459
2016-05-05;Jeudi;urbain dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;873
2016-05-05;Jeudi;urbain dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;266
2016-05-05;Jeudi;urbain dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;9962
2016-05-05;Jeudi;urbain dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;9523
2016-05-05;Jeudi;urbain familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;1235
2016-05-05;Jeudi;urbain familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;573
2016-05-06;Vendredi;CUMUL;CUMUL;Visiteur;Journee;Résident ;All-FIMU;7525
2016-05-06;Vendredi;CUMUL;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;7904
2016-05-06;Vendredi;CUMUL;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;4437
2016-05-06;Vendredi;CUMUL;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;8742
2016-05-06;Vendredi;NR;NR;Visiteur;Journee;Résident ;All-FIMU;38
2016-05-06;Vendredi;NR;NR;Visiteur;Journee;Touriste Français;All-FIMU;2163
2016-05-06;Vendredi;NR;NR;Excursionniste;Journee;Résident ;All-FIMU;4488
2016-05-06;Vendredi;NR;NR;Excursionniste;Journee;Touriste Français;All-FIMU;9889
2016-05-06;Vendredi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Résident ;All-FIMU;5249
2016-05-06;Vendredi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;7323
2016-05-06;Vendredi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Résident ;All-FIMU;8923
2016-05-06;Vendredi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;7393
2016-05-06;Vendredi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;8752
2016-05-06;Vendredi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;5193
2016-05-06;Vendredi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;7721
2016-05-06;Vendredi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;7498
2016-05-06;Vendredi;populaire;Populaire;Visiteur;Journee;Résident ;All-FIMU;3296
2016-05-06;Vendredi;populaire;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;497
2016-05-06;Vendredi;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;882
2016-05-06;Vendredi;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;7573
2016-05-06;Vendredi;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;7454
2016-05-06;Vendredi;residence secondaire;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-06;Vendredi;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;5245
2016-05-06;Vendredi;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;1779
2016-05-06;Vendredi;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;7047
2016-05-06;Vendredi;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;1444
2016-05-06;Vendredi;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;9367
2016-05-06;Vendredi;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;3672
2016-05-06;Vendredi;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-06;Vendredi;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;4086
2016-05-06;Vendredi;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;7462
2016-05-06;Vendredi;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;3794
2016-05-06;Vendredi;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;4066
2016-05-06;Vendredi;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;1115
2016-05-06;Vendredi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;6960
2016-05-06;Vendredi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;3833
2016-05-06;Vendredi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;2367
2016-05-06;Vendredi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;521
2016-05-06;Vendredi;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;2616
2016-05-06;Vendredi;urbain defavorise;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;9964
2016-05-06;Vendredi;urbain defavorise;Populaire;Excursionniste;Journee;Résident ;All-FIMU;8371
2016-05-06;Vendredi;urbain defavorise;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-06;Vendredi;urbain dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;5092
2016-05-06;Vendredi;urbain dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;4028
2016-05-06;Vendredi;urbain dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;4499
2016-05-06;Vendredi;urbain dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-06;Vendredi;urbain familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;5066
2016-05-06;Vendredi;urbain familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;9854
2016-05-07;Samedi;CUMUL;CUMUL;Visiteur;Journee;Résident ;All-FIMU;7165
2016-05-07;Samedi;CUMUL;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;3998
2016-05-07;Samedi;CUMUL;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;2393
2016-05-07;Samedi;CUMUL;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;2254
2016-05-07;Samedi;NR;NR;Visiteur;Journee;Résident ;All-FIMU;7644
2016-05-07;Samedi;NR;NR;Visiteur;Journee;Touriste Français;All-FIMU;6613
2016-05-07;Samedi;NR;NR;Excursionniste;Journee;Résident ;All-FIMU;2866
2016-05-07;Samedi;NR;NR;Excursionniste;Journee;Touriste Français;All-FIMU;5570
2016-05-07;Samedi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Résident ;All-FIMU;370
2016-05-07;Samedi;pavillonnaire familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;2730
2016-05-07;Samedi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Résident ;All-FIMU;477
2016-05-07;Samedi;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;8366
2016-05-07;Samedi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;7815
2016-05-07;Samedi;periurbain en croissance;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;2063
2016-05-07;Samedi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;912
2016-05-07;Samedi;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;4208
2016-05-07;Samedi;populaire;Populaire;Visiteur;Journee;Résident ;All-FIMU;1418
2016-05-07;Samedi;populaire;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;6810
2016-05-07;Samedi;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;5800
2016-05-07;Samedi;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;5930
2016-05-07;Samedi;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;4505
2016-05-07;Samedi;residence secondaire;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-07;Samedi;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;724
2016-05-07;Samedi;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;4305
2016-05-07;Samedi;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;2811
2016-05-07;Samedi;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;2241
2016-05-07;Samedi;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;5121
2016-05-07;Samedi;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;4123
2016-05-07;Samedi;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-07;Samedi;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;4107
2016-05-07;Samedi;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;1445
2016-05-07;Samedi;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;2796
2016-05-07;Samedi;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-07;Samedi;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;5556
2016-05-07;Samedi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;2066
2016-05-07;Samedi;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;8533
2016-05-07;Samedi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;7333
2016-05-07;Samedi;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;6837
2016-05-07;Samedi;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;6719
2016-05-07;Samedi;urbain defavorise;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;1312
2016-05-07;Samedi;urbain defavorise;Populaire;Excursionniste;Journee;Résident ;All-FIMU;8450
2016-05-07;Samedi;urbain defavorise;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-07;Samedi;urbain dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;4988
2016-05-07;Samedi;urbain dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;6131
2016-05-07;Samedi;urbain dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;1551
2016-05-07;Samedi;urbain dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;4162
2016-05-07;Samedi;urbain familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;2346
2016-05-07;Samedi;urbain familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;1945
2016-05-08;Dimanche;CUMUL;CUMUL;Visiteur;Journee;Résident ;All-FIMU;5865
2016-05-08;Dimanche;CUMUL;CUMUL;Visiteur;Journee;Touriste Français;All-FIMU;711
2016-05-08;Dimanche;CUMUL;CUMUL;Excursionniste;Journee;Résident ;All-FIMU;541
2016-05-08;Dimanche;CUMUL;CUMUL;Excursionniste;Journee;Touriste Français;All-FIMU;9820
2016-05-08;Dimanche;NR;NR;Visiteur;Journee;Résident ;All-FIMU;6738
2016-05-08;Dimanche;NR;NR;Visiteur;Journee;Touriste Français;All-FIMU;7558
2016-05-08;Dimanche;NR;NR;Excursionniste;Journee;Résident ;All-FIMU;3594
2016-05-08;Dimanche;NR;NR;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-08;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;Journee;Résident ;All-FIMU;8345
2016-05-08;Dimanche;pavillonnaire familial aise;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;9166
2016-05-08;Dimanche;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Résident ;All-FIMU;2246
2016-05-08;Dimanche;pavillonnaire familial aise;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;7793
2016-05-08;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;3959
2016-05-08;Dimanche;periurbain en croissance;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;522
2016-05-08;Dimanche;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;1268
2016-05-08;Dimanche;periurbain en croissance;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;2370
2016-05-08;Dimanche;populaire;Populaire;Visiteur;Journee;Résident ;All-FIMU;2476
2016-05-08;Dimanche;populaire;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;1640
2016-05-08;Dimanche;populaire;Populaire;Excursionniste;Journee;Résident ;All-FIMU;7269
2016-05-08;Dimanche;populaire;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-08;Dimanche;residence secondaire;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;7647
2016-05-08;Dimanche;residence secondaire;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;#
2016-05-08;Dimanche;rural dynamique;CSP+;Visiteur;Journee;Résident ;All-FIMU;4157
2016-05-08;Dimanche;rural dynamique;CSP+;Visiteur;Journee;Touriste Français;All-FIMU;8015
2016-05-08;Dimanche;rural dynamique;CSP+;Excursionniste;Journee;Résident ;All-FIMU;5773
2016-05-08;Dimanche;rural dynamique;CSP+;Excursionniste;Journee;Touriste Français;All-FIMU;4178
2016-05-08;Dimanche;rural ouvrier;Populaire;Visiteur;Journee;Résident ;All-FIMU;57
2016-05-08;Dimanche;rural ouvrier;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;7774
2016-05-08;Dimanche;rural ouvrier;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-08;Dimanche;rural ouvrier;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;5534
2016-05-08;Dimanche;rural traditionnel;Populaire;Visiteur;Journee;Résident ;All-FIMU;1065
2016-05-08;Dimanche;rural traditionnel;Populaire;Visiteur;Journee;Touriste Français;All-FIMU;6665
2016-05-08;Dimanche;rural traditionnel;Populaire;Excursionniste;Journee;Résident ;All-FIMU;#
2016-05-08;Dimanche;rural traditionnel;Populaire;Excursionniste;Journee;Touriste Français;All-FIMU;8232
2016-05-08;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Résident ;All-FIMU;3381
2016-05-08;Dimanche;urbain classe moyenne;CSP en croissance;Visiteur;Journee;Touriste Français;All-FIMU;5538
2016-05-08;Dimanche;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Résident ;All-FIMU;7374
2016-05-08;Dimanche;urbain classe moyenne;CSP en croissance;Excursionniste;Journee;Touriste Français;All-FIMU;2292
2016-05-08;Dimanche;urbain defavorise;Populaire;Visiteur;Journee;Résident ;All-FIMU;7052
